NAME,pre,age,pop_est
Iowa,AGE,39,38864
Iowa,AGE,40,37423
Iowa,AGE,41,36417
Iowa,AGE,42,34607
Iowa,AGE,43,35873
Iowa,AGE,44,33511
Iowa,AGE,45,33520
Iowa,AGE,46,35586
Iowa,AGE,47,37823
Iowa,AGE,48,38545
Iowa,AGE,49,36793
Iowa,AGE,50,35654
Iowa,AGE,51,36408
Iowa,AGE,52,36940
Iowa,AGE,53,39342
Iowa,AGE,54,40720
Iowa,AGE,55,41467
Iowa,AGE,56,42426
Iowa,AGE,57,43593
Iowa,AGE,58,44060
Iowa,AGE,59,42361
Iowa,AGE,60,42256
Iowa,AGE,61,41809
Iowa,AGE,62,40472
Iowa,AGE,63,40448
Iowa,AGE,64,38645
Iowa,AGE,65,37177
Iowa,AGE,66,36334
Iowa,AGE,67,34725
Iowa,AGE,68,32988
Iowa,AGE,69,31469
Iowa,AGE,70,30330
Iowa,AGE,71,31496
Iowa,AGE,72,22596
Iowa,AGE,73,22072
Iowa,AGE,74,21686
Iowa,AGE,75,22100
Iowa,AGE,76,19281
Iowa,AGE,77,18071
Iowa,AGE,78,17054
Iowa,AGE,79,16181
Iowa,AGE,80,15456
Iowa,AGE,81,14197
Iowa,AGE,82,13650
Iowa,AGE,83,12696
Iowa,AGE,84,11180
Iowa,AGE,85,79091
Kansas,AGE,0,36439
Kansas,AGE,1,37293
Kansas,AGE,2,38293
Kansas,AGE,3,38443
Kansas,AGE,4,38867
Kansas,AGE,5,39065
Kansas,AGE,6,39159
Kansas,AGE,7,39658
Kansas,AGE,8,40093
Kansas,AGE,9,39646
Kansas,AGE,10,40540
Kansas,AGE,11,40500
Kansas,AGE,12,40056
Kansas,AGE,13,39691
Kansas,AGE,14,39659
Kansas,AGE,15,39787
Kansas,AGE,16,38993
Kansas,AGE,17,39779
Kansas,AGE,18,39837
Kansas,AGE,19,41878
Kansas,AGE,20,43602
Kansas,AGE,21,42766
Kansas,AGE,22,42821
Kansas,AGE,23,43071
Kansas,AGE,24,40760
Kansas,AGE,25,40380
Kansas,AGE,26,40676
Kansas,AGE,27,38883
Kansas,AGE,28,38032
Kansas,AGE,29,37064
Kansas,AGE,30,36689
Kansas,AGE,31,36559
Kansas,AGE,32,37751
Kansas,AGE,33,38831
Kansas,AGE,34,38019
Kansas,AGE,35,38378
Kansas,AGE,36,38749
Kansas,AGE,37,38333
Kansas,AGE,38,38618
Kansas,AGE,39,35894
Kansas,AGE,40,34560
Kansas,AGE,41,34422
Kansas,AGE,42,32665
Kansas,AGE,43,33241
Kansas,AGE,44,31462
Kansas,AGE,45,31498
Kansas,AGE,46,32771
Kansas,AGE,47,34541
Kansas,AGE,48,35043
Kansas,AGE,49,33136
Kansas,AGE,50,31647
Kansas,AGE,51,31999
Kansas,AGE,52,33034
Kansas,AGE,53,35369
Kansas,AGE,54,36899
Kansas,AGE,55,37690
Kansas,AGE,56,38096
Kansas,AGE,57,39030
Kansas,AGE,58,38900
Kansas,AGE,59,37973
Kansas,AGE,60,37599
Kansas,AGE,61,37698
Kansas,AGE,62,36203
Kansas,AGE,63,35832
Kansas,AGE,64,34404
Kansas,AGE,65,32812
Kansas,AGE,66,31343
Kansas,AGE,67,30113
Kansas,AGE,68,28712
Kansas,AGE,69,27282
Kansas,AGE,70,26603
Kansas,AGE,71,27707
Kansas,AGE,72,19678
Kansas,AGE,73,19517
Kansas,AGE,74,19090
Kansas,AGE,75,19216
Kansas,AGE,76,16442
Kansas,AGE,77,15202
Kansas,AGE,78,14178
Kansas,AGE,79,13373
Kansas,AGE,80,12891
Kansas,AGE,81,11631
Kansas,AGE,82,11059
Kansas,AGE,83,10459
Kansas,AGE,84,9397
Kansas,AGE,85,65536
Kentucky,AGE,0,53557
Kentucky,AGE,1,54670
Kentucky,AGE,2,55437
Kentucky,AGE,3,55824
Kentucky,AGE,4,55924
Kentucky,AGE,5,55751
Kentucky,AGE,6,55294
Kentucky,AGE,7,55040
Kentucky,AGE,8,54976
Kentucky,AGE,9,55665
Kentucky,AGE,10,56971
Kentucky,AGE,11,57660
Kentucky,AGE,12,56987
Kentucky,AGE,13,56986
Kentucky,AGE,14,57184
Kentucky,AGE,15,56699
Kentucky,AGE,16,56239
Kentucky,AGE,17,57965
Kentucky,AGE,18,58281
Kentucky,AGE,19,57921
Kentucky,AGE,20,58954
Kentucky,AGE,21,59245
Kentucky,AGE,22,60244
Kentucky,AGE,23,61585
Kentucky,AGE,24,61502
Kentucky,AGE,25,61328
Kentucky,AGE,26,62907
Kentucky,AGE,27,64400
Kentucky,AGE,28,62860
Kentucky,AGE,29,58831
Kentucky,AGE,30,55982
Kentucky,AGE,31,54684
Kentucky,AGE,32,54326
Kentucky,AGE,33,55410
Kentucky,AGE,34,54379
Kentucky,AGE,35,55994
Kentucky,AGE,36,56012
Kentucky,AGE,37,56994
Kentucky,AGE,38,58463
Kentucky,AGE,39,55582
Kentucky,AGE,40,54951
Kentucky,AGE,41,54648
Kentucky,AGE,42,52624
Kentucky,AGE,43,54086
Kentucky,AGE,44,52595
Kentucky,AGE,45,53606
Kentucky,AGE,46,57140
Kentucky,AGE,47,59733
Kentucky,AGE,48,58982
Kentucky,AGE,49,56171
Kentucky,AGE,50,55381
Kentucky,AGE,51,55652
Kentucky,AGE,52,56637
Kentucky,AGE,53,61085
Kentucky,AGE,54,62427
Kentucky,AGE,55,61670
Kentucky,AGE,56,61561
Kentucky,AGE,57,61957
Kentucky,AGE,58,62234
Kentucky,AGE,59,60459
Kentucky,AGE,60,60597
Kentucky,AGE,61,59528
Kentucky,AGE,62,57239
Kentucky,AGE,63,57175
Kentucky,AGE,64,54925
Kentucky,AGE,65,52025
Kentucky,AGE,66,50699
Kentucky,AGE,67,48753
Kentucky,AGE,68,47202
Kentucky,AGE,69,46380
Kentucky,AGE,70,45112
Kentucky,AGE,71,47034
Kentucky,AGE,72,33275
Kentucky,AGE,73,32828
Kentucky,AGE,74,31897
Kentucky,AGE,75,32017
Kentucky,AGE,76,27606
Kentucky,AGE,77,25435
Kentucky,AGE,78,23696
Kentucky,AGE,79,22145
Kentucky,AGE,80,20690
Kentucky,AGE,81,17790
Kentucky,AGE,82,16615
Kentucky,AGE,83,15296
Kentucky,AGE,84,13513
Kentucky,AGE,85,80618
Louisiana,AGE,0,59755
Louisiana,AGE,1,61043
Louisiana,AGE,2,62174
Louisiana,AGE,3,62025
Louisiana,AGE,4,62022
Louisiana,AGE,5,60482
Louisiana,AGE,6,60154
Louisiana,AGE,7,60325
Louisiana,AGE,8,59959
Louisiana,AGE,9,60647
Louisiana,AGE,10,62799
Louisiana,AGE,11,62967
Louisiana,AGE,12,61101
Louisiana,AGE,13,60551
Louisiana,AGE,14,59940
Louisiana,AGE,15,59483
Louisiana,AGE,16,59474
Louisiana,AGE,17,61015
Louisiana,AGE,18,59616
Louisiana,AGE,19,56425
Louisiana,AGE,20,58353
Louisiana,AGE,21,60238
Louisiana,AGE,22,61430
Louisiana,AGE,23,63936
Louisiana,AGE,24,65351
Louisiana,AGE,25,66169
Louisiana,AGE,26,68317
Louisiana,AGE,27,71394
Louisiana,AGE,28,70320
Louisiana,AGE,29,67619
Louisiana,AGE,30,64709
Louisiana,AGE,31,64101
Louisiana,AGE,32,64974
Louisiana,AGE,33,65741
Louisiana,AGE,34,63838
Louisiana,AGE,35,64368
Louisiana,AGE,36,64123
Louisiana,AGE,37,63276
Louisiana,AGE,38,63225
Louisiana,AGE,39,58695
Louisiana,AGE,40,56740
Louisiana,AGE,41,55951
Louisiana,AGE,42,52932
Louisiana,AGE,43,53014
Louisiana,AGE,44,51202
Louisiana,AGE,45,51948
Louisiana,AGE,46,54532
Louisiana,AGE,47,56898
Louisiana,AGE,48,57078
Louisiana,AGE,49,54990
Louisiana,AGE,50,54533
Louisiana,AGE,51,55036
Louisiana,AGE,52,56276
Louisiana,AGE,53,60366
Louisiana,AGE,54,61649
Louisiana,AGE,55,61478
Louisiana,AGE,56,61937
Louisiana,AGE,57,62788
Louisiana,AGE,58,64071
Louisiana,AGE,59,62059
Louisiana,AGE,60,60621
Louisiana,AGE,61,60513
Louisiana,AGE,62,58844
Louisiana,AGE,63,58411
Louisiana,AGE,64,55544
Louisiana,AGE,65,52419
Louisiana,AGE,66,50014
Louisiana,AGE,67,48745
Louisiana,AGE,68,46999
Louisiana,AGE,69,44708
Louisiana,AGE,70,43652
Louisiana,AGE,71,45209
Louisiana,AGE,72,32688
Louisiana,AGE,73,32535
Louisiana,AGE,74,30977
Louisiana,AGE,75,30861
Louisiana,AGE,76,26829
Louisiana,AGE,77,24667
Louisiana,AGE,78,23130
Louisiana,AGE,79,21147
Louisiana,AGE,80,19974
Louisiana,AGE,81,17671
Louisiana,AGE,82,16575
Louisiana,AGE,83,15357
Louisiana,AGE,84,13226
Louisiana,AGE,85,81050
Maine,AGE,0,12409
Maine,AGE,1,12629
Maine,AGE,2,12930
Maine,AGE,3,13126
Maine,AGE,4,13188
Maine,AGE,5,13253
Maine,AGE,6,13288
Maine,AGE,7,13301
Maine,AGE,8,13870
Maine,AGE,9,13884
Maine,AGE,10,14317
Maine,AGE,11,14599
Maine,AGE,12,14662
Maine,AGE,13,14862
Maine,AGE,14,14795
Maine,AGE,15,14814
Maine,AGE,16,14908
Maine,AGE,17,15569
Maine,AGE,18,16197
Maine,AGE,19,15903
Maine,AGE,20,15347
Maine,AGE,21,14942
Maine,AGE,22,14786
Maine,AGE,23,14770
Maine,AGE,24,15179
Maine,AGE,25,15604
Maine,AGE,26,16068
Maine,AGE,27,16244
Maine,AGE,28,16422
Maine,AGE,29,16303
Maine,AGE,30,16093
Maine,AGE,31,15937
Maine,AGE,32,16216
Maine,AGE,33,16118
Maine,AGE,34,15335
Maine,AGE,35,15567
Maine,AGE,36,15814
Maine,AGE,37,15583
Maine,AGE,38,16024
Maine,AGE,39,15175
Maine,AGE,40,15083
Maine,AGE,41,14700
Maine,AGE,42,14398
Maine,AGE,43,15052
Maine,AGE,44,14987
Maine,AGE,45,15440
Maine,AGE,46,16737
Maine,AGE,47,17920
Maine,AGE,48,18090
Maine,AGE,49,17523
Maine,AGE,50,17559
Maine,AGE,51,18103
Maine,AGE,52,18568
Maine,AGE,53,19653
Maine,AGE,54,20580
Maine,AGE,55,21034
Maine,AGE,56,21335
Maine,AGE,57,21700
Maine,AGE,58,21557
Maine,AGE,59,21526
Maine,AGE,60,21748
Maine,AGE,61,21463
Maine,AGE,62,20780
Maine,AGE,63,20523
Maine,AGE,64,20315
Maine,AGE,65,19669
Maine,AGE,66,18960
Maine,AGE,67,18128
Maine,AGE,68,17636
Maine,AGE,69,17334
Maine,AGE,70,17345
Maine,AGE,71,17863
Maine,AGE,72,12334
Maine,AGE,73,12098
Maine,AGE,74,12000
Maine,AGE,75,12123
Maine,AGE,76,10300
Maine,AGE,77,8992
Maine,AGE,78,8341
Maine,AGE,79,7829
Maine,AGE,80,7323
Maine,AGE,81,6757
Maine,AGE,82,6302
Maine,AGE,83,5986
Maine,AGE,84,5260
Maine,AGE,85,33419
Maryland,AGE,0,70843
Maryland,AGE,1,72391
Maryland,AGE,2,73640
Maryland,AGE,3,74367
Maryland,AGE,4,73263
Maryland,AGE,5,73216
Maryland,AGE,6,73929
Maryland,AGE,7,74954
Maryland,AGE,8,74679
Maryland,AGE,9,73666
Maryland,AGE,10,76510
Maryland,AGE,11,76352
Maryland,AGE,12,75267
Maryland,AGE,13,75088
Maryland,AGE,14,75289
Maryland,AGE,15,74632
Maryland,AGE,16,74911
Maryland,AGE,17,77151
Maryland,AGE,18,80028
Maryland,AGE,19,74782
Maryland,AGE,20,74441
Maryland,AGE,21,74005
Maryland,AGE,22,73457
Maryland,AGE,23,76150
Maryland,AGE,24,78497
Maryland,AGE,25,81293
Maryland,AGE,26,82078
Maryland,AGE,27,84797
Maryland,AGE,28,86501
Maryland,AGE,29,83765
Maryland,AGE,30,83626
Maryland,AGE,31,83386
Maryland,AGE,32,83220
Maryland,AGE,33,83921
Maryland,AGE,34,82025
Maryland,AGE,35,82491
Maryland,AGE,36,82429
Maryland,AGE,37,82051
Maryland,AGE,38,83097
Maryland,AGE,39,77334
Maryland,AGE,40,75195
Maryland,AGE,41,74308
Maryland,AGE,42,72074
Maryland,AGE,43,73963
Maryland,AGE,44,70859
Maryland,AGE,45,72827
Maryland,AGE,46,77521
Maryland,AGE,47,82521
Maryland,AGE,48,83961
Maryland,AGE,49,80511
Maryland,AGE,50,80317
Maryland,AGE,51,81033
Maryland,AGE,52,83177
Maryland,AGE,53,87843
Maryland,AGE,54,89216
Maryland,AGE,55,87958
Maryland,AGE,56,86772
Maryland,AGE,57,87073
Maryland,AGE,58,86756
Maryland,AGE,59,83754
Maryland,AGE,60,81556
Maryland,AGE,61,79700
Maryland,AGE,62,75528
Maryland,AGE,63,73975
Maryland,AGE,64,69662
Maryland,AGE,65,67194
Maryland,AGE,66,63046
Maryland,AGE,67,61291
Maryland,AGE,68,58730
Maryland,AGE,69,57017
Maryland,AGE,70,56315
Maryland,AGE,71,58018
Maryland,AGE,72,42451
Maryland,AGE,73,41593
Maryland,AGE,74,39797
Maryland,AGE,75,40697
Maryland,AGE,76,35284
Maryland,AGE,77,31309
Maryland,AGE,78,28855
Maryland,AGE,79,26705
Maryland,AGE,80,25092
Maryland,AGE,81,22296
Maryland,AGE,82,20743
Maryland,AGE,83,19352
Maryland,AGE,84,16948
Maryland,AGE,85,118403
Massachusetts,AGE,0,70787
Massachusetts,AGE,1,71405
Massachusetts,AGE,2,72227
Massachusetts,AGE,3,72739
Massachusetts,AGE,4,73003
Massachusetts,AGE,5,73518
Massachusetts,AGE,6,73715
Massachusetts,AGE,7,74876
Massachusetts,AGE,8,74048
Massachusetts,AGE,9,73853
Massachusetts,AGE,10,76451
Massachusetts,AGE,11,77018
Massachusetts,AGE,12,77385
Massachusetts,AGE,13,77985
Massachusetts,AGE,14,80303
Massachusetts,AGE,15,81320
Massachusetts,AGE,16,81648
Massachusetts,AGE,17,84577
Massachusetts,AGE,18,99978
Massachusetts,AGE,19,107883
Massachusetts,AGE,20,103735
Massachusetts,AGE,21,99726
Massachusetts,AGE,22,96751
Massachusetts,AGE,23,95142
Massachusetts,AGE,24,98713
Massachusetts,AGE,25,101022
Massachusetts,AGE,26,101325
Massachusetts,AGE,27,101162
Massachusetts,AGE,28,102946
Massachusetts,AGE,29,101405
Massachusetts,AGE,30,100800
Massachusetts,AGE,31,99269
Massachusetts,AGE,32,97595
Massachusetts,AGE,33,96150
Massachusetts,AGE,34,91239
Massachusetts,AGE,35,90955
Massachusetts,AGE,36,89707
Massachusetts,AGE,37,87235
Massachusetts,AGE,38,88165
Massachusetts,AGE,39,84019
Massachusetts,AGE,40,82013
Massachusetts,AGE,41,79959
Massachusetts,AGE,42,78636
Massachusetts,AGE,43,80921
Massachusetts,AGE,44,79042
Massachusetts,AGE,45,81246
Massachusetts,AGE,46,85968
Massachusetts,AGE,47,91457
Massachusetts,AGE,48,94141
Massachusetts,AGE,49,90981
Massachusetts,AGE,50,91085
Massachusetts,AGE,51,92297
Massachusetts,AGE,52,94664
Massachusetts,AGE,53,99256
Massachusetts,AGE,54,100436
Massachusetts,AGE,55,99628
Massachusetts,AGE,56,98559
Massachusetts,AGE,57,99250
Massachusetts,AGE,58,99060
Massachusetts,AGE,59,95977
Massachusetts,AGE,60,95170
Massachusetts,AGE,61,92569
Massachusetts,AGE,62,88680
Massachusetts,AGE,63,87317
Massachusetts,AGE,64,82957
Massachusetts,AGE,65,79737
Massachusetts,AGE,66,75670
Massachusetts,AGE,67,72958
Massachusetts,AGE,68,70334
Massachusetts,AGE,69,68551
Massachusetts,AGE,70,67644
Massachusetts,AGE,71,70384
Massachusetts,AGE,72,50830
Massachusetts,AGE,73,49715
Massachusetts,AGE,74,48006
Massachusetts,AGE,75,49051
Massachusetts,AGE,76,41595
Massachusetts,AGE,77,36822
Massachusetts,AGE,78,33948
Massachusetts,AGE,79,31921
Massachusetts,AGE,80,30387
Massachusetts,AGE,81,28130
Massachusetts,AGE,82,26405
Massachusetts,AGE,83,25078
Massachusetts,AGE,84,22082
Massachusetts,AGE,85,159852
Michigan,AGE,0,110301
Michigan,AGE,1,113010
Michigan,AGE,2,115262
Michigan,AGE,3,116558
Michigan,AGE,4,117032
Michigan,AGE,5,116164
Michigan,AGE,6,116602
Michigan,AGE,7,117303
Michigan,AGE,8,118491
Michigan,AGE,9,118088
Michigan,AGE,10,121277
Michigan,AGE,11,123240
Michigan,AGE,12,123589
Michigan,AGE,13,124566
Michigan,AGE,14,126750
Michigan,AGE,15,126486
Michigan,AGE,16,127583
Michigan,AGE,17,132366
Michigan,AGE,18,136339
Michigan,AGE,19,130973
Michigan,AGE,20,135208
Michigan,AGE,21,138071
Michigan,AGE,22,139236
Michigan,AGE,23,141735
Michigan,AGE,24,140377
Michigan,AGE,25,139125
Michigan,AGE,26,140744
Michigan,AGE,27,144674
Michigan,AGE,28,141017
Michigan,AGE,29,128894
Michigan,AGE,30,123723
Michigan,AGE,31,119058
Michigan,AGE,32,120545
Michigan,AGE,33,121560
Michigan,AGE,34,117311
Michigan,AGE,35,119581
Michigan,AGE,36,120506
Michigan,AGE,37,120105
Michigan,AGE,38,122647
Michigan,AGE,39,116851
Michigan,AGE,40,114879
Michigan,AGE,41,112990
Michigan,AGE,42,109998
Michigan,AGE,43,113532
Michigan,AGE,44,112100
Michigan,AGE,45,115186
Michigan,AGE,46,122826
Michigan,AGE,47,132069
Michigan,AGE,48,133197
Michigan,AGE,49,126634
Michigan,AGE,50,125389
Michigan,AGE,51,127236
Michigan,AGE,52,129809
Michigan,AGE,53,136539
Michigan,AGE,54,141175
Michigan,AGE,55,141657
Michigan,AGE,56,142367
Michigan,AGE,57,144574
Michigan,AGE,58,145019
Michigan,AGE,59,142661
Michigan,AGE,60,144061
Michigan,AGE,61,142577
Michigan,AGE,62,136634
Michigan,AGE,63,134260
Michigan,AGE,64,128994
Michigan,AGE,65,123383
Michigan,AGE,66,119291
Michigan,AGE,67,114658
Michigan,AGE,68,109059
Michigan,AGE,69,105565
Michigan,AGE,70,102705
Michigan,AGE,71,106549
Michigan,AGE,72,76089
Michigan,AGE,73,74156
Michigan,AGE,74,73247
Michigan,AGE,75,76138
Michigan,AGE,76,65668
Michigan,AGE,77,57811
Michigan,AGE,78,53063
Michigan,AGE,79,49422
Michigan,AGE,80,46233
Michigan,AGE,81,41498
Michigan,AGE,82,39474
Michigan,AGE,83,36937
Michigan,AGE,84,31672
Michigan,AGE,85,213986
Minnesota,AGE,0,68566
Minnesota,AGE,1,70145
Minnesota,AGE,2,71486
Minnesota,AGE,3,72308
Minnesota,AGE,4,72786
Minnesota,AGE,5,72189
Minnesota,AGE,6,71826
Minnesota,AGE,7,71594
Minnesota,AGE,8,72574
Minnesota,AGE,9,72251
Minnesota,AGE,10,74332
Minnesota,AGE,11,74642
Minnesota,AGE,12,73784
Minnesota,AGE,13,73630
Minnesota,AGE,14,74264
Minnesota,AGE,15,72538
Minnesota,AGE,16,71082
Minnesota,AGE,17,72618
Minnesota,AGE,18,71144
Minnesota,AGE,19,70427
Minnesota,AGE,20,70648
Minnesota,AGE,21,71309
Minnesota,AGE,22,71938
Minnesota,AGE,23,72263
Minnesota,AGE,24,73907
Minnesota,AGE,25,75134
Minnesota,AGE,26,76924
Minnesota,AGE,27,74274
Minnesota,AGE,28,75597
Minnesota,AGE,29,74605
Minnesota,AGE,30,74655
Minnesota,AGE,31,75943
Minnesota,AGE,32,77324
Minnesota,AGE,33,79327
Minnesota,AGE,34,77142
Minnesota,AGE,35,78185
Minnesota,AGE,36,78589
Minnesota,AGE,37,77531
Minnesota,AGE,38,77394
Minnesota,AGE,39,71991
Minnesota,AGE,40,69227
Minnesota,AGE,41,66706
Minnesota,AGE,42,63919
Minnesota,AGE,43,65135
Minnesota,AGE,44,61588
Minnesota,AGE,45,61694
Minnesota,AGE,46,64756
Minnesota,AGE,47,70247
Minnesota,AGE,48,71616
Minnesota,AGE,49,68609
Minnesota,AGE,50,67020
Minnesota,AGE,51,67234
Minnesota,AGE,52,69504
Minnesota,AGE,53,74136
Minnesota,AGE,54,76675
Minnesota,AGE,55,78055
Minnesota,AGE,56,78573
Minnesota,AGE,57,80298
Minnesota,AGE,58,80586
Minnesota,AGE,59,77410
Minnesota,AGE,60,76563
Minnesota,AGE,61,74728
Minnesota,AGE,62,71267
Minnesota,AGE,63,69884
Minnesota,AGE,64,67081
Minnesota,AGE,65,64282
Minnesota,AGE,66,62099
Minnesota,AGE,67,58949
Minnesota,AGE,68,56125
Minnesota,AGE,69,53027
Minnesota,AGE,70,51191
Minnesota,AGE,71,52520
Minnesota,AGE,72,37830
Minnesota,AGE,73,37631
Minnesota,AGE,74,36526
Minnesota,AGE,75,37454
Minnesota,AGE,76,32384
Minnesota,AGE,77,29551
Minnesota,AGE,78,27723
Minnesota,AGE,79,26042
Minnesota,AGE,80,24295
Minnesota,AGE,81,22468
Minnesota,AGE,82,21132
Minnesota,AGE,83,19544
Minnesota,AGE,84,17345
Minnesota,AGE,85,121684
Mississippi,AGE,0,35878
Mississippi,AGE,1,36911
Mississippi,AGE,2,37345
Mississippi,AGE,3,37696
Mississippi,AGE,4,37647
Mississippi,AGE,5,37353
Mississippi,AGE,6,38308
Mississippi,AGE,7,38284
Mississippi,AGE,8,38800
Mississippi,AGE,9,40222
Mississippi,AGE,10,41866
Mississippi,AGE,11,42965
Mississippi,AGE,12,41310
Mississippi,AGE,13,40491
Mississippi,AGE,14,40295
Mississippi,AGE,15,39979
Mississippi,AGE,16,39630
Mississippi,AGE,17,41161
Mississippi,AGE,18,42425
Mississippi,AGE,19,42738
Mississippi,AGE,20,41431
Mississippi,AGE,21,40762
Mississippi,AGE,22,40957
Mississippi,AGE,23,41962
Mississippi,AGE,24,41649
Mississippi,AGE,25,41737
Mississippi,AGE,26,42738
Mississippi,AGE,27,42728
Mississippi,AGE,28,42174
Mississippi,AGE,29,40034
Mississippi,AGE,30,37200
Mississippi,AGE,31,36544
Mississippi,AGE,32,36832
Mississippi,AGE,33,37829
Mississippi,AGE,34,36490
Mississippi,AGE,35,37734
Mississippi,AGE,36,38040
Mississippi,AGE,37,38494
Mississippi,AGE,38,39087
Mississippi,AGE,39,36514
Mississippi,AGE,40,35781
Mississippi,AGE,41,35667
Mississippi,AGE,42,34504
Mississippi,AGE,43,34937
Mississippi,AGE,44,34240
Mississippi,AGE,45,35043
Mississippi,AGE,46,36891
Mississippi,AGE,47,38379
Mississippi,AGE,48,38133
Mississippi,AGE,49,35887
Mississippi,AGE,50,35490
Mississippi,AGE,51,35084
Mississippi,AGE,52,35964
Mississippi,AGE,53,38641
Mississippi,AGE,54,39281
Mississippi,AGE,55,39303
Mississippi,AGE,56,39644
Mississippi,AGE,57,40017
Mississippi,AGE,58,40517
Mississippi,AGE,59,39217
Mississippi,AGE,60,38566
Mississippi,AGE,61,38794
Mississippi,AGE,62,37225
Mississippi,AGE,63,37173
Mississippi,AGE,64,35437
Mississippi,AGE,65,33268
Mississippi,AGE,66,32330
Mississippi,AGE,67,31631
Mississippi,AGE,68,30773
Mississippi,AGE,69,29409
Mississippi,AGE,70,28840
Mississippi,AGE,71,30249
Mississippi,AGE,72,21800
Mississippi,AGE,73,21457
Mississippi,AGE,74,20828
Mississippi,AGE,75,20823
Mississippi,AGE,76,17901
Mississippi,AGE,77,16600
Mississippi,AGE,78,15650
Mississippi,AGE,79,14434
Mississippi,AGE,80,13752
Mississippi,AGE,81,12082
Mississippi,AGE,82,11229
Mississippi,AGE,83,10494
Mississippi,AGE,84,8584
Mississippi,AGE,85,52341
Missouri,AGE,0,72258
Missouri,AGE,1,73835
Missouri,AGE,2,75014
Missouri,AGE,3,75700
Missouri,AGE,4,75906
Missouri,AGE,5,75069
Missouri,AGE,6,75023
Missouri,AGE,7,75766
Missouri,AGE,8,75828
Missouri,AGE,9,76261
Missouri,AGE,10,78657
Missouri,AGE,11,78907
Missouri,AGE,12,78490
Missouri,AGE,13,77947
Missouri,AGE,14,77939
Missouri,AGE,15,77693
Missouri,AGE,16,77211
Missouri,AGE,17,79326
Missouri,AGE,18,77779
Missouri,AGE,19,79378
Missouri,AGE,20,80665
Missouri,AGE,21,81401
Missouri,AGE,22,81843
Missouri,AGE,23,82196
Missouri,AGE,24,83123
Missouri,AGE,25,84322
Missouri,AGE,26,87711
Missouri,AGE,27,87530
Missouri,AGE,28,85341
Missouri,AGE,29,81664
Missouri,AGE,30,78862
Missouri,AGE,31,78652
Missouri,AGE,32,80355
Missouri,AGE,33,80838
Missouri,AGE,34,78230
Missouri,AGE,35,80561
Missouri,AGE,36,79741
Missouri,AGE,37,79150
Missouri,AGE,38,80369
Missouri,AGE,39,74521
Missouri,AGE,40,72853
Missouri,AGE,41,71304
Missouri,AGE,42,68208
Missouri,AGE,43,70350
Missouri,AGE,44,67482
Missouri,AGE,45,68842
Missouri,AGE,46,72860
Missouri,AGE,47,77831
Missouri,AGE,48,77464
Missouri,AGE,49,72942
Missouri,AGE,50,71313
Missouri,AGE,51,72645
Missouri,AGE,52,74069
Missouri,AGE,53,80251
Missouri,AGE,54,83471
Missouri,AGE,55,84790
Missouri,AGE,56,86184
Missouri,AGE,57,87506
Missouri,AGE,58,87553
Missouri,AGE,59,84253
Missouri,AGE,60,83547
Missouri,AGE,61,83326
Missouri,AGE,62,79470
Missouri,AGE,63,77874
Missouri,AGE,64,75038
Missouri,AGE,65,71305
Missouri,AGE,66,68746
Missouri,AGE,67,66520
Missouri,AGE,68,64033
Missouri,AGE,69,61905
Missouri,AGE,70,60634
Missouri,AGE,71,63383
Missouri,AGE,72,45727
Missouri,AGE,73,45472
Missouri,AGE,74,44852
Missouri,AGE,75,45802
Missouri,AGE,76,39532
Missouri,AGE,77,36147
Missouri,AGE,78,33350
Missouri,AGE,79,31129
Missouri,AGE,80,28998
Missouri,AGE,81,26133
Missouri,AGE,82,24638
Missouri,AGE,83,23144
Missouri,AGE,84,20630
Missouri,AGE,85,131884
Montana,AGE,0,12099
Montana,AGE,1,12212
Montana,AGE,2,12633
Montana,AGE,3,12859
Montana,AGE,4,12733
Montana,AGE,5,12618
Montana,AGE,6,12656
Montana,AGE,7,12652
Montana,AGE,8,12774
Montana,AGE,9,12826
Montana,AGE,10,13250
Montana,AGE,11,13374
Montana,AGE,12,13093
Montana,AGE,13,12805
Montana,AGE,14,12759
Montana,AGE,15,12517
Montana,AGE,16,12660
Montana,AGE,17,12914
Montana,AGE,18,12450
Montana,AGE,19,13482
Montana,AGE,20,13788
Montana,AGE,21,14321
Montana,AGE,22,14890
Montana,AGE,23,14934
Montana,AGE,24,14580
Montana,AGE,25,14609
Montana,AGE,26,14738
Montana,AGE,27,14283
Montana,AGE,28,14044
Montana,AGE,29,13446
Montana,AGE,30,13120
Montana,AGE,31,13041
Montana,AGE,32,13183
Montana,AGE,33,13538
Montana,AGE,34,13461
Montana,AGE,35,13700
Montana,AGE,36,13786
Montana,AGE,37,13453
Montana,AGE,38,13674
Montana,AGE,39,12781
Montana,AGE,40,12609
Montana,AGE,41,12222
Montana,AGE,42,11602
Montana,AGE,43,11495
Montana,AGE,44,11074
Montana,AGE,45,11112
Montana,AGE,46,11398
Montana,AGE,47,12338
Montana,AGE,48,12289
Montana,AGE,49,11749
Montana,AGE,50,11420
Montana,AGE,51,11473
Montana,AGE,52,11868
Montana,AGE,53,13045
Montana,AGE,54,13586
Montana,AGE,55,14083
Montana,AGE,56,14576
Montana,AGE,57,15169
Montana,AGE,58,15425
Montana,AGE,59,15270
Montana,AGE,60,15577
Montana,AGE,61,15631
Montana,AGE,62,15286
Montana,AGE,63,15257
Montana,AGE,64,15113
Montana,AGE,65,14804
