NAME,pre,age,pop_est
Montana,AGE,66,14330
Montana,AGE,67,13815
Montana,AGE,68,13200
Montana,AGE,69,12573
Montana,AGE,70,12101
Montana,AGE,71,12478
Montana,AGE,72,8972
Montana,AGE,73,8709
Montana,AGE,74,8601
Montana,AGE,75,8655
Montana,AGE,76,7298
Montana,AGE,77,6857
Montana,AGE,78,6190
Montana,AGE,79,5678
Montana,AGE,80,5181
Montana,AGE,81,4853
Montana,AGE,82,4397
Montana,AGE,83,3966
Montana,AGE,84,3549
Montana,AGE,85,22695
Nebraska,AGE,0,25809
Nebraska,AGE,1,26251
Nebraska,AGE,2,26691
Nebraska,AGE,3,27323
Nebraska,AGE,4,26894
Nebraska,AGE,5,26473
Nebraska,AGE,6,26215
Nebraska,AGE,7,26346
Nebraska,AGE,8,26576
Nebraska,AGE,9,26730
Nebraska,AGE,10,27043
Nebraska,AGE,11,26684
Nebraska,AGE,12,26632
Nebraska,AGE,13,26644
Nebraska,AGE,14,26479
Nebraska,AGE,15,26254
Nebraska,AGE,16,25915
Nebraska,AGE,17,25882
Nebraska,AGE,18,25929
Nebraska,AGE,19,27599
Nebraska,AGE,20,27915
Nebraska,AGE,21,27844
Nebraska,AGE,22,27210
Nebraska,AGE,23,27343
Nebraska,AGE,24,26868
Nebraska,AGE,25,26587
Nebraska,AGE,26,27094
Nebraska,AGE,27,25492
Nebraska,AGE,28,24978
Nebraska,AGE,29,24324
Nebraska,AGE,30,24789
Nebraska,AGE,31,25108
Nebraska,AGE,32,25410
Nebraska,AGE,33,26296
Nebraska,AGE,34,25645
Nebraska,AGE,35,26330
Nebraska,AGE,36,26238
Nebraska,AGE,37,25982
Nebraska,AGE,38,26016
Nebraska,AGE,39,23773
Nebraska,AGE,40,23142
Nebraska,AGE,41,22603
Nebraska,AGE,42,21684
Nebraska,AGE,43,22419
Nebraska,AGE,44,21124
Nebraska,AGE,45,20845
Nebraska,AGE,46,22035
Nebraska,AGE,47,22500
Nebraska,AGE,48,22753
Nebraska,AGE,49,21557
Nebraska,AGE,50,20673
Nebraska,AGE,51,20873
Nebraska,AGE,52,21477
Nebraska,AGE,53,23142
Nebraska,AGE,54,24116
Nebraska,AGE,55,24542
Nebraska,AGE,56,24974
Nebraska,AGE,57,25364
Nebraska,AGE,58,25741
Nebraska,AGE,59,24926
Nebraska,AGE,60,24436
Nebraska,AGE,61,24174
Nebraska,AGE,62,23503
Nebraska,AGE,63,23126
Nebraska,AGE,64,22262
Nebraska,AGE,65,21259
Nebraska,AGE,66,20782
Nebraska,AGE,67,19954
Nebraska,AGE,68,19013
Nebraska,AGE,69,18304
Nebraska,AGE,70,17357
Nebraska,AGE,71,17876
Nebraska,AGE,72,12745
Nebraska,AGE,73,12634
Nebraska,AGE,74,12603
Nebraska,AGE,75,12463
Nebraska,AGE,76,10849
Nebraska,AGE,77,9791
Nebraska,AGE,78,9293
Nebraska,AGE,79,8798
Nebraska,AGE,80,8378
Nebraska,AGE,81,7897
Nebraska,AGE,82,7330
Nebraska,AGE,83,6991
Nebraska,AGE,84,6271
Nebraska,AGE,85,43078
Nevada,AGE,0,35781
Nevada,AGE,1,36778
Nevada,AGE,2,37496
Nevada,AGE,3,38222
Nevada,AGE,4,37718
Nevada,AGE,5,38169
Nevada,AGE,6,37583
Nevada,AGE,7,38825
Nevada,AGE,8,38505
Nevada,AGE,9,38525
Nevada,AGE,10,40320
Nevada,AGE,11,40129
Nevada,AGE,12,39409
Nevada,AGE,13,38720
Nevada,AGE,14,38444
Nevada,AGE,15,38216
Nevada,AGE,16,37762
Nevada,AGE,17,38395
Nevada,AGE,18,35218
Nevada,AGE,19,31507
Nevada,AGE,20,32411
Nevada,AGE,21,33944
Nevada,AGE,22,36227
Nevada,AGE,23,38894
Nevada,AGE,24,40588
Nevada,AGE,25,42074
Nevada,AGE,26,45272
Nevada,AGE,27,47075
Nevada,AGE,28,47843
Nevada,AGE,29,45200
Nevada,AGE,30,44462
Nevada,AGE,31,43263
Nevada,AGE,32,43607
Nevada,AGE,33,44097
Nevada,AGE,34,42479
Nevada,AGE,35,43017
Nevada,AGE,36,42905
Nevada,AGE,37,42233
Nevada,AGE,38,42867
Nevada,AGE,39,39816
Nevada,AGE,40,39364
Nevada,AGE,41,38703
Nevada,AGE,42,37696
Nevada,AGE,43,38796
Nevada,AGE,44,37756
Nevada,AGE,45,38403
Nevada,AGE,46,39413
Nevada,AGE,47,41769
Nevada,AGE,48,42299
Nevada,AGE,49,39741
Nevada,AGE,50,38351
Nevada,AGE,51,37523
Nevada,AGE,52,37825
Nevada,AGE,53,40114
Nevada,AGE,54,39901
Nevada,AGE,55,39249
Nevada,AGE,56,39044
Nevada,AGE,57,39102
Nevada,AGE,58,39506
Nevada,AGE,59,37380
Nevada,AGE,60,37358
Nevada,AGE,61,37054
Nevada,AGE,62,36320
Nevada,AGE,63,36650
Nevada,AGE,64,34898
Nevada,AGE,65,33636
Nevada,AGE,66,32525
Nevada,AGE,67,31794
Nevada,AGE,68,31732
Nevada,AGE,69,30740
Nevada,AGE,70,30896
Nevada,AGE,71,32258
Nevada,AGE,72,23970
Nevada,AGE,73,23273
Nevada,AGE,74,22428
Nevada,AGE,75,22449
Nevada,AGE,76,19031
Nevada,AGE,77,16830
Nevada,AGE,78,15778
Nevada,AGE,79,14124
Nevada,AGE,80,12949
Nevada,AGE,81,11307
Nevada,AGE,82,10130
Nevada,AGE,83,9240
Nevada,AGE,84,7729
Nevada,AGE,85,43362
New Hampshire,AGE,0,12217
New Hampshire,AGE,1,12604
New Hampshire,AGE,2,12946
New Hampshire,AGE,3,13196
New Hampshire,AGE,4,13057
New Hampshire,AGE,5,13771
New Hampshire,AGE,6,13423
New Hampshire,AGE,7,14148
New Hampshire,AGE,8,13935
New Hampshire,AGE,9,14083
New Hampshire,AGE,10,14570
New Hampshire,AGE,11,15009
New Hampshire,AGE,12,15198
New Hampshire,AGE,13,15484
New Hampshire,AGE,14,15853
New Hampshire,AGE,15,16139
New Hampshire,AGE,16,16217
New Hampshire,AGE,17,16320
New Hampshire,AGE,18,17730
New Hampshire,AGE,19,18725
New Hampshire,AGE,20,18951
New Hampshire,AGE,21,18766
New Hampshire,AGE,22,18016
New Hampshire,AGE,23,16869
New Hampshire,AGE,24,17080
New Hampshire,AGE,25,17137
New Hampshire,AGE,26,17481
New Hampshire,AGE,27,17222
New Hampshire,AGE,28,17108
New Hampshire,AGE,29,16896
New Hampshire,AGE,30,16754
New Hampshire,AGE,31,16644
New Hampshire,AGE,32,17040
New Hampshire,AGE,33,16862
New Hampshire,AGE,34,15931
New Hampshire,AGE,35,16334
New Hampshire,AGE,36,16104
New Hampshire,AGE,37,15992
New Hampshire,AGE,38,16162
New Hampshire,AGE,39,15255
New Hampshire,AGE,40,15127
New Hampshire,AGE,41,14641
New Hampshire,AGE,42,14564
New Hampshire,AGE,43,15335
New Hampshire,AGE,44,15160
New Hampshire,AGE,45,15772
New Hampshire,AGE,46,17330
New Hampshire,AGE,47,18952
New Hampshire,AGE,48,19103
New Hampshire,AGE,49,18711
New Hampshire,AGE,50,18603
New Hampshire,AGE,51,19227
New Hampshire,AGE,52,19676
New Hampshire,AGE,53,21142
New Hampshire,AGE,54,21726
New Hampshire,AGE,55,22009
New Hampshire,AGE,56,21973
New Hampshire,AGE,57,22502
New Hampshire,AGE,58,22345
New Hampshire,AGE,59,22092
New Hampshire,AGE,60,21637
New Hampshire,AGE,61,21299
New Hampshire,AGE,62,20028
New Hampshire,AGE,63,19724
New Hampshire,AGE,64,18906
New Hampshire,AGE,65,17996
New Hampshire,AGE,66,17280
New Hampshire,AGE,67,16380
New Hampshire,AGE,68,15726
New Hampshire,AGE,69,15497
New Hampshire,AGE,70,15556
New Hampshire,AGE,71,16190
New Hampshire,AGE,72,11087
New Hampshire,AGE,73,10737
New Hampshire,AGE,74,10484
New Hampshire,AGE,75,10706
New Hampshire,AGE,76,9095
New Hampshire,AGE,77,7830
New Hampshire,AGE,78,7276
New Hampshire,AGE,79,6608
New Hampshire,AGE,80,6145
New Hampshire,AGE,81,5658
New Hampshire,AGE,82,5401
New Hampshire,AGE,83,5024
New Hampshire,AGE,84,4481
New Hampshire,AGE,85,30488
New Jersey,AGE,0,100364
New Jersey,AGE,1,102829
New Jersey,AGE,2,104990
New Jersey,AGE,3,105141
New Jersey,AGE,4,105304
New Jersey,AGE,5,105277
New Jersey,AGE,6,106086
New Jersey,AGE,7,108278
New Jersey,AGE,8,107226
New Jersey,AGE,9,106695
New Jersey,AGE,10,110080
New Jersey,AGE,11,111150
New Jersey,AGE,12,111301
New Jersey,AGE,13,112321
New Jersey,AGE,14,113762
New Jersey,AGE,15,113674
New Jersey,AGE,16,113205
New Jersey,AGE,17,115960
New Jersey,AGE,18,112489
New Jersey,AGE,19,102487
New Jersey,AGE,20,105218
New Jersey,AGE,21,108757
New Jersey,AGE,22,110341
New Jersey,AGE,23,112124
New Jersey,AGE,24,114590
New Jersey,AGE,25,117068
New Jersey,AGE,26,116750
New Jersey,AGE,27,117035
New Jersey,AGE,28,117624
New Jersey,AGE,29,114576
New Jersey,AGE,30,113649
New Jersey,AGE,31,113547
New Jersey,AGE,32,115491
New Jersey,AGE,33,116355
New Jersey,AGE,34,113744
New Jersey,AGE,35,116139
New Jersey,AGE,36,116512
New Jersey,AGE,37,115476
New Jersey,AGE,38,119568
New Jersey,AGE,39,113792
New Jersey,AGE,40,112466
New Jersey,AGE,41,111556
New Jersey,AGE,42,109982
New Jersey,AGE,43,113800
New Jersey,AGE,44,110009
New Jersey,AGE,45,111165
New Jersey,AGE,46,116715
New Jersey,AGE,47,124100
New Jersey,AGE,48,127761
New Jersey,AGE,49,122599
New Jersey,AGE,50,121587
New Jersey,AGE,51,122454
New Jersey,AGE,52,125503
New Jersey,AGE,53,131640
New Jersey,AGE,54,132350
New Jersey,AGE,55,131338
New Jersey,AGE,56,129484
New Jersey,AGE,57,130344
New Jersey,AGE,58,129953
New Jersey,AGE,59,125654
New Jersey,AGE,60,123269
New Jersey,AGE,61,119912
New Jersey,AGE,62,114207
New Jersey,AGE,63,111314
New Jersey,AGE,64,103856
New Jersey,AGE,65,98520
New Jersey,AGE,66,93084
New Jersey,AGE,67,89905
New Jersey,AGE,68,87063
New Jersey,AGE,69,83344
New Jersey,AGE,70,82888
New Jersey,AGE,71,86961
New Jersey,AGE,72,65411
New Jersey,AGE,73,62802
New Jersey,AGE,74,60120
New Jersey,AGE,75,63559
New Jersey,AGE,76,54509
New Jersey,AGE,77,47849
New Jersey,AGE,78,45473
New Jersey,AGE,79,42245
New Jersey,AGE,80,40230
New Jersey,AGE,81,36866
New Jersey,AGE,82,34595
New Jersey,AGE,83,32149
New Jersey,AGE,84,28661
New Jersey,AGE,85,202293
New Mexico,AGE,0,23668
New Mexico,AGE,1,23873
New Mexico,AGE,2,25038
New Mexico,AGE,3,25619
New Mexico,AGE,4,26048
New Mexico,AGE,5,26333
New Mexico,AGE,6,26313
New Mexico,AGE,7,27168
New Mexico,AGE,8,27337
New Mexico,AGE,9,27671
New Mexico,AGE,10,28255
New Mexico,AGE,11,28288
New Mexico,AGE,12,27897
New Mexico,AGE,13,27973
New Mexico,AGE,14,27528
New Mexico,AGE,15,27520
New Mexico,AGE,16,27465
New Mexico,AGE,17,28159
New Mexico,AGE,18,28064
New Mexico,AGE,19,27844
New Mexico,AGE,20,27827
New Mexico,AGE,21,27942
New Mexico,AGE,22,27925
New Mexico,AGE,23,28950
New Mexico,AGE,24,28903
New Mexico,AGE,25,29222
New Mexico,AGE,26,29941
New Mexico,AGE,27,29772
New Mexico,AGE,28,29089
New Mexico,AGE,29,27663
New Mexico,AGE,30,27663
New Mexico,AGE,31,27436
New Mexico,AGE,32,27674
New Mexico,AGE,33,28017
New Mexico,AGE,34,27358
New Mexico,AGE,35,27765
New Mexico,AGE,36,27413
New Mexico,AGE,37,26599
New Mexico,AGE,38,26957
New Mexico,AGE,39,24860
New Mexico,AGE,40,24185
New Mexico,AGE,41,23757
New Mexico,AGE,42,23226
New Mexico,AGE,43,23513
New Mexico,AGE,44,22509
New Mexico,AGE,45,22756
New Mexico,AGE,46,23564
New Mexico,AGE,47,24490
New Mexico,AGE,48,24700
New Mexico,AGE,49,23773
New Mexico,AGE,50,22939
New Mexico,AGE,51,23292
New Mexico,AGE,52,23485
New Mexico,AGE,53,25496
New Mexico,AGE,54,26370
New Mexico,AGE,55,26872
New Mexico,AGE,56,27977
New Mexico,AGE,57,28325
New Mexico,AGE,58,28726
New Mexico,AGE,59,27364
New Mexico,AGE,60,27446
New Mexico,AGE,61,27661
New Mexico,AGE,62,26994
New Mexico,AGE,63,26806
New Mexico,AGE,64,25976
New Mexico,AGE,65,25434
New Mexico,AGE,66,24945
New Mexico,AGE,67,24043
New Mexico,AGE,68,24037
New Mexico,AGE,69,23214
New Mexico,AGE,70,22776
New Mexico,AGE,71,22981
New Mexico,AGE,72,17264
New Mexico,AGE,73,17103
New Mexico,AGE,74,16087
New Mexico,AGE,75,15925
New Mexico,AGE,76,13818
New Mexico,AGE,77,12598
New Mexico,AGE,78,11674
New Mexico,AGE,79,10881
New Mexico,AGE,80,10111
New Mexico,AGE,81,9077
New Mexico,AGE,82,8500
New Mexico,AGE,83,7872
New Mexico,AGE,84,6678
New Mexico,AGE,85,41171
New York,AGE,0,227883
New York,AGE,1,227305
New York,AGE,2,229416
New York,AGE,3,230190
New York,AGE,4,225648
New York,AGE,5,226596
New York,AGE,6,225831
New York,AGE,7,228353
New York,AGE,8,221931
New York,AGE,9,216615
New York,AGE,10,222095
New York,AGE,11,222699
New York,AGE,12,221720
New York,AGE,13,224257
New York,AGE,14,227099
New York,AGE,15,227918
New York,AGE,16,228289
New York,AGE,17,234257
New York,AGE,18,251285
New York,AGE,19,246543
New York,AGE,20,251472
New York,AGE,21,252301
New York,AGE,22,252843
New York,AGE,23,266222
New York,AGE,24,279500
New York,AGE,25,288160
New York,AGE,26,292156
New York,AGE,27,302966
New York,AGE,28,307546
New York,AGE,29,294749
New York,AGE,30,290525
New York,AGE,31,283382
New York,AGE,32,279087
New York,AGE,33,277817
New York,AGE,34,262405
New York,AGE,35,261971
New York,AGE,36,258828
New York,AGE,37,251773
New York,AGE,38,258433
New York,AGE,39,242058
New York,AGE,40,236146
New York,AGE,41,233452
New York,AGE,42,227226
New York,AGE,43,236383
New York,AGE,44,225594
New York,AGE,45,227477
New York,AGE,46,237682
New York,AGE,47,254894
New York,AGE,48,266379
New York,AGE,49,253582
New York,AGE,50,250590
New York,AGE,51,252361
New York,AGE,52,259778
New York,AGE,53,275533
New York,AGE,54,276853
New York,AGE,55,273896
New York,AGE,56,269086
New York,AGE,57,271655
New York,AGE,58,278185
New York,AGE,59,265871
New York,AGE,60,261797
New York,AGE,61,256358
New York,AGE,62,245974
New York,AGE,63,243497
New York,AGE,64,228302
New York,AGE,65,217753
New York,AGE,66,208312
New York,AGE,67,202302
New York,AGE,68,198997
New York,AGE,69,189699
New York,AGE,70,186040
New York,AGE,71,190100
New York,AGE,72,143110
New York,AGE,73,139860
New York,AGE,74,132947
New York,AGE,75,136313
New York,AGE,76,118981
New York,AGE,77,107148
New York,AGE,78,102373
New York,AGE,79,94756
New York,AGE,80,90611
New York,AGE,81,82666
New York,AGE,82,77531
New York,AGE,83,73087
New York,AGE,84,64629
New York,AGE,85,456319
North Carolina,AGE,0,118550
North Carolina,AGE,1,120958
North Carolina,AGE,2,123154
North Carolina,AGE,3,123840
North Carolina,AGE,4,123626
North Carolina,AGE,5,122799
North Carolina,AGE,6,124134
North Carolina,AGE,7,124732
North Carolina,AGE,8,127464
North Carolina,AGE,9,128965
North Carolina,AGE,10,133122
North Carolina,AGE,11,134086
North Carolina,AGE,12,133099
North Carolina,AGE,13,131827
North Carolina,AGE,14,132074
North Carolina,AGE,15,131301
North Carolina,AGE,16,131208
North Carolina,AGE,17,135706
North Carolina,AGE,18,142236
North Carolina,AGE,19,143727
North Carolina,AGE,20,141547
North Carolina,AGE,21,137531
North Carolina,AGE,22,137580
North Carolina,AGE,23,139383
North Carolina,AGE,24,141830
North Carolina,AGE,25,143271
North Carolina,AGE,26,146387
North Carolina,AGE,27,149308
North Carolina,AGE,28,147343
North Carolina,AGE,29,142253
North Carolina,AGE,30,137012
North Carolina,AGE,31,133724
North Carolina,AGE,32,132959
North Carolina,AGE,33,132848
North Carolina,AGE,34,128043
North Carolina,AGE,35,132253
North Carolina,AGE,36,131811
North Carolina,AGE,37,131250
North Carolina,AGE,38,134900
North Carolina,AGE,39,128390
North Carolina,AGE,40,128583
North Carolina,AGE,41,128551
North Carolina,AGE,42,124244
North Carolina,AGE,43,129189
North Carolina,AGE,44,126734
North Carolina,AGE,45,130887
North Carolina,AGE,46,137732
North Carolina,AGE,47,146333
North Carolina,AGE,48,145577
North Carolina,AGE,49,136765
North Carolina,AGE,50,132780
North Carolina,AGE,51,132571
North Carolina,AGE,52,133165
North Carolina,AGE,53,139747
North Carolina,AGE,54,142283
North Carolina,AGE,55,140933
North Carolina,AGE,56,139444
North Carolina,AGE,57,140003
North Carolina,AGE,58,139887
North Carolina,AGE,59,135703
North Carolina,AGE,60,134740
North Carolina,AGE,61,132675
North Carolina,AGE,62,128900
North Carolina,AGE,63,127098
North Carolina,AGE,64,123600
North Carolina,AGE,65,118843
North Carolina,AGE,66,115329
North Carolina,AGE,67,111378
North Carolina,AGE,68,108478
North Carolina,AGE,69,105995
North Carolina,AGE,70,105834
North Carolina,AGE,71,110278
North Carolina,AGE,72,80531
North Carolina,AGE,73,78552
North Carolina,AGE,74,75240
North Carolina,AGE,75,75961
North Carolina,AGE,76,64686
North Carolina,AGE,77,58040
North Carolina,AGE,78,53239
North Carolina,AGE,79,48745
North Carolina,AGE,80,45731
North Carolina,AGE,81,40921
North Carolina,AGE,82,38885
North Carolina,AGE,83,36158
North Carolina,AGE,84,30692
North Carolina,AGE,85,185749
North Dakota,AGE,0,10802
North Dakota,AGE,1,11125
North Dakota,AGE,2,10999
North Dakota,AGE,3,11069
North Dakota,AGE,4,10700
North Dakota,AGE,5,10417
North Dakota,AGE,6,10188
North Dakota,AGE,7,9858
North Dakota,AGE,8,9907
North Dakota,AGE,9,9836
North Dakota,AGE,10,9823
North Dakota,AGE,11,9806
North Dakota,AGE,12,9569
North Dakota,AGE,13,9391
North Dakota,AGE,14,9059
North Dakota,AGE,15,8857
North Dakota,AGE,16,8650
North Dakota,AGE,17,8642
North Dakota,AGE,18,9349
North Dakota,AGE,19,11784
North Dakota,AGE,20,12087
North Dakota,AGE,21,12333
North Dakota,AGE,22,13270
North Dakota,AGE,23,13142
North Dakota,AGE,24,12747
North Dakota,AGE,25,12509
North Dakota,AGE,26,12291
North Dakota,AGE,27,12475
North Dakota,AGE,28,12286
North Dakota,AGE,29,11592
North Dakota,AGE,30,10891
North Dakota,AGE,31,10651
North Dakota,AGE,32,10793
North Dakota,AGE,33,10958
North Dakota,AGE,34,10354
North Dakota,AGE,35,10547
North Dakota,AGE,36,10386
North Dakota,AGE,37,10019
North Dakota,AGE,38,9863
North Dakota,AGE,39,9080
North Dakota,AGE,40,8805
North Dakota,AGE,41,8317
North Dakota,AGE,42,7781
North Dakota,AGE,43,8013
North Dakota,AGE,44,7591
North Dakota,AGE,45,7567
North Dakota,AGE,46,7662
North Dakota,AGE,47,7970
North Dakota,AGE,48,8146
North Dakota,AGE,49,7867
North Dakota,AGE,50,7680
North Dakota,AGE,51,7694
North Dakota,AGE,52,7926
North Dakota,AGE,53,8543
North Dakota,AGE,54,8950
North Dakota,AGE,55,9354
North Dakota,AGE,56,9510
North Dakota,AGE,57,9724
North Dakota,AGE,58,10107
North Dakota,AGE,59,9780
North Dakota,AGE,60,9698
North Dakota,AGE,61,9556
North Dakota,AGE,62,9334
North Dakota,AGE,63,9157
North Dakota,AGE,64,8603
North Dakota,AGE,65,8359
North Dakota,AGE,66,8000
North Dakota,AGE,67,7386
North Dakota,AGE,68,6930
North Dakota,AGE,69,6602
North Dakota,AGE,70,6314
North Dakota,AGE,71,6406
North Dakota,AGE,72,4839
North Dakota,AGE,73,4769
North Dakota,AGE,74,4617
North Dakota,AGE,75,4520
North Dakota,AGE,76,3952
North Dakota,AGE,77,3648
North Dakota,AGE,78,3449
North Dakota,AGE,79,3393
North Dakota,AGE,80,3260
North Dakota,AGE,81,3116
North Dakota,AGE,82,2954
North Dakota,AGE,83,2809
North Dakota,AGE,84,2518
North Dakota,AGE,85,18796
Ohio,AGE,0,134002
Ohio,AGE,1,136712
Ohio,AGE,2,140350
Ohio,AGE,3,141734
Ohio,AGE,4,141991
Ohio,AGE,5,142117
Ohio,AGE,6,140929
Ohio,AGE,7,140701
Ohio,AGE,8,141599
Ohio,AGE,9,142802
Ohio,AGE,10,146222
Ohio,AGE,11,147906
Ohio,AGE,12,147722
Ohio,AGE,13,147079
Ohio,AGE,14,148858
Ohio,AGE,15,148620
Ohio,AGE,16,149443
Ohio,AGE,17,154538
Ohio,AGE,18,154337
Ohio,AGE,19,154959
Ohio,AGE,20,151782
Ohio,AGE,21,149061
Ohio,AGE,22,150439
Ohio,AGE,23,152616
Ohio,AGE,24,155004
Ohio,AGE,25,158599
Ohio,AGE,26,163102
Ohio,AGE,27,163542
Ohio,AGE,28,163464
Ohio,AGE,29,158179
Ohio,AGE,30,151636
Ohio,AGE,31,147923
Ohio,AGE,32,147902
Ohio,AGE,33,148823
Ohio,AGE,34,142110
Ohio,AGE,35,144516
Ohio,AGE,36,145452
Ohio,AGE,37,145702
Ohio,AGE,38,148464
Ohio,AGE,39,140071
Ohio,AGE,40,136305
Ohio,AGE,41,134260
Ohio,AGE,42,130132
Ohio,AGE,43,135225
Ohio,AGE,44,131065
Ohio,AGE,45,134179
Ohio,AGE,46,143514
Ohio,AGE,47,154218
Ohio,AGE,48,154232
Ohio,AGE,49,146383
Ohio,AGE,50,142977
Ohio,AGE,51,145006
Ohio,AGE,52,147414
Ohio,AGE,53,156471
Ohio,AGE,54,160483
Ohio,AGE,55,160464
Ohio,AGE,56,162139
Ohio,AGE,57,166385
Ohio,AGE,58,167073
Ohio,AGE,59,165341
Ohio,AGE,60,167112
Ohio,AGE,61,164497
Ohio,AGE,62,156574
Ohio,AGE,63,154975
Ohio,AGE,64,146988
Ohio,AGE,65,140691
Ohio,AGE,66,135963
Ohio,AGE,67,130458
Ohio,AGE,68,125744
Ohio,AGE,69,122151
Ohio,AGE,70,119567
Ohio,AGE,71,125303
Ohio,AGE,72,86545
Ohio,AGE,73,82924
Ohio,AGE,74,81029
Ohio,AGE,75,85664
Ohio,AGE,76,75224
Ohio,AGE,77,67614
Ohio,AGE,78,62606
Ohio,AGE,79,58711
Ohio,AGE,80,56362
Ohio,AGE,81,51077
Ohio,AGE,82,47420
Ohio,AGE,83,44972
Ohio,AGE,84,38660
Ohio,AGE,85,256337
Oklahoma,AGE,0,50353
Oklahoma,AGE,1,51369
Oklahoma,AGE,2,52629
Oklahoma,AGE,3,52814
Oklahoma,AGE,4,53264
Oklahoma,AGE,5,53672
Oklahoma,AGE,6,53247
Oklahoma,AGE,7,53640
Oklahoma,AGE,8,53527
Oklahoma,AGE,9,53711
Oklahoma,AGE,10,54684
Oklahoma,AGE,11,54878
Oklahoma,AGE,12,53712
Oklahoma,AGE,13,53448
Oklahoma,AGE,14,53388
Oklahoma,AGE,15,52685
Oklahoma,AGE,16,52571
Oklahoma,AGE,17,52894
Oklahoma,AGE,18,52451
Oklahoma,AGE,19,53539
Oklahoma,AGE,20,54698
Oklahoma,AGE,21,54024
Oklahoma,AGE,22,54246
Oklahoma,AGE,23,55272
Oklahoma,AGE,24,55450
Oklahoma,AGE,25,55092
Oklahoma,AGE,26,57196
Oklahoma,AGE,27,57952
Oklahoma,AGE,28,56677
Oklahoma,AGE,29,53932
Oklahoma,AGE,30,52322
Oklahoma,AGE,31,51425
Oklahoma,AGE,32,52456
Oklahoma,AGE,33,53550
Oklahoma,AGE,34,52616
Oklahoma,AGE,35,53816
Oklahoma,AGE,36,53515
Oklahoma,AGE,37,52108
Oklahoma,AGE,38,53152
Oklahoma,AGE,39,48819
Oklahoma,AGE,40,47045
Oklahoma,AGE,41,46590
Oklahoma,AGE,42,44976
Oklahoma,AGE,43,46341
Oklahoma,AGE,44,44026
Oklahoma,AGE,45,44497
Oklahoma,AGE,46,46311
Oklahoma,AGE,47,48050
Oklahoma,AGE,48,48339
Oklahoma,AGE,49,45121
Oklahoma,AGE,50,43566
Oklahoma,AGE,51,43161
Oklahoma,AGE,52,44173
Oklahoma,AGE,53,47716
Oklahoma,AGE,54,49376
Oklahoma,AGE,55,50554
Oklahoma,AGE,56,50774
Oklahoma,AGE,57,51586
Oklahoma,AGE,58,52227
Oklahoma,AGE,59,49885
Oklahoma,AGE,60,49529
Oklahoma,AGE,61,49091
Oklahoma,AGE,62,47431
Oklahoma,AGE,63,47102
Oklahoma,AGE,64,45265
Oklahoma,AGE,65,43088
Oklahoma,AGE,66,40962
Oklahoma,AGE,67,39703
Oklahoma,AGE,68,38613
Oklahoma,AGE,69,37061
Oklahoma,AGE,70,36514
Oklahoma,AGE,71,38349
Oklahoma,AGE,72,28184
Oklahoma,AGE,73,28397
Oklahoma,AGE,74,27775
Oklahoma,AGE,75,27232
Oklahoma,AGE,76,23864
Oklahoma,AGE,77,21861
Oklahoma,AGE,78,20742
Oklahoma,AGE,79,19236
Oklahoma,AGE,80,17885
Oklahoma,AGE,81,15819
Oklahoma,AGE,82,14764
Oklahoma,AGE,83,14047
Oklahoma,AGE,84,12261
Oklahoma,AGE,85,73196
Oregon,AGE,0,45259
Oregon,AGE,1,45898
Oregon,AGE,2,47148
Oregon,AGE,3,47737
Oregon,AGE,4,48172
Oregon,AGE,5,47787
Oregon,AGE,6,47965
Oregon,AGE,7,48768
Oregon,AGE,8,49212
Oregon,AGE,9,48843
Oregon,AGE,10,50710
Oregon,AGE,11,50366
Oregon,AGE,12,49649
Oregon,AGE,13,48999
Oregon,AGE,14,49490
Oregon,AGE,15,49061
Oregon,AGE,16,48561
Oregon,AGE,17,49942
Oregon,AGE,18,50416
Oregon,AGE,19,48855
Oregon,AGE,20,49963
Oregon,AGE,21,51595
Oregon,AGE,22,53361
Oregon,AGE,23,54903
Oregon,AGE,24,55951
Oregon,AGE,25,57210
Oregon,AGE,26,59787
Oregon,AGE,27,62956
Oregon,AGE,28,62757
Oregon,AGE,29,60034
Oregon,AGE,30,58601
Oregon,AGE,31,58208
Oregon,AGE,32,58934
Oregon,AGE,33,59764
Oregon,AGE,34,58234
Oregon,AGE,35,59546
Oregon,AGE,36,59771
Oregon,AGE,37,58809
Oregon,AGE,38,60130
Oregon,AGE,39,56092
Oregon,AGE,40,55295
Oregon,AGE,41,54134
Oregon,AGE,42,52404
Oregon,AGE,43,52990
Oregon,AGE,44,50596
Oregon,AGE,45,50121
Oregon,AGE,46,51606
Oregon,AGE,47,55046
Oregon,AGE,48,55385
Oregon,AGE,49,52150
Oregon,AGE,50,48994
Oregon,AGE,51,48534
Oregon,AGE,52,48609
Oregon,AGE,53,50696
Oregon,AGE,54,51533
Oregon,AGE,55,52605
Oregon,AGE,56,53485
Oregon,AGE,57,54542
Oregon,AGE,58,55484
Oregon,AGE,59,53913
Oregon,AGE,60,54673
Oregon,AGE,61,55426
Oregon,AGE,62,54371
Oregon,AGE,63,55027
Oregon,AGE,64,54959
Oregon,AGE,65,54174
Oregon,AGE,66,52226
Oregon,AGE,67,50472
Oregon,AGE,68,49144
Oregon,AGE,69,47252
Oregon,AGE,70,46117
Oregon,AGE,71,48236
Oregon,AGE,72,34279
Oregon,AGE,73,33782
Oregon,AGE,74,32510
Oregon,AGE,75,32447
Oregon,AGE,76,27368
