"","state_name","total_test","total_case","total_death","total_hosp","category","count","strata_type","data_type"
"1661","Massachusetts",435679,83421,5592,8261,"80+",2595,"hosp","age"
"1662","Massachusetts",435679,83421,5592,8261,"UNKNOWN",1,"hosp","age"
"1663","Michigan",411506,50504,4880,NA,NA,NA,"hosp","age"
"1664","Minnesota",NA,14969,700,1339,NA,NA,"hosp","age"
"1665","Mississippi",NA,11123,510,NA,"0-17",17,"hosp","age"
"1666","Mississippi",NA,11123,510,NA,"18-29",62,"hosp","age"
"1667","Mississippi",NA,11123,510,NA,"30-39",105,"hosp","age"
"1668","Mississippi",NA,11123,510,NA,"40-49",198,"hosp","age"
"1669","Mississippi",NA,11123,510,NA,"50-59",273,"hosp","age"
"1670","Mississippi",NA,11123,510,NA,"60-69",419,"hosp","age"
"1671","Mississippi",NA,11123,510,NA,"70-79",358,"hosp","age"
"1672","Mississippi",NA,11123,510,NA,"80-89",216,"hosp","age"
"1673","Mississippi",NA,11123,510,NA,"90+",100,"hosp","age"
"1674","Mississippi",NA,11123,510,NA,"UNKNOWN",NA,"hosp","age"
"1675","Missouri",139340,10675,589,NA,NA,NA,"hosp","age"
"1676","Montana",NA,468,16,63,NA,NA,"hosp","age"
"1677","Nebraska",65774,10220,122,581,NA,NA,"hosp","age"
"1678","Nevada",73664,6662,349,NA,NA,NA,"hosp","age"
"1679","New Hampshire",NA,3160,1231,318,"0-9",2,"hosp","age"
"1680","New Hampshire",NA,3160,1231,318,"10-19",4,"hosp","age"
"1681","New Hampshire",NA,3160,1231,318,"20-29",10,"hosp","age"
"1682","New Hampshire",NA,3160,1231,318,"30-39",11,"hosp","age"
"1683","New Hampshire",NA,3160,1231,318,"40-49",28,"hosp","age"
"1684","New Hampshire",NA,3160,1231,318,"50-59",50,"hosp","age"
"1685","New Hampshire",NA,3160,1231,318,"60-69",92,"hosp","age"
"1686","New Hampshire",NA,3160,1231,318,"70-79",74,"hosp","age"
"1687","New Hampshire",NA,3160,1231,318,"80+",47,"hosp","age"
"1688","New Hampshire",NA,3160,1231,318,"UNKNOWN",NA,"hosp","age"
"1689","New Jersey",NA,143905,10138,14807,NA,NA,"hosp","age"
"1690","New Mexico",128574,5847,259,886,NA,NA,"hosp","age"
"1691","New York",1378717,348232,22478,NA,NA,NA,"hosp","age"
"1692","North Carolina",238586,17982,652,481,NA,NA,"hosp","age"
"1693","North Dakota",53487,1848,42,130,"0-9",1,"hosp","age"
"1694","North Dakota",53487,1848,42,130,"10-19",1,"hosp","age"
"1695","North Dakota",53487,1848,42,130,"20-29",4,"hosp","age"
"1696","North Dakota",53487,1848,42,130,"30-39",19,"hosp","age"
"1697","North Dakota",53487,1848,42,130,"40-49",15,"hosp","age"
"1698","North Dakota",53487,1848,42,130,"50-59",27,"hosp","age"
"1699","North Dakota",53487,1848,42,130,"60-69",26,"hosp","age"
"1700","North Dakota",53487,1848,42,130,"70-79",19,"hosp","age"
"1701","North Dakota",53487,1848,42,130,"80+",18,"hosp","age"
"1702","Ohio",NA,27474,1610,4870,"0-19",46,"hosp","age"
"1703","Ohio",NA,27474,1610,4870,"20-29",161,"hosp","age"
"1704","Ohio",NA,27474,1610,4870,"30-39",283,"hosp","age"
"1705","Ohio",NA,27474,1610,4870,"40-49",471,"hosp","age"
"1706","Ohio",NA,27474,1610,4870,"50-59",898,"hosp","age"
"1707","Ohio",NA,27474,1610,4870,"60-69",1130,"hosp","age"
"1708","Ohio",NA,27474,1610,4870,"70-79",961,"hosp","age"
"1709","Ohio",NA,27474,1610,4870,"80+",919,"hosp","age"
"1710","Ohio",NA,27474,1610,4870,"UNKNOWN",1,"hosp","age"
"1711","Oklahoma",NA,5237,288,NA,NA,NA,"hosp","age"
"1712","Oregon",92121,3612,137,699,"0-9",5,"hosp","age"
"1713","Oregon",92121,3612,137,699,"10-19",2,"hosp","age"
"1714","Oregon",92121,3612,137,699,"20-29",26,"hosp","age"
"1715","Oregon",92121,3612,137,699,"30-39",45,"hosp","age"
"1716","Oregon",92121,3612,137,699,"40-49",84,"hosp","age"
"1717","Oregon",92121,3612,137,699,"50-59",118,"hosp","age"
"1718","Oregon",92121,3612,137,699,"60-69",166,"hosp","age"
"1719","Oregon",92121,3612,137,699,"70-79",143,"hosp","age"
"1720","Oregon",92121,3612,137,699,"80+",106,"hosp","age"
"1721","Oregon",92121,3612,137,699,"UNKNOWN",4,"hosp","age"
"1722","Pennsylvania",327836,61611,4403,1867,"50-64",0.1,"hosp","age"
"1723","Pennsylvania",327836,61611,4403,1867,"0-29",0.02,"hosp","age"
"1724","Pennsylvania",327836,61611,4403,1867,"30-49",0.05,"hosp","age"
"1725","Pennsylvania",327836,61611,4403,1867,"65-79",0.2,"hosp","age"
"1726","Pennsylvania",327836,61611,4403,1867,"80+",0.19,"hosp","age"
"1727","Rhode Island",108480,12434,489,1403,"0-9",NA,"hosp","age"
"1728","Rhode Island",108480,12434,489,1403,"10-19",NA,"hosp","age"
"1729","Rhode Island",108480,12434,489,1403,"20-29",33,"hosp","age"
"1730","Rhode Island",108480,12434,489,1403,"30-39",80,"hosp","age"
"1731","Rhode Island",108480,12434,489,1403,"40-49",128,"hosp","age"
"1732","Rhode Island",108480,12434,489,1403,"50-59",206,"hosp","age"
"1733","Rhode Island",108480,12434,489,1403,"60-69",242,"hosp","age"
"1734","Rhode Island",108480,12434,489,1403,"70-79",198,"hosp","age"
"1735","Rhode Island",108480,12434,489,1403,"80-89",138,"hosp","age"
"1736","Rhode Island",108480,12434,489,1403,"90-99",57,"hosp","age"
"1737","Rhode Island",108480,12434,489,1403,"100+",0,"hosp","age"
"1738","Rhode Island",108480,12434,489,1403,"PENDING",0,"hosp","age"
"1739","South Carolina",NA,8661,NA,NA,"0-19",6,"hosp","age"
"1740","South Carolina",NA,8661,NA,NA,"20-29",18,"hosp","age"
"1741","South Carolina",NA,8661,NA,NA,"30-39",36,"hosp","age"
"1742","South Carolina",NA,8661,NA,NA,"40-49",37,"hosp","age"
"1743","South Carolina",NA,8661,NA,NA,"50-59",72,"hosp","age"
"1744","South Carolina",NA,8661,NA,NA,"60-69",73,"hosp","age"
"1745","South Carolina",NA,8661,NA,NA,"70-79",32,"hosp","age"
"1746","South Carolina",NA,8661,NA,NA,"80+",30,"hosp","age"
"1747","South Carolina",NA,8661,NA,NA,"UNKNOWN",NA,"hosp","age"
"1748","South Dakota",28176,3959,44,304,"0-19",6,"hosp","age"
"1749","South Dakota",28176,3959,44,304,"20-29",18,"hosp","age"
"1750","South Dakota",28176,3959,44,304,"30-39",36,"hosp","age"
"1751","South Dakota",28176,3959,44,304,"40-49",37,"hosp","age"
"1752","South Dakota",28176,3959,44,304,"50-59",72,"hosp","age"
"1753","South Dakota",28176,3959,44,304,"60-69",73,"hosp","age"
"1754","South Dakota",28176,3959,44,304,"70-79",32,"hosp","age"
"1755","South Dakota",28176,3959,44,304,"80+",30,"hosp","age"
"1756","South Dakota",28176,3959,44,304,"UNKNOWN",NA,"hosp","age"
"1757","Tennessee",320201,17288,295,NA,NA,NA,"hosp","age"
"1758","Texas",678471,46999,1305,NA,NA,NA,"hosp","age"
"1759","Utah",166774,7068,78,578,"0-1",0,"hosp","age"
"1760","Utah",166774,7068,78,578,"1-14",2,"hosp","age"
"1761","Utah",166774,7068,78,578,"15-24",25,"hosp","age"
"1762","Utah",166774,7068,78,578,"25-44",147,"hosp","age"
"1763","Utah",166774,7068,78,578,"45-64",235,"hosp","age"
"1764","Utah",166774,7068,78,578,"65-84",149,"hosp","age"
"1765","Utah",166774,7068,78,578,"85+",20,"hosp","age"
"1766","Utah",166774,7068,78,578,"UNKNOWN",0,"hosp","age"
"1767","Vermont",22276,934,53,NA,NA,NA,"hosp","age"
"1768","Virginia",NA,29683,1002,3724,"0-9",23,"hosp","age"
"1769","Virginia",NA,29683,1002,3724,"10-19",27,"hosp","age"
"1770","Virginia",NA,29683,1002,3724,"20-29",152,"hosp","age"
"1771","Virginia",NA,29683,1002,3724,"30-39",310,"hosp","age"
"1772","Virginia",NA,29683,1002,3724,"40-49",485,"hosp","age"
"1773","Virginia",NA,29683,1002,3724,"50-59",677,"hosp","age"
"1774","Virginia",NA,29683,1002,3724,"60-69",740,"hosp","age"
"1775","Virginia",NA,29683,1002,3724,"70-79",658,"hosp","age"
"1776","Virginia",NA,29683,1002,3724,"80+",650,"hosp","age"
"1777","Virginia",NA,29683,1002,3724,"UNKNOWN",2,"hosp","age"
"1778","Washington",280993,18288,NA,NA,NA,NA,"hosp","age"
"1779","West Virginia",73617,1470,64,48,NA,NA,"hosp","age"
"1780","Wisconsin",146393,12187,453,2018,"0-10",9,"hosp","age"
"1781","Wisconsin",146393,12187,453,2018,"10-19",18,"hosp","age"
"1782","Wisconsin",146393,12187,453,2018,"20-29",89,"hosp","age"
"1783","Wisconsin",146393,12187,453,2018,"30-39",134,"hosp","age"
"1784","Wisconsin",146393,12187,453,2018,"40-49",233,"hosp","age"
"1785","Wisconsin",146393,12187,453,2018,"50-59",348,"hosp","age"
"1786","Wisconsin",146393,12187,453,2018,"60-69",450,"hosp","age"
"1787","Wisconsin",146393,12187,453,2018,"70-79",391,"hosp","age"
"1788","Wisconsin",146393,12187,453,2018,"80-89",259,"hosp","age"
"1789","Wisconsin",146393,12187,453,2018,"90+",87,"hosp","age"
"1790","Wyoming",16219,559,7,NA,NA,NA,"hosp","age"
"1791","Alabama",NA,11505,485,1390,NA,NA,"hosp","race"
"1792","Alaska",33281,392,10,43,"AI/AN",6,"hosp","race"
"1793","Alaska",33281,392,10,43,"ASIAN",7,"hosp","race"
"1794","Alaska",33281,392,10,43,"BLACK",0,"hosp","race"
"1795","Alaska",33281,392,10,43,"MULTI",0,"hosp","race"
"1796","Alaska",33281,392,10,43,"WHITE",23,"hosp","race"
"1797","Alaska",33281,392,10,43,"NA",7,"hosp","race"
"1798","Arizona",194504,13631,679,1683,"AI/AN",172,"hosp","race"
"1799","Arizona",194504,13631,679,1683,"ASIAN",34,"hosp","race"
"1800","Arizona",194504,13631,679,1683,"BLACK",87,"hosp","race"
"1801","Arizona",194504,13631,679,1683,"MULTI",0,"hosp","race"
"1802","Arizona",194504,13631,679,1683,"WHITE",673,"hosp","race"
"1803","Arizona",194504,13631,679,1683,"NA",267,"hosp","race"
"1804","Arkansas",93623,4578,98,520,NA,NA,"hosp","race"
"1805","California",NA,76793,3119,NA,NA,NA,"hosp","race"
"1806","Colorado",NA,19507,963,3251,NA,NA,"hosp","race"
"1807","Connecticut",164755,36703,3339,NA,NA,NA,"hosp","race"
"1808","Delaware",39758,7547,286,NA,NA,NA,"hosp","race"
"1809","District of Columbia",35532,7042,375,NA,NA,NA,"hosp","race"
"1810","Florida",630795,43607,1964,NA,"AI/AN",0,"hosp","race"
"1811","Florida",630795,43607,1964,NA,"ASIAN",0,"hosp","race"
"1812","Florida",630795,43607,1964,NA,"BLACK",2151,"hosp","race"
"1813","Florida",630795,43607,1964,NA,"MULTI",0,"hosp","race"
"1814","Florida",630795,43607,1964,NA,"WHITE",4937,"hosp","race"
"1815","Florida",630795,43607,1964,NA,"NA",1058,"hosp","race"
"1816","Georgia",NA,37212,1598,6767,NA,NA,"hosp","race"
"1817","Hawaii",41788,639,17,82,NA,NA,"hosp","race"
"1818","Idaho",36456,2419,73,213,NA,NA,"hosp","race"
"1819","Illinois",561649,92457,4129,NA,NA,NA,"hosp","race"
"1820","Indiana",171358,27280,1596,NA,NA,NA,"hosp","race"
"1821","Iowa",96300,14328,346,NA,NA,NA,"hosp","race"
"1822","Kansas",61488,7886,172,724,"AI/AN",5,"hosp","race"
"1823","Kansas",61488,7886,172,724,"ASIAN",23,"hosp","race"
"1824","Kansas",61488,7886,172,724,"BLACK",157,"hosp","race"
"1825","Kansas",61488,7886,172,724,"MULTI",0,"hosp","race"
"1826","Kansas",61488,7886,172,724,"WHITE",464,"hosp","race"
"1827","Kansas",61488,7886,172,724,"NA",75,"hosp","race"
"1828","Kentucky",129405,7688,334,1504,NA,NA,"hosp","race"
"1829","Louisiana",259742,34117,2413,NA,NA,NA,"hosp","race"
"1830","Maine",NA,1648,70,214,NA,NA,"hosp","race"
"1831","Maryland",190175,37968,1842,6755,NA,NA,"hosp","race"
"1832","Massachusetts",435679,83421,5592,8261,"NH ASIAN",222,"hosp","race"
"1833","Massachusetts",435679,83421,5592,8261,"NH BLACK",799,"hosp","race"
"1834","Massachusetts",435679,83421,5592,8261,"NH WHITE",3072,"hosp","race"
"1835","Massachusetts",435679,83421,5592,8261,"NA",4221,"hosp","race"
"1836","Michigan",411506,50504,4880,NA,NA,NA,"hosp","race"
"1837","Minnesota",NA,14969,700,1339,NA,NA,"hosp","race"
"1838","Mississippi",NA,11123,510,NA,NA,NA,"hosp","race"
"1839","Missouri",139340,10675,589,NA,NA,NA,"hosp","race"
"1840","Montana",NA,468,16,63,NA,NA,"hosp","race"
"1841","Nebraska",65774,10220,122,581,NA,NA,"hosp","race"
"1842","Nevada",73664,6662,349,NA,NA,NA,"hosp","race"
"1843","New Hampshire",NA,3160,1231,318,"AI/AN",0,"hosp","race"
"1844","New Hampshire",NA,3160,1231,318,"ASIAN",10,"hosp","race"
"1845","New Hampshire",NA,3160,1231,318,"BLACK",13,"hosp","race"
"1846","New Hampshire",NA,3160,1231,318,"MULTI",0,"hosp","race"
"1847","New Hampshire",NA,3160,1231,318,"WHITE",220,"hosp","race"
"1848","New Hampshire",NA,3160,1231,318,"NA",8,"hosp","race"
"1849","New Jersey",NA,143905,10138,14807,NA,NA,"hosp","race"
"1850","New Mexico",128574,5847,259,886,NA,NA,"hosp","race"
"1851","New York",1378717,348232,22478,NA,NA,NA,"hosp","race"
"1852","North Carolina",238586,17982,652,481,NA,NA,"hosp","race"
"1853","North Dakota",53487,1848,42,130,NA,NA,"hosp","race"
"1854","Ohio",NA,27474,1610,4870,NA,NA,"hosp","race"
"1855","Oklahoma",NA,5237,288,NA,NA,NA,"hosp","race"
"1856","Oregon",92121,3612,137,699,NA,NA,"hosp","race"
"1857","Pennsylvania",327836,61611,4403,1867,NA,NA,"hosp","race"
"1858","Rhode Island",108480,12434,489,1403,"NH BLACK",92,"hosp","race"
"1859","Rhode Island",108480,12434,489,1403,"NH MULTI",0,"hosp","race"
"1860","Rhode Island",108480,12434,489,1403,"NH WHITE",330,"hosp","race"
"1861","Rhode Island",108480,12434,489,1403,"NA",666,"hosp","race"
"1862","South Carolina",NA,8661,NA,NA,NA,NA,"hosp","race"
"1863","South Dakota",28176,3959,44,304,NA,NA,"hosp","race"
"1864","Tennessee",320201,17288,295,NA,NA,NA,"hosp","race"
"1865","Texas",678471,46999,1305,NA,NA,NA,"hosp","race"
"1866","Utah",166774,7068,78,578,"AI/AN",28,"hosp","race"
"1867","Utah",166774,7068,78,578,"ASIAN",12,"hosp","race"
"1868","Utah",166774,7068,78,578,"BLACK",19,"hosp","race"
"1869","Utah",166774,7068,78,578,"NH WHITE",265,"hosp","race"
"1870","Utah",166774,7068,78,578,"NA",303,"hosp","race"
"1871","Vermont",22276,934,53,NA,NA,NA,"hosp","race"
"1872","Virginia",NA,29683,1002,3724,"BLACK",908,"hosp","race"
"1873","Virginia",NA,29683,1002,3724,"WHITE",1477,"hosp","race"
"1874","Virginia",NA,29683,1002,3724,"NA",1339,"hosp","race"
"1875","Washington",280993,18288,NA,NA,NA,NA,"hosp","race"
"1876","West Virginia",73617,1470,64,48,NA,NA,"hosp","race"
"1877","Wisconsin",146393,12187,453,2018,NA,NA,"hosp","race"
"1878","Wyoming",16219,559,7,NA,NA,NA,"hosp","race"
"1879","Alabama",NA,11505,485,1390,NA,NA,"hosp","sex"
"1880","Alaska",33281,392,10,43,"FEMALE",17,"hosp","sex"
"1881","Alaska",33281,392,10,43,"MALE",26,"hosp","sex"
"1882","Alaska",33281,392,10,43,"UNKNOWN/OTHER",0,"hosp","sex"
"1883","Arizona",194504,13631,679,1683,"FEMALE",793,"hosp","sex"
"1884","Arizona",194504,13631,679,1683,"MALE",890,"hosp","sex"
"1885","Arizona",194504,13631,679,1683,"UNKNOWN/OTHER",0,"hosp","sex"
"1886","Arkansas",93623,4578,98,520,NA,NA,"hosp","sex"
"1887","California",NA,76793,3119,NA,NA,NA,"hosp","sex"
"1888","Colorado",NA,19507,963,3251,NA,NA,"hosp","sex"
"1889","Connecticut",164755,36703,3339,NA,NA,NA,"hosp","sex"
"1890","Delaware",39758,7547,286,NA,NA,NA,"hosp","sex"
"1891","District of Columbia",35532,7042,375,NA,NA,NA,"hosp","sex"
"1892","Florida",630795,43607,1964,NA,NA,NA,"hosp","sex"
"1893","Georgia",NA,37212,1598,6767,NA,NA,"hosp","sex"
"1894","Hawaii",41788,639,17,82,NA,NA,"hosp","sex"
"1895","Idaho",36456,2419,73,213,NA,NA,"hosp","sex"
"1896","Illinois",561649,92457,4129,NA,NA,NA,"hosp","sex"
"1897","Indiana",171358,27280,1596,NA,NA,NA,"hosp","sex"
"1898","Iowa",96300,14328,346,NA,NA,NA,"hosp","sex"
"1899","Kansas",61488,7886,172,724,NA,NA,"hosp","sex"
"1900","Kentucky",129405,7688,334,1504,"FEMALE",860,"hosp","sex"
"1901","Kentucky",129405,7688,334,1504,"MALE",641,"hosp","sex"
"1902","Kentucky",129405,7688,334,1504,"UNKNOWN/OTHER",3,"hosp","sex"
"1903","Louisiana",259742,34117,2413,NA,NA,NA,"hosp","sex"
"1904","Maine",NA,1648,70,214,NA,NA,"hosp","sex"
"1905","Maryland",190175,37968,1842,6755,NA,NA,"hosp","sex"
"1906","Massachusetts",435679,83421,5592,8261,NA,NA,"hosp","sex"
"1907","Michigan",411506,50504,4880,NA,NA,NA,"hosp","sex"
"1908","Minnesota",NA,14969,700,1339,NA,NA,"hosp","sex"
"1909","Mississippi",NA,11123,510,NA,NA,NA,"hosp","sex"
"1910","Missouri",139340,10675,589,NA,NA,NA,"hosp","sex"
"1911","Montana",NA,468,16,63,NA,NA,"hosp","sex"
"1912","Nebraska",65774,10220,122,581,NA,NA,"hosp","sex"
"1913","Nevada",73664,6662,349,NA,NA,NA,"hosp","sex"
"1914","New Hampshire",NA,3160,1231,318,"FEMALE",127,"hosp","sex"
"1915","New Hampshire",NA,3160,1231,318,"MALE",191,"hosp","sex"
"1916","New Hampshire",NA,3160,1231,318,"UNKNOWN/OTHER",0,"hosp","sex"
"1917","New Jersey",NA,143905,10138,14807,NA,NA,"hosp","sex"
"1918","New Mexico",128574,5847,259,886,NA,NA,"hosp","sex"
"1919","New York",1378717,348232,22478,NA,NA,NA,"hosp","sex"
"1920","North Carolina",238586,17982,652,481,NA,NA,"hosp","sex"
"1921","North Dakota",53487,1848,42,130,NA,NA,"hosp","sex"
"1922","Ohio",NA,27474,1610,4870,"FEMALE",2265,"hosp","sex"
"1923","Ohio",NA,27474,1610,4870,"MALE",2594,"hosp","sex"
"1924","Ohio",NA,27474,1610,4870,"UNKNOWN/OTHER",11,"hosp","sex"
"1925","Oklahoma",NA,5237,288,NA,NA,NA,"hosp","sex"
"1926","Oregon",92121,3612,137,699,NA,NA,"hosp","sex"
"1927","Pennsylvania",327836,61611,4403,1867,NA,NA,"hosp","sex"
"1928","Rhode Island",108480,12434,489,1403,"FEMALE",475,"hosp","sex"
"1929","Rhode Island",108480,12434,489,1403,"MALE",607,"hosp","sex"
"1930","Rhode Island",108480,12434,489,1403,"PENDING",7,"hosp","sex"
"1931","South Carolina",NA,8661,NA,NA,NA,NA,"hosp","sex"
"1932","South Dakota",28176,3959,44,304,NA,NA,"hosp","sex"
"1933","Tennessee",320201,17288,295,NA,NA,NA,"hosp","sex"
"1934","Texas",678471,46999,1305,NA,NA,NA,"hosp","sex"
"1935","Utah",166774,7068,78,578,NA,NA,"hosp","sex"
"1936","Vermont",22276,934,53,NA,NA,NA,"hosp","sex"
"1937","Virginia",NA,29683,1002,3724,"FEMALE",1687,"hosp","sex"
"1938","Virginia",NA,29683,1002,3724,"MALE",2030,"hosp","sex"
"1939","Virginia",NA,29683,1002,3724,"UNKNOWN/OTHER",7,"hosp","sex"
"1940","Washington",280993,18288,NA,NA,NA,NA,"hosp","sex"
"1941","West Virginia",73617,1470,64,48,NA,NA,"hosp","sex"
"1942","Wisconsin",146393,12187,453,2018,NA,NA,"hosp","sex"
"1943","Wyoming",16219,559,7,NA,NA,NA,"hosp","sex"
