"state_name","category","count","last_update","strata_type","data_type","metric","pop_est","count2","normalized"
"Alabama","ASIAN",660,"11/09/20","race","case","Count",73167,660,902.046004346222
"Alabama","BLACK",39489,"11/09/20","race","case","Count",1310802,39489,3012.58313612582
"Alabama","OTHER",19034,"11/09/20","race","case","Count",NA,19034,NA
"Alabama","UNKNOWN",52444,"11/09/20","race","case","Count",NA,52444,NA
"Alabama","WHITE",62227,"11/09/20","race","case","Count",3379955,62227,1841.06001411261
"Alabama","65+",29174,"11/09/20","age","case","Count",826894,29174,3528.14266399321
"Alabama","0-4",3397,"11/09/20","age","case","Count",293203,3397,1158.58296129303
"Alabama","18-24",24681,"11/09/20","age","case","Count",452658,24681,5452.46079821852
"Alabama","25-49",66000,"11/09/20","age","case","Count",1548808,66000,4261.34162530152
"Alabama","5-17",14653,"11/09/20","age","case","Count",796637,14653,1839.35719782034
"Alabama","50-64",35949,"11/09/20","age","case","Count",969671,35949,3707.33991219702
"Alabama","FEMALE",95360,"11/09/20","gender","case","Count",2523756,95360,3778.49522695538
"Alabama","MALE",76294,"11/09/20","gender","case","Count",2364115,76294,3227.16957508412
"Alabama","UNKNOWN",2200,"11/09/20","gender","case","Count",NA,2200,NA
"Alabama","ASIAN",10,"11/09/20","race","death","Count",73167,10,13.6673637022155
"Alabama","BLACK",1058,"11/09/20","race","death","Count",1310802,1058,80.7139445926997
"Alabama","OTHER",83,"11/09/20","race","death","Count",NA,83,NA
"Alabama","UNKNOWN",96,"11/09/20","race","death","Count",NA,96,NA
"Alabama","WHITE",1618,"11/09/20","race","death","Count",3379955,1618,47.8704598138141
"Alabama","65+",2208,"11/09/20","age","death","Count",826894,2208,267.023342774285
"Alabama","0-4",4,"11/09/20","age","death","Count",293203,4,1.36424252139303
"Alabama","18-24",5,"11/09/20","age","death","Count",452658,5,1.10458668575392
"Alabama","25-49",135,"11/09/20","age","death","Count",1548808,135,8.71638059720766
"Alabama","50-64",513,"11/09/20","age","death","Count",969671,513,52.9045418497614
"Alabama","FEMALE",1362,"11/09/20","gender","death","Count",2523756,1362,53.9671822474122
"Alabama","MALE",1496,"11/09/20","gender","death","Count",2364115,1496,63.2794935948547
"Alabama","UNKNOWN",1,"11/09/20","gender","death","Count",NA,1,NA
"Alabama","",1406829,"11/09/20","total","test","Count",4887871,1406829,28782.0402788862
"Alabama","",204857,"11/09/20","total","case","Count",4887871,204857,4191.12943037981
"Alabama","HISPANIC",8558,"11/09/20","eth","case","Count",217181,8558,3940.49203199175
"Alabama","NON HISPANIC",82128,"11/09/20","eth","case","Count",4670690,82128,1758.36974836694
"Alabama","UNKNOWN",83168,"11/09/20","eth","case","Count",NA,83168,NA
"Alabama","",3084,"11/09/20","total","death","Count",4887871,3084,63.0949548382107
"Alabama","HISPANIC",79,"11/09/20","eth","death","Count",217181,79,36.3751893581851
"Alabama","NON HISPANIC",2418,"11/09/20","eth","death","Count",4670690,2418,51.7696528778403
"Alabama","UNKNOWN",368,"11/09/20","eth","death","Count",NA,368,NA
"Alabama","",21294,"11/09/20","total","hosp","Count",4887871,21294,435.649795176673
"Alaska","AI/AN",4385,"11/08/20","race","case","Count",113516,4385,3862.89157475598
"Alaska","ASIAN",712,"11/08/20","race","case","Count",49025,712,1452.32024477307
"Alaska","BLACK",572,"11/08/20","race","case","Count",27942,572,2047.09755922983
"Alaska","HN/PI",663,"11/08/20","race","case","Count",10221,663,6486.64514235398
"Alaska","MULTI",1063,"11/08/20","race","case","Count",54855,1063,1937.83611338985
"Alaska","OTHER",1055,"11/08/20","race","case","Count",NA,1055,NA
"Alaska","UNKNOWN",619,"11/08/20","race","case","Count",NA,619,NA
"Alaska","WHITE",5263,"11/08/20","race","case","Count",481879,5263,1092.18289238585
"Alaska","0-9",1055,"11/08/20","age","case","Count",105171,1055,1003.12823877305
"Alaska","10-19",2279,"11/08/20","age","case","Count",96022,2279,2373.41442586074
"Alaska","20-29",4139,"11/08/20","age","case","Count",114672,4139,3609.4251430166
"Alaska","30-39",3612,"11/08/20","age","case","Count",108865,3612,3317.87075736003
"Alaska","40-49",2733,"11/08/20","age","case","Count",86536,2733,3158.22316723676
"Alaska","50-59",2461,"11/08/20","age","case","Count",93805,2461,2623.52753051543
"Alaska","60-69",1792,"11/08/20","age","case","Count",80434,1792,2227.91356888878
"Alaska","70-79",785,"11/08/20","age","case","Count",37370,785,2100.6154669521
"Alaska","80+",331,"11/08/20","age","case","Count",14563,331,2272.88333447779
"Alaska","UNKNOWN",0,"11/08/20","age","case",NA,NA,0,NA
"Alaska","FEMALE",9561,"11/08/20","gender","case","Count",352865,9561,2709.53480792938
"Alaska","MALE",9603,"11/08/20","gender","case","Count",384573,9603,2497.05517548034
"Alaska","UNKNOWN",23,"11/08/20","gender","case","Count",NA,23,NA
"Alaska","AI/AN",27,"11/08/20","race","death","Count",113516,27,23.7851932767187
"Alaska","ASIAN",8,"11/08/20","race","death","Count",49025,8,16.3182049974503
"Alaska","BLACK",3,"11/08/20","race","death","Count",27942,3,10.7365256602963
"Alaska","HN/PI",7,"11/08/20","race","death","Count",10221,7,68.4864494667841
"Alaska","MULTI",3,"11/08/20","race","death","Count",54855,3,5.46896363139185
"Alaska","OTHER",1,"11/08/20","race","death","Count",NA,1,NA
"Alaska","UNKNOWN",3,"11/08/20","race","death","Count",NA,3,NA
"Alaska","WHITE",31,"11/08/20","race","death","Count",481879,31,6.43315023065956
"Alaska","0-9",0,"11/08/20","age","death",NA,105171,0,0
"Alaska","10-19",0,"11/08/20","age","death",NA,96022,0,0
"Alaska","20-29",1,"11/08/20","age","death","Count",114672,1,0.872052462676155
"Alaska","30-39",2,"11/08/20","age","death","Count",108865,2,1.83713773940201
"Alaska","40-49",5,"11/08/20","age","death","Count",86536,5,5.77794212813165
"Alaska","50-59",7,"11/08/20","age","death","Count",93805,7,7.4622887905762
"Alaska","60-69",14,"11/08/20","age","death","Count",80434,14,17.4055747569436
"Alaska","70-79",27,"11/08/20","age","death","Count",37370,27,72.2504682900722
"Alaska","80+",28,"11/08/20","age","death","Count",14563,28,192.268076632562
"Alaska","UNKNOWN",0,"11/08/20","age","death",NA,NA,0,NA
"Alaska","FEMALE",33,"11/08/20","gender","death","Count",352865,33,9.35201847732136
"Alaska","MALE",51,"11/08/20","gender","death","Count",384573,51,13.2614614130477
"Alaska","UNKNOWN",0,"11/08/20","gender","death",NA,NA,0,NA
"Alaska","AI/AN",142,"11/08/20","race","hosp","Count",113516,142,125.092497973854
"Alaska","ASIAN",30,"11/08/20","race","hosp","Count",49025,30,61.1932687404385
"Alaska","BLACK",24,"11/08/20","race","hosp","Count",27942,24,85.8922052823706
"Alaska","HN/PI",63,"11/08/20","race","hosp","Count",10221,63,616.378045201057
"Alaska","MULTI",26,"11/08/20","race","hosp","Count",54855,26,47.397684805396
"Alaska","OTHER",19,"11/08/20","race","hosp","Count",NA,19,NA
"Alaska","UNKNOWN",16,"11/08/20","race","hosp","Count",NA,16,NA
"Alaska","WHITE",129,"11/08/20","race","hosp","Count",481879,129,26.7702057985511
"Alaska","0-9",5,"11/08/20","age","hosp","Count",105171,5,4.75416226906657
"Alaska","10-19",3,"11/08/20","age","hosp","Count",96022,3,3.12428401824582
"Alaska","20-29",25,"11/08/20","age","hosp","Count",114672,25,21.8013115669039
"Alaska","30-39",40,"11/08/20","age","hosp","Count",108865,40,36.7427547880402
"Alaska","40-49",56,"11/08/20","age","hosp","Count",86536,56,64.7129518350744
"Alaska","50-59",83,"11/08/20","age","hosp","Count",93805,83,88.4814242311177
"Alaska","60-69",108,"11/08/20","age","hosp","Count",80434,108,134.271576696422
"Alaska","70-79",96,"11/08/20","age","hosp","Count",37370,96,256.890553920257
"Alaska","80+",66,"11/08/20","age","hosp","Count",14563,66,453.203323491039
"Alaska","UNKNOWN",0,"11/08/20","age","hosp",NA,NA,0,NA
"Alaska","FEMALE",227,"11/08/20","gender","hosp","Count",352865,227,64.3305513439984
"Alaska","MALE",255,"11/08/20","gender","hosp","Count",384573,255,66.3073070652386
"Alaska","UNKNOWN",0,"11/08/20","gender","hosp",NA,NA,0,NA
"Alaska","",767997,"11/08/20","total","test","Count",737438,767997,104143.941592378
