"","state_name","total_test","total_case","total_death","total_hosp","category","count","strata_type","data_type"
"679","Virginia",NA,27813,955,3592,"OTHER",5717,"race","case"
"680","Virginia",NA,27813,955,3592,"UNKNOWN",8425,"race","case"
"681","Virginia",NA,27813,955,3592,"WHITE",9216,"race","case"
"682","Washington",267931,17773,983,NA,"HISPANIC",4206,"race","case"
"683","Washington",267931,17773,983,NA,"NH AI/AN",152,"race","case"
"684","Washington",267931,17773,983,NA,"NH ASIAN",975,"race","case"
"685","Washington",267931,17773,983,NA,"NH BLACK",833,"race","case"
"686","Washington",267931,17773,983,NA,"NH MULTI",226,"race","case"
"687","Washington",267931,17773,983,NA,"NH NH/PI",243,"race","case"
"688","Washington",267931,17773,983,NA,"NH OTHER",230,"race","case"
"689","Washington",267931,17773,983,NA,"NH WHITE",5317,"race","case"
"690","Washington",267931,17773,983,NA,"UNKNOWN",5591,"race","case"
"691","West Virginia",68978,1434,58,NA,"AI/AN",0,"race","case"
"692","West Virginia",68978,1434,58,NA,"ASIAN",0,"race","case"
"693","West Virginia",68978,1434,58,NA,"BLACK",106,"race","case"
"694","West Virginia",68978,1434,58,NA,"MULTI",0,"race","case"
"695","West Virginia",68978,1434,58,NA,"OTHER",169,"race","case"
"696","West Virginia",68978,1434,58,NA,"UNKNOWN",0,"race","case"
"697","West Virginia",68978,1434,58,NA,"WHITE",1158,"race","case"
"698","Wisconsin",133873,11275,434,1939,"AI",128,"race","case"
"699","Wisconsin",133873,11275,434,1939,"ASIAN/PI",420,"race","case"
"700","Wisconsin",133873,11275,434,1939,"BLACK",2316,"race","case"
"701","Wisconsin",133873,11275,434,1939,"MULTI/OTHERS",1168,"race","case"
"702","Wisconsin",133873,11275,434,1939,"UNKNOWN",1167,"race","case"
"703","Wisconsin",133873,11275,434,1939,"WHITE",6076,"race","case"
"704","Wyoming",15565,529,7,NA,"AI/AN",171,"race","case"
"705","Wyoming",15565,529,7,NA,"ASIAN",5,"race","case"
"706","Wyoming",15565,529,7,NA,"BLACK",8,"race","case"
"707","Wyoming",15565,529,7,NA,"MULTI",0,"race","case"
"708","Wyoming",15565,529,7,NA,"OTHER",16,"race","case"
"709","Wyoming",15565,529,7,NA,"UNKNOWN",46,"race","case"
"710","Wyoming",15565,529,7,NA,"WHITE",272,"race","case"
"711","Alabama",NA,11101,473,1364,"FEMALE",6434,"sex","case"
"712","Alabama",NA,11101,473,1364,"MALE",4586,"sex","case"
"713","Alabama",NA,11101,473,1364,"UNKNOWN/OTHER",81,"sex","case"
"714","Alaska",31762,387,10,39,"FEMALE",190,"sex","case"
"715","Alaska",31762,387,10,39,"MALE",197,"sex","case"
"716","Alaska",31762,387,10,39,"UNKNOWN/OTHER",0,"sex","case"
"717","Arizona",175455,12674,624,1636,"FEMALE",6709,"sex","case"
"718","Arizona",175455,12674,624,1636,"MALE",5937,"sex","case"
"719","Arizona",175455,12674,624,1636,"UNKNOWN/OTHER",0,"sex","case"
"720","Arkansas",87574,4366,98,509,"FEMALE",0.391,"sex","case"
"721","Arkansas",87574,4366,98,509,"MALE",0.606,"sex","case"
"722","California",NA,73164,2926,NA,NA,NA,"sex","case"
"723","Colorado",NA,18804,906,558,"FEMALE",0.5054,"sex","case"
"724","Colorado",NA,18804,906,558,"MALE",0.4843,"sex","case"
"725","Colorado",NA,18804,906,558,"UNKNOWN/OTHER",0.0104,"sex","case"
"726","Connecticut",149562,35464,3219,NA,"FEMALE",19352,"sex","case"
"727","Connecticut",149562,35464,3219,NA,"MALE",15924,"sex","case"
"728","Delaware",36857,7223,260,NA,"FEMALE",3948,"sex","case"
"729","Delaware",36857,7223,260,NA,"MALE",3248,"sex","case"
"730","Delaware",36857,7223,260,NA,"UNKNOWN/OTHER",27,"sex","case"
"731","District of Columbia",32999,6736,358,NA,NA,NA,"sex","case"
"732","Florida",609574,42038,1875,NA,"FEMALE",21190,"sex","case"
"733","Florida",609574,42038,1875,NA,"MALE",20848,"sex","case"
"734","Florida",609574,42038,1875,NA,"UNKNOWN/OTHER",0,"sex","case"
"735","Georgia",NA,35977,1544,6374,NA,NA,"sex","case"
"736","Hawaii",39767,637,NA,81,NA,NA,"sex","case"
"737","Idaho",34546,NA,72,212,"FEMALE",1280,"sex","case"
"738","Idaho",34546,NA,72,212,"MALE",1067,"sex","case"
"739","Illinois",512037,87937,3928,NA,"FEMALE",44034,"sex","case"
"740","Illinois",512037,87937,3928,NA,"MALE",41917,"sex","case"
"741","Illinois",512037,87937,3928,NA,"UNKNOWN/OTHER",1986,"sex","case"
"742","Indiana",160239,26053,1508,NA,"FEMALE",13435,"sex","case"
"743","Indiana",160239,26053,1508,NA,"MALE",12030,"sex","case"
"744","Indiana",160239,26053,1508,NA,"UNKNOWN/OTHER",588,"sex","case"
"745","Iowa",89294,13675,318,NA,"FEMALE",6204,"sex","case"
"746","Iowa",89294,13675,318,NA,"MALE",6863,"sex","case"
"747","Kansas",57628,7468,164,704,"FEMALE",3107,"sex","case"
"748","Kansas",57628,7468,164,704,"MALE",4162,"sex","case"
"749","Kentucky",121246,7225,328,1487,"FEMALE",3579,"sex","case"
"750","Kentucky",121246,7225,328,1487,"MALE",3404,"sex","case"
"751","Kentucky",121246,7225,328,1487,"UNKNOWN/OTHER",242,"sex","case"
"752","Louisiana",247588,33489,2351,NA,"FEMALE",0.54,"sex","case"
"753","Louisiana",247588,33489,2351,NA,"MALE",0.4,"sex","case"
"754","Louisiana",247588,33489,2351,NA,"UNKNOWN/OTHER",0.06,"sex","case"
"755","Maine",NA,1565,69,207,"FEMALE",828,"sex","case"
"756","Maine",NA,1565,69,207,"MALE",737,"sex","case"
"757","Maine",NA,1565,69,207,"UNKNOWN/OTHER",0,"sex","case"
"758","Maryland",178454,35903,118,6553,"FEMALE",18780,"sex","case"
"759","Maryland",178454,35903,118,6553,"MALE",17123,"sex","case"
"760","Massachusetts",410032,80497,5315,7982,"FEMALE",43823,"sex","case"
"761","Massachusetts",410032,80497,5315,7982,"MALE",35415,"sex","case"
"762","Massachusetts",410032,80497,5315,7982,"UNKNOWN/OTHER",1259,"sex","case"
"763","Michigan",345403,49582,4787,NA,"FEMALE",0.53,"sex","case"
"764","Michigan",345403,49582,4787,NA,"MALE",0.46,"sex","case"
"765","Michigan",345403,49582,4787,NA,"UNKNOWN/OTHER",0.01,"sex","case"
"766","Minnesota",NA,13435,663,1552,"FEMALE",6619,"sex","case"
"767","Minnesota",NA,13435,663,1552,"MALE",6552,"sex","case"
"768","Minnesota",NA,13435,663,1552,"UNKNOWN/OTHER",259,"sex","case"
"769","Mississippi",NA,10483,480,NA,"FEMALE",5204,"sex","case"
"770","Mississippi",NA,10483,480,NA,"MALE",3542,"sex","case"
"771","Mississippi",NA,10483,480,NA,"UNKNOWN/OTHER",0,"sex","case"
"772","Missouri",126935,10317,562,NA,"FEMALE",5566,"sex","case"
"773","Missouri",126935,10317,562,NA,"MALE",4685,"sex","case"
"774","Missouri",126935,10317,562,NA,"UNKNOWN/OTHER",66,"sex","case"
"775","Montana",NA,462,16,63,"FEMALE",240,"sex","case"
"776","Montana",NA,462,16,63,"MALE",222,"sex","case"
"777","Nebraska",57315,9416,113,559,NA,NA,"sex","case"
"778","Nevada",82993,6499,339,NA,"FEMALE",37078,"sex","case"
"779","Nevada",82993,6499,339,NA,"MALE",30690,"sex","case"
"780","Nevada",82993,6499,339,NA,"UNKNOWN/OTHER",1714,"sex","case"
"781","New Hampshire",NA,2588,1019,286,"FEMALE",1433,"sex","case"
"782","New Hampshire",NA,2588,1019,286,"MALE",1148,"sex","case"
"783","New Hampshire",NA,2588,1019,286,"UNKNOWN/OTHER",0,"sex","case"
"784","New Jersey",NA,142704,9946,14550,"FEMALE",71017,"sex","case"
"785","New Jersey",NA,142704,9946,14550,"MALE",71140,"sex","case"
"786","New Jersey",NA,142704,9946,14550,"UNKNOWN/OTHER",547,"sex","case"
"787","New Mexico",119601,5503,242,886,"FEMALE",0.5363,"sex","case"
"788","New Mexico",119601,5503,242,886,"MALE",0.4637,"sex","case"
"789","North Carolina",219268,16507,615,507,NA,NA,"sex","case"
"790","North Dakota",50311,1712,40,129,"FEMALE",884,"sex","case"
"791","North Dakota",50311,1712,40,129,"MALE",828,"sex","case"
"792","Ohio",NA,26357,1534,4718,"FEMALE",12030,"sex","case"
"793","Ohio",NA,26357,1534,4718,"MALE",14162,"sex","case"
"794","Ohio",NA,26357,1534,4718,"UNKNOWN/OTHER",165,"sex","case"
"795","Oklahoma",NA,4962,284,NA,NA,NA,"sex","case"
"796","Oregon",86679,3479,137,685,"FEMALE",1851,"sex","case"
"797","Oregon",86679,3479,137,685,"MALE",1627,"sex","case"
"798","Oregon",86679,3479,137,685,"UNKNOWN/OTHER",1,"sex","case"
"799","Pennsylvania",311195,59636,4218,1959,"FEMALE",32660,"sex","case"
"800","Pennsylvania",311195,59636,4218,1959,"MALE",26327,"sex","case"
"801","Pennsylvania",311195,59636,4218,1959,"UNKNOWN/OTHER",649,"sex","case"
"802","Rhode Island",101601,12016,468,1351,"FEMALE",5201,"sex","case"
"803","Rhode Island",101601,12016,468,1351,"MALE",4243,"sex","case"
"804","Rhode Island",101601,12016,468,1351,"PENDING",155,"sex","case"
"805","South Carolina",102535,8189,NA,NA,"FEMALE",1729,"sex","case"
"806","South Carolina",102535,8189,NA,NA,"MALE",2063,"sex","case"
"807","South Carolina",102535,8189,NA,NA,"UNKNOWN/OTHER",0,"sex","case"
"808","South Dakota",26473,3792,43,NA,"FEMALE",1729,"sex","case"
"809","South Dakota",26473,3792,43,NA,"MALE",2063,"sex","case"
"810","South Dakota",26473,3792,43,NA,"UNKNOWN/OTHER",0,"sex","case"
"811","Tennessee",302317,16699,287,NA,"FEMALE",6832,"sex","case"
"812","Tennessee",302317,16699,287,NA,"MALE",9015,"sex","case"
"813","Tennessee",302317,16699,287,NA,"UNKNOWN/OTHER",852,"sex","case"
"814","Texas",623284,43851,1216,NA,"FEMALE",6566,"sex","case"
"815","Texas",623284,43851,1216,NA,"MALE",7304,"sex","case"
"816","Texas",623284,43851,1216,NA,"PENDING",29702,"sex","case"
"817","Texas",623284,43851,1216,NA,"UNKNOWN/OTHER",279,"sex","case"
"818","Utah",160119,6749,75,558,"FEMALE",3183,"sex","case"
"819","Utah",160119,6749,75,558,"MALE",3555,"sex","case"
"820","Vermont",22505,932,53,NA,"FEMALE",488,"sex","case"
"821","Vermont",22505,932,53,NA,"MALE",440,"sex","case"
"822","Vermont",22505,932,53,NA,"UNKNOWN/OTHER",4,"sex","case"
"823","Virginia",NA,27813,955,3592,"FEMALE",13955,"sex","case"
"824","Virginia",NA,27813,955,3592,"MALE",13683,"sex","case"
"825","Virginia",NA,27813,955,3592,"UNKNOWN/OTHER",175,"sex","case"
"826","Washington",267931,17773,983,NA,"FEMALE",0.52,"sex","case"
"827","Washington",267931,17773,983,NA,"MALE",0.45,"sex","case"
"828","Washington",267931,17773,983,NA,"UNKNOWN/OTHER",0.02,"sex","case"
"829","West Virginia",68978,1434,58,NA,"FEMALE",823,"sex","case"
"830","West Virginia",68978,1434,58,NA,"MALE",606,"sex","case"
"831","West Virginia",68978,1434,58,NA,"UNKNOWN/OTHER",4,"sex","case"
"832","Wisconsin",133873,11275,434,1939,"FEMALE",0.5,"sex","case"
"833","Wisconsin",133873,11275,434,1939,"MALE",0.49,"sex","case"
"834","Wisconsin",133873,11275,434,1939,"UNKNOWN/OTHER",0,"sex","case"
"835","Wyoming",15565,529,7,NA,"FEMALE",261,"sex","case"
"836","Wyoming",15565,529,7,NA,"MALE",268,"sex","case"
"837","Wyoming",15565,529,7,NA,"UNKNOWN/OTHER",0,"sex","case"
"838","Alabama",NA,11101,473,1364,"65+",384,"age","death"
"839","Alabama",NA,11101,473,1364,"50-64",77,"age","death"
"840","Alabama",NA,11101,473,1364,"25-49",12,"age","death"
"841","Alaska",31762,387,10,39,"0-10",0,"age","death"
"842","Alaska",31762,387,10,39,"10-19",0,"age","death"
"843","Alaska",31762,387,10,39,"20-29",0,"age","death"
"844","Alaska",31762,387,10,39,"30-39",2,"age","death"
"845","Alaska",31762,387,10,39,"40-49",0,"age","death"
"846","Alaska",31762,387,10,39,"50-59",1,"age","death"
"847","Alaska",31762,387,10,39,"60-69",1,"age","death"
"848","Alaska",31762,387,10,39,"70-79",5,"age","death"
"849","Alaska",31762,387,10,39,"80+",1,"age","death"
"850","Alaska",31762,387,10,39,"UNKNOWN",0,"age","death"
"851","Arizona",175455,12674,624,1636,"WHITE",269,"age","death"
"852","Arizona",175455,12674,624,1636,"AFRA",20,"age","death"
"853","Arizona",175455,12674,624,1636,"NATA",104,"age","death"
"854","Arizona",175455,12674,624,1636,"ASIAN",7,"age","death"
"855","Arizona",175455,12674,624,1636,"OTHER",9,"age","death"
"856","Arizona",175455,12674,624,1636,"MULTI",NA,"age","death"
"857","Arizona",175455,12674,624,1636,"UNKNOWN",122,"age","death"
"858","Arkansas",87574,4366,98,509,NA,NA,"age","death"
"859","California",NA,73164,2926,NA,"0-17",0,"age","death"
"860","California",NA,73164,2926,NA,"18-49",30,"age","death"
"861","California",NA,73164,2926,NA,"50-64",146,"age","death"
"862","California",NA,73164,2926,NA,"65+",445,"age","death"
"863","Colorado",NA,18804,906,558,"10-19",1,"age","death"
"864","Colorado",NA,18804,906,558,"20-29",6,"age","death"
"865","Colorado",NA,18804,906,558,"30-39",7,"age","death"
"866","Colorado",NA,18804,906,558,"40-49",28,"age","death"
"867","Colorado",NA,18804,906,558,"50-59",55,"age","death"
"868","Colorado",NA,18804,906,558,"60-69",146,"age","death"
"869","Colorado",NA,18804,906,558,"70-79",250,"age","death"
"870","Colorado",NA,18804,906,558,"80+",598,"age","death"
"871","Connecticut",149562,35464,3219,NA,"0-9",1,"age","death"
"872","Connecticut",149562,35464,3219,NA,"10-19",1,"age","death"
"873","Connecticut",149562,35464,3219,NA,"20-29",4,"age","death"
"874","Connecticut",149562,35464,3219,NA,"30-39",19,"age","death"
"875","Connecticut",149562,35464,3219,NA,"40-49",45,"age","death"
"876","Connecticut",149562,35464,3219,NA,"50-59",130,"age","death"
"877","Connecticut",149562,35464,3219,NA,"60-69",403,"age","death"
"878","Connecticut",149562,35464,3219,NA,"70-79",695,"age","death"
"879","Connecticut",149562,35464,3219,NA,"80+",1918,"age","death"
"880","Delaware",36857,7223,260,NA,"0-4",0,"age","death"
"881","Delaware",36857,7223,260,NA,"5-17",0,"age","death"
"882","Delaware",36857,7223,260,NA,"18-34",8,"age","death"
"883","Delaware",36857,7223,260,NA,"35-49",6,"age","death"
"884","Delaware",36857,7223,260,NA,"50-64",35,"age","death"
"885","Delaware",36857,7223,260,NA,"65+",211,"age","death"
"886","District of Columbia",32999,6736,358,NA,"WHITE",NA,"age","death"
"887","District of Columbia",32999,6736,358,NA,"AFRA",277,"age","death"
"888","District of Columbia",32999,6736,358,NA,"NATA",NA,"age","death"
"889","District of Columbia",32999,6736,358,NA,"ASIAN",5,"age","death"
"890","District of Columbia",32999,6736,358,NA,"OTHER",NA,"age","death"
"891","District of Columbia",32999,6736,358,NA,"MULTI",NA,"age","death"
"892","District of Columbia",32999,6736,358,NA,"UNKNOWN",2,"age","death"
"893","Florida",609574,42038,1875,NA,"WHITE",1266,"age","death"
"894","Florida",609574,42038,1875,NA,"AFRA",414,"age","death"
"895","Florida",609574,42038,1875,NA,"NATA",NA,"age","death"
"896","Florida",609574,42038,1875,NA,"ASIAN",NA,"age","death"
"897","Florida",609574,42038,1875,NA,"OTHER",115,"age","death"
"898","Florida",609574,42038,1875,NA,"MULTI",NA,"age","death"
"899","Florida",609574,42038,1875,NA,"UNKNOWN",80,"age","death"
"900","Georgia",NA,35977,1544,6374,".",2,"age","death"
"901","Georgia",NA,35977,1544,6374,"22",2,"age","death"
"902","Georgia",NA,35977,1544,6374,"26",2,"age","death"
"903","Georgia",NA,35977,1544,6374,"27",1,"age","death"
"904","Georgia",NA,35977,1544,6374,"28",1,"age","death"
"905","Georgia",NA,35977,1544,6374,"29",3,"age","death"
"906","Georgia",NA,35977,1544,6374,"30",2,"age","death"
"907","Georgia",NA,35977,1544,6374,"31",4,"age","death"
"908","Georgia",NA,35977,1544,6374,"32",2,"age","death"
"909","Georgia",NA,35977,1544,6374,"33",6,"age","death"
"910","Georgia",NA,35977,1544,6374,"34",4,"age","death"
"911","Georgia",NA,35977,1544,6374,"35",2,"age","death"
"912","Georgia",NA,35977,1544,6374,"36",3,"age","death"
"913","Georgia",NA,35977,1544,6374,"37",3,"age","death"
"914","Georgia",NA,35977,1544,6374,"38",3,"age","death"
"915","Georgia",NA,35977,1544,6374,"39",1,"age","death"
"916","Georgia",NA,35977,1544,6374,"40",2,"age","death"
"917","Georgia",NA,35977,1544,6374,"42",3,"age","death"
"918","Georgia",NA,35977,1544,6374,"43",4,"age","death"
"919","Georgia",NA,35977,1544,6374,"44",5,"age","death"
"920","Georgia",NA,35977,1544,6374,"45",7,"age","death"
"921","Georgia",NA,35977,1544,6374,"46",5,"age","death"
"922","Georgia",NA,35977,1544,6374,"47",3,"age","death"
"923","Georgia",NA,35977,1544,6374,"48",13,"age","death"
"924","Georgia",NA,35977,1544,6374,"49",12,"age","death"
"925","Georgia",NA,35977,1544,6374,"50",8,"age","death"
"926","Georgia",NA,35977,1544,6374,"51",6,"age","death"
"927","Georgia",NA,35977,1544,6374,"52",6,"age","death"
"928","Georgia",NA,35977,1544,6374,"53",16,"age","death"
"929","Georgia",NA,35977,1544,6374,"54",15,"age","death"
"930","Georgia",NA,35977,1544,6374,"55",12,"age","death"
"931","Georgia",NA,35977,1544,6374,"56",17,"age","death"
"932","Georgia",NA,35977,1544,6374,"57",12,"age","death"
"933","Georgia",NA,35977,1544,6374,"58",22,"age","death"
"934","Georgia",NA,35977,1544,6374,"59",17,"age","death"
"935","Georgia",NA,35977,1544,6374,"60",17,"age","death"
"936","Georgia",NA,35977,1544,6374,"61",26,"age","death"
"937","Georgia",NA,35977,1544,6374,"62",29,"age","death"
"938","Georgia",NA,35977,1544,6374,"63",40,"age","death"
"939","Georgia",NA,35977,1544,6374,"64",24,"age","death"
"940","Georgia",NA,35977,1544,6374,"65",40,"age","death"
"941","Georgia",NA,35977,1544,6374,"66",36,"age","death"
"942","Georgia",NA,35977,1544,6374,"67",34,"age","death"
"943","Georgia",NA,35977,1544,6374,"68",44,"age","death"
"944","Georgia",NA,35977,1544,6374,"69",27,"age","death"
"945","Georgia",NA,35977,1544,6374,"70",37,"age","death"
"946","Georgia",NA,35977,1544,6374,"71",42,"age","death"
"947","Georgia",NA,35977,1544,6374,"72",27,"age","death"
"948","Georgia",NA,35977,1544,6374,"73",49,"age","death"
"949","Georgia",NA,35977,1544,6374,"74",39,"age","death"
"950","Georgia",NA,35977,1544,6374,"75",49,"age","death"
"951","Georgia",NA,35977,1544,6374,"76",38,"age","death"
"952","Georgia",NA,35977,1544,6374,"77",41,"age","death"
"953","Georgia",NA,35977,1544,6374,"78",50,"age","death"
"954","Georgia",NA,35977,1544,6374,"79",49,"age","death"
"955","Georgia",NA,35977,1544,6374,"80",32,"age","death"
"956","Georgia",NA,35977,1544,6374,"81",44,"age","death"
"957","Georgia",NA,35977,1544,6374,"82",46,"age","death"
"958","Georgia",NA,35977,1544,6374,"83",48,"age","death"
"959","Georgia",NA,35977,1544,6374,"84",49,"age","death"
"960","Georgia",NA,35977,1544,6374,"85",54,"age","death"
"961","Georgia",NA,35977,1544,6374,"86",23,"age","death"
"962","Georgia",NA,35977,1544,6374,"87",39,"age","death"
"963","Georgia",NA,35977,1544,6374,"88",27,"age","death"
"964","Georgia",NA,35977,1544,6374,"89",37,"age","death"
"965","Georgia",NA,35977,1544,6374,"90+",181,"age","death"
"966","Hawaii",39767,637,NA,81,NA,NA,"age","death"
"967","Idaho",34546,NA,72,212,"WHITE",68,"age","death"
"968","Idaho",34546,NA,72,212,"AFRA",1,"age","death"
"969","Idaho",34546,NA,72,212,"NATA",NA,"age","death"
"970","Idaho",34546,NA,72,212,"ASIAN",2,"age","death"
"971","Idaho",34546,NA,72,212,"OTHER",NA,"age","death"
"972","Idaho",34546,NA,72,212,"MULTI",NA,"age","death"
"973","Idaho",34546,NA,72,212,"UNKNOWN",1,"age","death"
"974","Illinois",512037,87937,3928,NA,"0-20",2,"age","death"
"975","Illinois",512037,87937,3928,NA,"20-29",18,"age","death"
"976","Illinois",512037,87937,3928,NA,"30-39",57,"age","death"
"977","Illinois",512037,87937,3928,NA,"40-49",130,"age","death"
"978","Illinois",512037,87937,3928,NA,"50-59",332,"age","death"
"979","Illinois",512037,87937,3928,NA,"60-69",695,"age","death"
"980","Illinois",512037,87937,3928,NA,"70-79",966,"age","death"
"981","Illinois",512037,87937,3928,NA,"80+",1728,"age","death"
"982","Illinois",512037,87937,3928,NA,"UNKNOWN",0,"age","death"
"983","Indiana",160239,26053,1508,NA,"0-19",2,"age","death"
"984","Indiana",160239,26053,1508,NA,"20-29",3,"age","death"
"985","Indiana",160239,26053,1508,NA,"30-39",12,"age","death"
"986","Indiana",160239,26053,1508,NA,"40-49",28,"age","death"
"987","Indiana",160239,26053,1508,NA,"50-59",88,"age","death"
"988","Indiana",160239,26053,1508,NA,"60-69",245,"age","death"
"989","Indiana",160239,26053,1508,NA,"70-79",377,"age","death"
"990","Indiana",160239,26053,1508,NA,"80+",751,"age","death"
"991","Indiana",160239,26053,1508,NA,"UNKNOWN",2,"age","death"
"992","Iowa",89294,13675,318,NA,"WHITE",251,"age","death"
"993","Iowa",89294,13675,318,NA,"AFRA",16,"age","death"
"994","Iowa",89294,13675,318,NA,"NATA",2,"age","death"
"995","Iowa",89294,13675,318,NA,"ASIAN",10,"age","death"
"996","Iowa",89294,13675,318,NA,"OTHER",NA,"age","death"
"997","Iowa",89294,13675,318,NA,"MULTI",NA,"age","death"
"998","Iowa",89294,13675,318,NA,"UNKNOWN",32,"age","death"
"999","Kansas",57628,7468,164,704,"WHITE",102,"age","death"
"1000","Kansas",57628,7468,164,704,"AFRA",50,"age","death"
"1001","Kansas",57628,7468,164,704,"NATA",1,"age","death"
"1002","Kansas",57628,7468,164,704,"ASIAN",0,"age","death"
"1003","Kansas",57628,7468,164,704,"OTHER",1,"age","death"
"1004","Kansas",57628,7468,164,704,"MULTI",NA,"age","death"
"1005","Kansas",57628,7468,164,704,"UNKNOWN",10,"age","death"
"1006","Kentucky",121246,7225,328,1487,"0-9",0,"age","death"
"1007","Kentucky",121246,7225,328,1487,"10-19",0,"age","death"
"1008","Kentucky",121246,7225,328,1487,"20-29",0,"age","death"
"1009","Kentucky",121246,7225,328,1487,"30-39",2,"age","death"
"1010","Kentucky",121246,7225,328,1487,"40-49",5,"age","death"
"1011","Kentucky",121246,7225,328,1487,"50-59",22,"age","death"
"1012","Kentucky",121246,7225,328,1487,"60-69",51,"age","death"
"1013","Kentucky",121246,7225,328,1487,"70-79",76,"age","death"
"1014","Kentucky",121246,7225,328,1487,"80+",172,"age","death"
"1015","Kentucky",121246,7225,328,1487,"UNKNOWN",0,"age","death"
"1016","Louisiana",247588,33489,2351,NA,"0-18",2,"age","death"
"1017","Louisiana",247588,33489,2351,NA,"18-29",9,"age","death"
"1018","Louisiana",247588,33489,2351,NA,"30-39",41,"age","death"
"1019","Louisiana",247588,33489,2351,NA,"40-49",88,"age","death"
"1020","Louisiana",247588,33489,2351,NA,"50-59",206,"age","death"
"1021","Louisiana",247588,33489,2351,NA,"60-69",429,"age","death"
"1022","Louisiana",247588,33489,2351,NA,"70+",1576,"age","death"
"1023","Maine",NA,1565,69,207,NA,NA,"age","death"
"1024","Maryland",178454,35903,118,6553,"20-29",10,"age","death"
"1025","Maryland",178454,35903,118,6553,"30-39",20,"age","death"
"1026","Maryland",178454,35903,118,6553,"40-49",48,"age","death"
"1027","Maryland",178454,35903,118,6553,"50-59",116,"age","death"
"1028","Maryland",178454,35903,118,6553,"60-69",271,"age","death"
"1029","Maryland",178454,35903,118,6553,"70-79",428,"age","death"
"1030","Maryland",178454,35903,118,6553,"80+",771,"age","death"
"1031","Maryland",178454,35903,118,6553,"UNKNOWN",84,"age","death"
"1032","Massachusetts",410032,80497,5315,7982,"0-19",0,"age","death"
"1033","Massachusetts",410032,80497,5315,7982,"20-29",6,"age","death"
"1034","Massachusetts",410032,80497,5315,7982,"30-39",17,"age","death"
"1035","Massachusetts",410032,80497,5315,7982,"40-49",48,"age","death"
"1036","Massachusetts",410032,80497,5315,7982,"50-59",188,"age","death"
"1037","Massachusetts",410032,80497,5315,7982,"60-69",523,"age","death"
"1038","Massachusetts",410032,80497,5315,7982,"70-79",1214,"age","death"
"1039","Massachusetts",410032,80497,5315,7982,"80+",3318,"age","death"
"1040","Massachusetts",410032,80497,5315,7982,"UNKNOWN",1,"age","death"
"1041","Michigan",345403,49582,4787,NA,"0-19",0.01,"age","death"
"1042","Michigan",345403,49582,4787,NA,"20-29",0.01,"age","death"
"1043","Michigan",345403,49582,4787,NA,"30-39",0.01,"age","death"
"1044","Michigan",345403,49582,4787,NA,"40-49",0.03,"age","death"
"1045","Michigan",345403,49582,4787,NA,"50-59",0.08,"age","death"
"1046","Michigan",345403,49582,4787,NA,"60-69",0.18,"age","death"
"1047","Michigan",345403,49582,4787,NA,"70-79",0.27,"age","death"
"1048","Michigan",345403,49582,4787,NA,"80+",0.42,"age","death"
"1049","Michigan",345403,49582,4787,NA,"UNKNOWN",0,"age","death"
"1050","Minnesota",NA,13435,663,1552,NA,NA,"age","death"
"1051","Mississippi",NA,10483,480,NA,"WHITE",204,"age","death"
"1052","Mississippi",NA,10483,480,NA,"AFRA",259,"age","death"
"1053","Mississippi",NA,10483,480,NA,"NATA",17,"age","death"
"1054","Mississippi",NA,10483,480,NA,"ASIAN",0,"age","death"
"1055","Mississippi",NA,10483,480,NA,"OTHER",3,"age","death"
"1056","Mississippi",NA,10483,480,NA,"MULTI",NA,"age","death"
"1057","Mississippi",NA,10483,480,NA,"UNKNOWN",0,"age","death"
"1058","Missouri",126935,10317,562,NA,"0-20",0,"age","death"
"1059","Missouri",126935,10317,562,NA,"80+",263,"age","death"
"1060","Missouri",126935,10317,562,NA,"20-29",1,"age","death"
"1061","Missouri",126935,10317,562,NA,"30-39",3,"age","death"
"1062","Missouri",126935,10317,562,NA,"40-49",11,"age","death"
"1063","Missouri",126935,10317,562,NA,"50-59",42,"age","death"
"1064","Missouri",126935,10317,562,NA,"60-69",101,"age","death"
"1065","Missouri",126935,10317,562,NA,"70-79",141,"age","death"
"1066","Montana",NA,462,16,63,NA,NA,"age","death"
"1067","Nebraska",57315,9416,113,559,NA,NA,"age","death"
"1068","Nevada",82993,6499,339,NA,NA,NA,"age","death"
"1069","New Hampshire",NA,2588,1019,286,"WHITE",54,"age","death"
"1070","New Hampshire",NA,2588,1019,286,"AFRA",0,"age","death"
"1071","New Hampshire",NA,2588,1019,286,"NATA",NA,"age","death"
"1072","New Hampshire",NA,2588,1019,286,"ASIAN",0,"age","death"
"1073","New Hampshire",NA,2588,1019,286,"OTHER",1,"age","death"
"1074","New Hampshire",NA,2588,1019,286,"MULTI",NA,"age","death"
"1075","New Hampshire",NA,2588,1019,286,"UNKNOWN",960,"age","death"
"1076","New Jersey",NA,142704,9946,14550,NA,NA,"age","death"
"1077","New Mexico",119601,5503,242,886,NA,NA,"age","death"
"1078","North Carolina",219268,16507,615,507,"WHITE",346,"age","death"
"1079","North Carolina",219268,16507,615,507,"AFRA",203,"age","death"
"1080","North Carolina",219268,16507,615,507,"NATA",1,"age","death"
"1081","North Carolina",219268,16507,615,507,"ASIAN",6,"age","death"
"1082","North Carolina",219268,16507,615,507,"OTHER",24,"age","death"
"1083","North Carolina",219268,16507,615,507,"MULTI",NA,"age","death"
