"state_name","category","count","last_update","strata_type","data_type","metric","pop_est","count2","normalized"
"Alabama","ASIAN",117,"06/15/20","race","case","Count",73167,117,159.908155315921
"Alabama","BLACK",10670,"06/15/20","race","case","Count",1310802,10670,814.005471459458
"Alabama","OTHER",1385,"06/15/20","race","case","Count",NA,1385,NA
"Alabama","UNKNOWN",4608,"06/15/20","race","case","Count",NA,4608,NA
"Alabama","WHITE",9112,"06/15/20","race","case","Count",3379955,9112,269.589388024397
"Alabama","25-49",10689,"06/15/20","age","case","Count",1548808,10689,690.143645952242
"Alabama","0-4",386,"06/15/20","age","case","Count",293203,386,131.649403314427
"Alabama","5-24",4019,"06/15/20","age","case","Count",1249295,4019,321.701439611941
"Alabama","50-64",5690,"06/15/20","age","case","Count",969671,5690,586.796965156223
"Alabama","65+",5093,"06/15/20","age","case","Count",826894,5093,615.919331861158
"Alabama","UNKNOWN",15,"06/15/20","age","case","Count",NA,15,NA
"Alabama","FEMALE",14806,"06/15/20","gender","case","Count",2523756,14806,586.665271920106
"Alabama","MALE",10909,"06/15/20","gender","case","Count",2364115,10909,461.441173546972
"Alabama","UNKNOWN",177,"06/15/20","gender","case","Count",NA,177,NA
"Alabama","ASIAN",5,"06/15/20","race","death","Count",73167,5,6.83368185110774
"Alabama","BLACK",351,"06/15/20","race","death","Count",1310802,351,26.7774995765951
"Alabama","OTHER",12,"06/15/20","race","death","Count",NA,12,NA
"Alabama","UNKNOWN",26,"06/15/20","race","death","Count",NA,26,NA
"Alabama","WHITE",375,"06/15/20","race","death","Count",3379955,375,11.0948222683438
"Alabama","25-49",32,"06/15/20","age","death","Count",1548808,32,2.06610503044922
"Alabama","0-4",1,"06/15/20","age","death","Count",293203,1,0.341060630348257
"Alabama","5-24",2,"06/15/20","age","death","Count",1249295,2,0.160090290924081
"Alabama","50-64",128,"06/15/20","age","death","Count",969671,128,13.2003535219678
"Alabama","65+",606,"06/15/20","age","death","Count",826894,606,73.286297880986
"Alabama","FEMALE",361,"06/15/20","gender","death","Count",2523756,361,14.3040769392921
"Alabama","MALE",405,"06/15/20","gender","death","Count",2364115,405,17.1311463274841
"Alabama","",302294,"06/15/20","total","test","Count",4887871,302294,6184.57402005904
"Alabama","",26272,"06/15/20","total","case","Count",4887871,26272,537.493726818895
"Alabama","NON HISPANIC",17066,"06/15/20","eth","case","Count",4670690,17066,365.384985944261
"Alabama","UNKNOWN",6269,"06/15/20","eth","case","Count",NA,6269,NA
"Alabama","HISPANIC",2557,"06/15/20","eth","case","Count",217181,2557,1177.35897707442
"Alabama","",774,"06/15/20","total","death","Count",4887871,774,15.835115124765
"Alabama","NON HISPANIC",669,"06/15/20","eth","death","Count",4670690,669,14.3233654984595
"Alabama","UNKNOWN",82,"06/15/20","eth","death","Count",NA,82,NA
"Alabama","HISPANIC",18,"06/15/20","eth","death","Count",217181,18,8.28801782844724
"Alabama","",2259,"06/15/20","total","hosp","Count",4887871,2259,46.2164406548372
"Alaska","AI/AN",72,"06/14/20","race","case","Count",113516,72,63.4271820712499
"Alaska","ASIAN",58,"06/14/20","race","case","Count",49025,58,118.306986231515
"Alaska","BLACK",17,"06/14/20","race","case","Count",27942,17,60.8403120750125
"Alaska","HN/PI",17,"06/14/20","race","case","Count",10221,17,166.324234419333
"Alaska","MULTI",24,"06/14/20","race","case","Count",54855,24,43.7517090511348
"Alaska","OTHER",15,"06/14/20","race","case","Count",NA,15,NA
"Alaska","UNKNOWN",80,"06/14/20","race","case","Count",NA,80,NA
"Alaska","WHITE",381,"06/14/20","race","case","Count",481879,381,79.0654915445579
"Alaska","0-9",20,"06/14/20","age","case","Count",105171,20,19.0166490762663
"Alaska","10-19",47,"06/14/20","age","case","Count",96022,47,48.9471162858512
"Alaska","20-29",119,"06/14/20","age","case","Count",114672,119,103.774243058462
"Alaska","30-39",133,"06/14/20","age","case","Count",108865,133,122.169659670234
"Alaska","40-49",99,"06/14/20","age","case","Count",86536,99,114.403254137007
"Alaska","50-59",112,"06/14/20","age","case","Count",93805,112,119.396620649219
"Alaska","60-69",76,"06/14/20","age","case","Count",80434,76,94.487405823408
"Alaska","70-79",42,"06/14/20","age","case","Count",37370,42,112.389617340112
"Alaska","80+",16,"06/14/20","age","case","Count",14563,16,109.867472361464
"Alaska","UNKNOWN",0,"06/14/20","age","case",NA,NA,0,NA
"Alaska","FEMALE",333,"06/14/20","gender","case","Count",352865,333,94.3703682711519
"Alaska","MALE",331,"06/14/20","gender","case","Count",384573,331,86.0694848572313
"Alaska","UNKNOWN",0,"06/14/20","gender","case",NA,NA,0,NA
"Alaska","AI/AN",2,"06/14/20","race","death","Count",113516,2,1.76186616864583
"Alaska","ASIAN",2,"06/14/20","race","death","Count",49025,2,4.07955124936257
"Alaska","BLACK",0,"06/14/20","race","death",NA,27942,0,0
"Alaska","HN/PI",1,"06/14/20","race","death","Count",10221,1,9.78377849525487
"Alaska","MULTI",0,"06/14/20","race","death",NA,54855,0,0
"Alaska","OTHER",0,"06/14/20","race","death",NA,NA,0,NA
"Alaska","UNKNOWN",0,"06/14/20","race","death",NA,NA,0,NA
"Alaska","WHITE",7,"06/14/20","race","death","Count",481879,7,1.45264682627797
"Alaska","0-9",0,"06/14/20","age","death",NA,105171,0,0
"Alaska","10-19",0,"06/14/20","age","death",NA,96022,0,0
