state_name,total_test,total_case,total_death,total_hosp,category,raw,strata_type,data_type
Georgia,NA,38283,1649,6992,BLACK,804,race,death
Georgia,NA,38283,1649,6992,NH/PI,2,race,death
Georgia,NA,38283,1649,6992,OTHER,22,race,death
Georgia,NA,38283,1649,6992,UNKNOWN,27,race,death
Georgia,NA,38283,1649,6992,WHITE,762,race,death
Hawaii,45023,640,17,82,NA,NA,race,death
Idaho,37847,2455,74,213,AI/AN,2,race,death
Idaho,37847,2455,74,213,ASIAN,0,race,death
Idaho,37847,2455,74,213,BLACK,1,race,death
Idaho,37847,2455,74,213,MULTI,0,race,death
Idaho,37847,2455,74,213,OTHER,0,race,death
Idaho,37847,2455,74,213,UNKNOWN,0,race,death
Idaho,37847,2455,74,213,WHITE,71,race,death
Illinois,603241,96485,4234,NA,AI/AN,7,race,death
Illinois,603241,96485,4234,NA,ASIAN,196,race,death
Illinois,603241,96485,4234,NA,BLACK,1335,race,death
Illinois,603241,96485,4234,NA,HISPANIC,757,race,death
Illinois,603241,96485,4234,NA,NH/PI,3,race,death
Illinois,603241,96485,4234,NA,OTHER,33,race,death
Illinois,603241,96485,4234,NA,UNKNOWN,97,race,death
Illinois,603241,96485,4234,NA,WHITE,1806,race,death
Indiana,183912,28255,1621,NA,ASIAN,7,race,death
Indiana,183912,28255,1621,NA,BLACK,250,race,death
Indiana,183912,28255,1621,NA,OTHER,189,race,death
Indiana,183912,28255,1621,NA,UNKNOWN,120,race,death
Indiana,183912,28255,1621,NA,WHITE,1055,race,death
Iowa,106427,15206,367,NA,AI/AN,0.01,race,death
Iowa,106427,15206,367,NA,ASIAN,0.03,race,death
Iowa,106427,15206,367,NA,BLACK,0.06,race,death
Iowa,106427,15206,367,NA,MULTI,0,race,death
Iowa,106427,15206,367,NA,OTHER,0,race,death
Iowa,106427,15206,367,NA,UNKNOWN,0.11,race,death
Iowa,106427,15206,367,NA,WHITE,0.77,race,death
Kansas,66882,8340,173,740,AI/AN,1,race,death
Kansas,66882,8340,173,740,ASIAN,1,race,death
Kansas,66882,8340,173,740,BLACK,55,race,death
Kansas,66882,8340,173,740,OTHER,1,race,death
Kansas,66882,8340,173,740,UNKNOWN,3,race,death
Kansas,66882,8340,173,740,WHITE,112,race,death
Kentucky,145238,7935,346,1514,NA,NA,race,death
Louisiana,269748,34709,2440,NA,AI/AN,2,race,death
Louisiana,269748,34709,2440,NA,ASIAN,20,race,death
Louisiana,269748,34709,2440,NA,BLACK,1350,race,death
Louisiana,269748,34709,2440,NA,NH/PI,5,race,death
Louisiana,269748,34709,2440,NA,OTHER,19,race,death
Louisiana,269748,34709,2440,NA,UNKNOWN,4,race,death
Louisiana,269748,34709,2440,NA,WHITE,1040,race,death
Maine,NA,1713,71,223,NA,NA,race,death
Maryland,201506,39762,1903,7086,HISPANIC,156,race,death
Maryland,201506,39762,1903,7086,NH ASIAN,68,race,death
Maryland,201506,39762,1903,7086,NH BLACK,792,race,death
Maryland,201506,39762,1903,7086,NH OTHER,24,race,death
Maryland,201506,39762,1903,7086,NH WHITE,785,race,death
Maryland,201506,39762,1903,7086,UNKNOWN,78,race,death
Massachusetts,460826,86010,5797,8481,HISPANIC,352,race,death
Massachusetts,460826,86010,5797,8481,NH ASIAN,93,race,death
Massachusetts,460826,86010,5797,8481,NH BLACK,296,race,death
Massachusetts,460826,86010,5797,8481,NH OTHER,180,race,death
Massachusetts,460826,86010,5797,8481,NH WHITE,2327,race,death
Massachusetts,460826,86010,5797,8481,UNKNOWN,2549,race,death
Michigan,424998,51915,4915,NA,AI/AN,0.01,race,death
Michigan,424998,51915,4915,NA,ASIAN/PI,0.01,race,death
Michigan,424998,51915,4915,NA,BLACK,0.4,race,death
Michigan,424998,51915,4915,NA,MULTI,0.02,race,death
Michigan,424998,51915,4915,NA,OTHER,0.02,race,death
Michigan,424998,51915,4915,NA,UNKNOWN,0.04,race,death
Michigan,424998,51915,4915,NA,WHITE,0.5,race,death
Minnesota,NA,16372,731,1397,ASIAN,16,race,death
Minnesota,NA,16372,731,1397,BLACK,39,race,death
Minnesota,NA,16372,731,1397,OTHER,2,race,death
Minnesota,NA,16372,731,1397,PI,0,race,death
Minnesota,NA,16372,731,1397,UNKNOWN,191,race,death
Minnesota,NA,16372,731,1397,WHITE,469,race,death
Minnesota,NA,16372,731,1397,"NA",14,race,death
Mississippi,NA,11432,528,NA,AI/AN,19,race,death
Mississippi,NA,11432,528,NA,ASIAN,0,race,death
Mississippi,NA,11432,528,NA,BLACK,274,race,death
Mississippi,NA,11432,528,NA,MULTI,0,race,death
Mississippi,NA,11432,528,NA,OTHER,5,race,death
Mississippi,NA,11432,528,NA,UNKNOWN,0,race,death
Mississippi,NA,11432,528,NA,WHITE,233,race,death
Missouri,154110,10945,605,NA,NA,NA,race,death
Montana,NA,470,16,64,NA,NA,race,death
Nebraska,70147,10625,124,595,NA,NA,race,death
Nevada,81832,6906,2672,NA,NA,NA,race,death
New Hampshire,NA,3160,1231,318,AI/AN,0,race,death
New Hampshire,NA,3160,1231,318,ASIAN,0,race,death
New Hampshire,NA,3160,1231,318,BLACK,0,race,death
New Hampshire,NA,3160,1231,318,MULTI,0,race,death
New Hampshire,NA,3160,1231,318,OTHER,3,race,death
New Hampshire,NA,3160,1231,318,UNKNOWN,0,race,death
New Hampshire,NA,3160,1231,318,WHITE,73,race,death
New Jersey,NA,148039,10435,15149,NA,NA,race,death
New Mexico,137620,6096,270,886,NA,NA,race,death
New York,1439557,351371,22729,NA,AI/AN,0,race,death
New York,1439557,351371,22729,NA,ASIAN,0.07,race,death
New York,1439557,351371,22729,NA,BLACK,0.28,race,death
New York,1439557,351371,22729,NA,MULTI,0,race,death
New York,1439557,351371,22729,NA,OTHER,0.04,race,death
New York,1439557,351371,22729,NA,UNKNOWN,0,race,death
New York,1439557,351371,22729,NA,WHITE,0.27,race,death
North Carolina,255755,19023,661,511,AI/AN,1,race,death
North Carolina,255755,19023,661,511,ASIAN,7,race,death
North Carolina,255755,19023,661,511,BLACK,221,race,death
North Carolina,255755,19023,661,511,MULTI,0,race,death
North Carolina,255755,19023,661,511,OTHER,26,race,death
North Carolina,255755,19023,661,511,UNKNOWN,0,race,death
North Carolina,255755,19023,661,511,WHITE,370,race,death
North Dakota,56561,1931,44,133,NA,NA,race,death
Ohio,NA,28454,1657,4998,NA,NA,race,death
Oklahoma,NA,5398,288,NA,NA,NA,race,death
Oregon,97232,3687,138,708,NA,NA,race,death
Pennsylvania,340609,63056,4505,1882,ASIAN,118,race,death
Pennsylvania,340609,63056,4505,1882,BLACK,904,race,death
Pennsylvania,340609,63056,4505,1882,MULTI,208,race,death
Pennsylvania,340609,63056,4505,1882,WHITE,3263,race,death
Rhode Island,115384,12795,506,1438,HISPANIC,38,race,death
Rhode Island,115384,12795,506,1438,NH BLACK,17,race,death
Rhode Island,115384,12795,506,1438,NH MULTI,0,race,death
Rhode Island,115384,12795,506,1438,NH OTHER,7,race,death
Rhode Island,115384,12795,506,1438,NH WHITE,234,race,death
Rhode Island,115384,12795,506,1438,PENDING,45,race,death
Rhode Island,115384,12795,506,1438,UNKNOWN,0,race,death
South Carolina,131559,8942,NA,NA,NA,NA,race,death
South Dakota,29045,4027,44,316,NA,NA,race,death
Tennessee,337428,18011,301,NA,AI/AN,0,race,death
Tennessee,337428,18011,301,NA,ASIAN,7,race,death
Tennessee,337428,18011,301,NA,BLACK,99,race,death
Tennessee,337428,18011,301,NA,MULTI,0,race,death
Tennessee,337428,18011,301,NA,OTHER,10,race,death
Tennessee,337428,18011,301,NA,UNKNOWN,8,race,death
Tennessee,337428,18011,301,NA,WHITE,177,race,death
Texas,723013,48693,1347,NA,ASIAN,6,race,death
Texas,723013,48693,1347,NA,BLACK,67,race,death
Texas,723013,48693,1347,NA,HISPANIC,120,race,death
Texas,723013,48693,1347,NA,OTHER,2,race,death
Texas,723013,48693,1347,NA,PENDING,858,race,death
Texas,723013,48693,1347,NA,UNKNOWN,114,race,death
Texas,723013,48693,1347,NA,WHITE,180,race,death
Utah,174022,7384,80,595,NA,NA,race,death
Vermont,23825,940,54,NA,AI/AN,0,race,death
Vermont,23825,940,54,NA,ASIAN,2,race,death
Vermont,23825,940,54,NA,BLACK,0,race,death
Vermont,23825,940,54,NA,OTHER,3,race,death
Vermont,23825,940,54,NA,UNKNOWN,0,race,death
Vermont,23825,940,54,NA,WHITE,49,race,death
Virginia,NA,31140,1014,3822,BLACK,213,race,death
Virginia,NA,31140,1014,3822,OTHER,119,race,death
Virginia,NA,31140,1014,3822,UNKNOWN,130,race,death
Virginia,NA,31140,1014,3822,WHITE,552,race,death
Washington,289135,18611,NA,NA,HISPANIC,82,race,death
Washington,289135,18611,NA,NA,NH AI/AN,7,race,death
Washington,289135,18611,NA,NA,NH ASIAN,86,race,death
Washington,289135,18611,NA,NA,NH BLACK,29,race,death
Washington,289135,18611,NA,NA,NH MULTI,13,race,death
Washington,289135,18611,NA,NA,NH NH/PI,7,race,death
Washington,289135,18611,NA,NA,NH OTHER,19,race,death
Washington,289135,18611,NA,NA,NH WHITE,651,race,death
Washington,289135,18611,NA,NA,UNKNOWN,108,race,death
West Virginia,77760,1502,68,NA,NA,NA,race,death
Wisconsin,157189,12687,459,2068,AI,5,race,death
Wisconsin,157189,12687,459,2068,ASIAN/PI,10,race,death
Wisconsin,157189,12687,459,2068,BLACK,132,race,death
Wisconsin,157189,12687,459,2068,UNKNOWN,7,race,death
Wisconsin,157189,12687,459,2068,WHITE,302,race,death
Wisconsin,157189,12687,459,2068,"NA",3,race,death
Wyoming,17661,577,10,NA,NA,NA,race,death
Alabama,NA,12302,494,1432,FEMALE,220,sex,death
Alabama,NA,12302,494,1432,MALE,273,sex,death
Alaska,35611,399,10,43,FEMALE,5,sex,death
Alaska,35611,399,10,43,MALE,5,sex,death
Alaska,35611,399,10,43,UNKNOWN/OTHER,0,sex,death
Arizona,212784,14170,686,1717,FEMALE,312,sex,death
Arizona,212784,14170,686,1717,MALE,373,sex,death
Arizona,212784,14170,686,1717,UNKNOWN/OTHER,0,sex,death
Arkansas,99173,4813,100,535,NA,NA,sex,death
California,NA,80430,3216,NA,NA,NA,sex,death
Colorado,NA,20028,975,3275,FEMALE,0.4387,sex,death
Colorado,NA,20028,975,3275,MALE,0.558,sex,death
Colorado,NA,20028,975,3275,UNKNOWN/OTHER,0.0033,sex,death
Connecticut,177679,38116,3449,NA,FEMALE,1737,sex,death
Connecticut,177679,38116,3449,NA,MALE,1706,sex,death
Delaware,42458,7869,297,NA,FEMALE,155,sex,death
Delaware,42458,7869,297,NA,MALE,142,sex,death
Florida,677710,45208,1997,NA,NA,NA,sex,death
Georgia,NA,38283,1649,6992,FEMALE,778,sex,death
Georgia,NA,38283,1649,6992,MALE,871,sex,death
Hawaii,45023,640,17,82,NA,NA,sex,death
Idaho,37847,2455,74,213,FEMALE,36,sex,death
Idaho,37847,2455,74,213,MALE,38,sex,death
Illinois,603241,96485,4234,NA,FEMALE,1880,sex,death
Illinois,603241,96485,4234,NA,MALE,2346,sex,death
Illinois,603241,96485,4234,NA,UNKNOWN/OTHER,8,sex,death
Indiana,183912,28255,1621,NA,FEMALE,756,sex,death
Indiana,183912,28255,1621,NA,MALE,829,sex,death
Indiana,183912,28255,1621,NA,UNKNOWN/OTHER,36,sex,death
Iowa,106427,15206,367,NA,FEMALE,0.48,sex,death
Iowa,106427,15206,367,NA,MALE,0.52,sex,death
Kansas,66882,8340,173,740,FEMALE,83,sex,death
Kansas,66882,8340,173,740,MALE,90,sex,death
Kansas,66882,8340,173,740,UNKNOWN/OTHER,0,sex,death
Kentucky,145238,7935,346,1514,FEMALE,198,sex,death
Kentucky,145238,7935,346,1514,MALE,148,sex,death
Kentucky,145238,7935,346,1514,UNKNOWN/OTHER,0,sex,death
Louisiana,269748,34709,2440,NA,FEMALE,0.456,sex,death
Louisiana,269748,34709,2440,NA,MALE,0.544,sex,death
Louisiana,269748,34709,2440,NA,UNKNOWN/OTHER,0,sex,death
Maine,NA,1713,71,223,NA,NA,sex,death
Maryland,201506,39762,1903,7086,FEMALE,940,sex,death
Maryland,201506,39762,1903,7086,MALE,963,sex,death
Massachusetts,460826,86010,5797,8481,FEMALE,2989,sex,death
Massachusetts,460826,86010,5797,8481,MALE,2796,sex,death
Michigan,424998,51915,4915,NA,FEMALE,0.47,sex,death
Michigan,424998,51915,4915,NA,MALE,0.53,sex,death
Michigan,424998,51915,4915,NA,UNKNOWN/OTHER,0.01,sex,death
Minnesota,NA,16372,731,1397,NA,NA,sex,death
Mississippi,NA,11432,528,NA,NA,NA,sex,death
Missouri,154110,10945,605,NA,NA,NA,sex,death
Montana,NA,470,16,64,NA,NA,sex,death
Nebraska,70147,10625,124,595,NA,NA,sex,death
Nevada,81832,6906,2672,NA,FEMALE,1072,sex,death
Nevada,81832,6906,2672,NA,MALE,1576,sex,death
Nevada,81832,6906,2672,NA,UNKNOWN/OTHER,0,sex,death
New Hampshire,NA,3160,1231,318,FEMALE,61,sex,death
New Hampshire,NA,3160,1231,318,MALE,71,sex,death
New Hampshire,NA,3160,1231,318,UNKNOWN/OTHER,0,sex,death
New Jersey,NA,148039,10435,15149,NA,NA,sex,death
New Mexico,137620,6096,270,886,NA,NA,sex,death
New York,1439557,351371,22729,NA,FEMALE,9493,sex,death
New York,1439557,351371,22729,NA,MALE,13227,sex,death
New York,1439557,351371,22729,NA,UNKNOWN/OTHER,9,sex,death
North Carolina,255755,19023,661,511,NA,NA,sex,death
North Dakota,56561,1931,44,133,NA,NA,sex,death
Ohio,NA,28454,1657,4998,FEMALE,776,sex,death
Ohio,NA,28454,1657,4998,MALE,881,sex,death
Ohio,NA,28454,1657,4998,UNKNOWN/OTHER,0,sex,death
Oklahoma,NA,5398,288,NA,NA,NA,sex,death
Oregon,97232,3687,138,708,FEMALE,58,sex,death
Oregon,97232,3687,138,708,MALE,80,sex,death
Oregon,97232,3687,138,708,UNKNOWN/OTHER,0,sex,death
Pennsylvania,340609,63056,4505,1882,FEMALE,2296,sex,death
Pennsylvania,340609,63056,4505,1882,MALE,2197,sex,death
Rhode Island,115384,12795,506,1438,FEMALE,172,sex,death
Rhode Island,115384,12795,506,1438,MALE,169,sex,death
Rhode Island,115384,12795,506,1438,PENDING,0,sex,death
South Carolina,131559,8942,NA,NA,NA,NA,sex,death
South Dakota,29045,4027,44,316,NA,NA,sex,death
Tennessee,337428,18011,301,NA,FEMALE,133,sex,death
Tennessee,337428,18011,301,NA,MALE,168,sex,death
Tennessee,337428,18011,301,NA,UNKNOWN/OTHER,0,sex,death
Texas,723013,48693,1347,NA,FEMALE,190,sex,death
Texas,723013,48693,1347,NA,MALE,268,sex,death
Texas,723013,48693,1347,NA,PENDING,858,sex,death
Texas,723013,48693,1347,NA,UNKNOWN/OTHER,31,sex,death
Utah,174022,7384,80,595,FEMALE,0.475,sex,death
Utah,174022,7384,80,595,MALE,0.525,sex,death
Vermont,23825,940,54,NA,FEMALE,24,sex,death
Vermont,23825,940,54,NA,MALE,30,sex,death
Vermont,23825,940,54,NA,UNKNOWN/OTHER,0,sex,death
Virginia,NA,31140,1014,3822,FEMALE,489,sex,death
Virginia,NA,31140,1014,3822,MALE,522,sex,death
Virginia,NA,31140,1014,3822,UNKNOWN/OTHER,3,sex,death
Washington,289135,18611,NA,NA,FEMALE,0.45,sex,death
Washington,289135,18611,NA,NA,MALE,0.54,sex,death
Washington,289135,18611,NA,NA,UNKNOWN/OTHER,0,sex,death
West Virginia,77760,1502,68,NA,NA,NA,sex,death
Wisconsin,157189,12687,459,2068,FEMALE,0.42,sex,death
Wisconsin,157189,12687,459,2068,MALE,0.58,sex,death
Wisconsin,157189,12687,459,2068,UNKNOWN/OTHER,0,sex,death
Wyoming,17661,577,10,NA,NA,NA,sex,death
Alabama,NA,12302,494,1432,NA,NA,age,hosp
Alaska,35611,399,10,43,0-10,0,age,hosp
Alaska,35611,399,10,43,10-19,0,age,hosp
Alaska,35611,399,10,43,20-29,3,age,hosp
Alaska,35611,399,10,43,30-39,5,age,hosp
Alaska,35611,399,10,43,40-49,2,age,hosp
Alaska,35611,399,10,43,50-59,8,age,hosp
Alaska,35611,399,10,43,60-69,9,age,hosp
Alaska,35611,399,10,43,70-79,13,age,hosp
Alaska,35611,399,10,43,80+,3,age,hosp
Alaska,35611,399,10,43,UNKNOWN,0,age,hosp
Arizona,212784,14170,686,1717,0-19,17,age,hosp
Arizona,212784,14170,686,1717,20-44,326,age,hosp
Arizona,212784,14170,686,1717,45-54,263,age,hosp
Arizona,212784,14170,686,1717,55-64,333,age,hosp
Arizona,212784,14170,686,1717,65+,778,age,hosp
Arizona,212784,14170,686,1717,UNKNOWN,NA,age,hosp
Arkansas,99173,4813,100,535,NA,NA,age,hosp
California,NA,80430,3216,NA,NA,NA,age,hosp
Colorado,NA,20028,975,3275,0-9,32,age,hosp
Colorado,NA,20028,975,3275,10-19,30,age,hosp
Colorado,NA,20028,975,3275,20-29,169,age,hosp
Colorado,NA,20028,975,3275,30-39,323,age,hosp
Colorado,NA,20028,975,3275,40-49,480,age,hosp
Colorado,NA,20028,975,3275,50-59,693,age,hosp
Colorado,NA,20028,975,3275,60-69,689,age,hosp
Colorado,NA,20028,975,3275,70-79,519,age,hosp
Colorado,NA,20028,975,3275,80+,339,age,hosp
Colorado,NA,20028,975,3275,UNKNOWN,1,age,hosp
Connecticut,177679,38116,3449,NA,NA,NA,age,hosp
Delaware,42458,7869,297,NA,NA,NA,age,hosp
Florida,677710,45208,1997,NA,0-4,17,age,hosp
Florida,677710,45208,1997,NA,5-14,16,age,hosp
Florida,677710,45208,1997,NA,15-24,126,age,hosp
Florida,677710,45208,1997,NA,25-34,406,age,hosp
Florida,677710,45208,1997,NA,35-44,678,age,hosp
Florida,677710,45208,1997,NA,45-54,1054,age,hosp
Florida,677710,45208,1997,NA,55-64,1457,age,hosp
Florida,677710,45208,1997,NA,65-74,1747,age,hosp
Florida,677710,45208,1997,NA,75-84,1626,age,hosp
Florida,677710,45208,1997,NA,85+,1177,age,hosp
Florida,677710,45208,1997,NA,UNKNOWN,0,age,hosp
Georgia,NA,38283,1649,6992,NA,NA,age,hosp
Hawaii,45023,640,17,82,NA,NA,age,hosp
Idaho,37847,2455,74,213,NA,NA,age,hosp
Illinois,603241,96485,4234,NA,NA,NA,age,hosp
Indiana,183912,28255,1621,NA,NA,NA,age,hosp
Iowa,106427,15206,367,NA,NA,NA,age,hosp
Kansas,66882,8340,173,740,0-9,5,age,hosp
Kansas,66882,8340,173,740,10-17,13,age,hosp
Kansas,66882,8340,173,740,18-24,32,age,hosp
Kansas,66882,8340,173,740,25-34,81,age,hosp
Kansas,66882,8340,173,740,35-44,109,age,hosp
Kansas,66882,8340,173,740,45-54,162,age,hosp
Kansas,66882,8340,173,740,55-64,133,age,hosp
Kansas,66882,8340,173,740,65-74,105,age,hosp
Kansas,66882,8340,173,740,75-84,144,age,hosp
Kansas,66882,8340,173,740,85+,89,age,hosp
Kansas,66882,8340,173,740,UNKNOWN,NA,age,hosp
Kentucky,145238,7935,346,1514,0-9,16,age,hosp
Kentucky,145238,7935,346,1514,10-19,43,age,hosp
Kentucky,145238,7935,346,1514,20-29,179,age,hosp
Kentucky,145238,7935,346,1514,30-39,198,age,hosp
Kentucky,145238,7935,346,1514,40-49,219,age,hosp
Kentucky,145238,7935,346,1514,50-59,283,age,hosp
Kentucky,145238,7935,346,1514,60-69,218,age,hosp
Kentucky,145238,7935,346,1514,70-79,158,age,hosp
Kentucky,145238,7935,346,1514,80+,158,age,hosp
Kentucky,145238,7935,346,1514,UNKNOWN,42,age,hosp
Louisiana,269748,34709,2440,NA,NA,NA,age,hosp
Maine,NA,1713,71,223,NA,NA,age,hosp
Maryland,201506,39762,1903,7086,NA,NA,age,hosp
Massachusetts,460826,86010,5797,8481,0-19,58,age,hosp
Massachusetts,460826,86010,5797,8481,20-29,198,age,hosp
Massachusetts,460826,86010,5797,8481,30-39,393,age,hosp
Massachusetts,460826,86010,5797,8481,40-49,625,age,hosp
Massachusetts,460826,86010,5797,8481,50-59,1160,age,hosp
Massachusetts,460826,86010,5797,8481,60-69,1594,age,hosp
Massachusetts,460826,86010,5797,8481,70-79,1852,age,hosp
Massachusetts,460826,86010,5797,8481,80+,2658,age,hosp
Massachusetts,460826,86010,5797,8481,UNKNOWN,1,age,hosp
Michigan,424998,51915,4915,NA,NA,NA,age,hosp
Minnesota,NA,16372,731,1397,NA,NA,age,hosp
Mississippi,NA,11432,528,NA,NA,NA,age,hosp
Missouri,154110,10945,605,NA,NA,NA,age,hosp
Montana,NA,470,16,64,NA,NA,age,hosp
Nebraska,70147,10625,124,595,NA,NA,age,hosp
Nevada,81832,6906,2672,NA,NA,NA,age,hosp
New Hampshire,NA,3160,1231,318,0-9,2,age,hosp
New Hampshire,NA,3160,1231,318,10-19,4,age,hosp
New Hampshire,NA,3160,1231,318,20-29,10,age,hosp
New Hampshire,NA,3160,1231,318,30-39,11,age,hosp
New Hampshire,NA,3160,1231,318,40-49,28,age,hosp
New Hampshire,NA,3160,1231,318,50-59,50,age,hosp
New Hampshire,NA,3160,1231,318,60-69,92,age,hosp
New Hampshire,NA,3160,1231,318,70-79,74,age,hosp
New Hampshire,NA,3160,1231,318,80+,47,age,hosp
New Hampshire,NA,3160,1231,318,UNKNOWN,NA,age,hosp
New Jersey,NA,148039,10435,15149,NA,NA,age,hosp
New Mexico,137620,6096,270,886,NA,NA,age,hosp
New York,1439557,351371,22729,NA,NA,NA,age,hosp
North Carolina,255755,19023,661,511,NA,NA,age,hosp
North Dakota,56561,1931,44,133,0-9,1,age,hosp
North Dakota,56561,1931,44,133,10-19,1,age,hosp
North Dakota,56561,1931,44,133,20-29,4,age,hosp
North Dakota,56561,1931,44,133,30-39,19,age,hosp
North Dakota,56561,1931,44,133,40-49,15,age,hosp
North Dakota,56561,1931,44,133,50-59,29,age,hosp
North Dakota,56561,1931,44,133,60-69,27,age,hosp
North Dakota,56561,1931,44,133,70-79,19,age,hosp
North Dakota,56561,1931,44,133,80+,18,age,hosp
Ohio,NA,28454,1657,4998,0-19,47,age,hosp
Ohio,NA,28454,1657,4998,20-29,165,age,hosp
Ohio,NA,28454,1657,4998,30-39,294,age,hosp
Ohio,NA,28454,1657,4998,40-49,485,age,hosp
Ohio,NA,28454,1657,4998,50-59,921,age,hosp
Ohio,NA,28454,1657,4998,60-69,1160,age,hosp
Ohio,NA,28454,1657,4998,70-79,985,age,hosp
Ohio,NA,28454,1657,4998,80+,940,age,hosp
Ohio,NA,28454,1657,4998,UNKNOWN,1,age,hosp
Oklahoma,NA,5398,288,NA,NA,NA,age,hosp
Oregon,97232,3687,138,708,0-9,5,age,hosp
Oregon,97232,3687,138,708,10-19,2,age,hosp
Oregon,97232,3687,138,708,20-29,26,age,hosp
Oregon,97232,3687,138,708,30-39,46,age,hosp
Oregon,97232,3687,138,708,40-49,85,age,hosp
Oregon,97232,3687,138,708,50-59,118,age,hosp
Oregon,97232,3687,138,708,60-69,168,age,hosp
Oregon,97232,3687,138,708,70-79,144,age,hosp
Oregon,97232,3687,138,708,80+,110,age,hosp
Oregon,97232,3687,138,708,UNKNOWN,4,age,hosp
Pennsylvania,340609,63056,4505,1882,50-64,0.1,age,hosp
Pennsylvania,340609,63056,4505,1882,0-29,0.02,age,hosp
Pennsylvania,340609,63056,4505,1882,30-49,0.05,age,hosp
Pennsylvania,340609,63056,4505,1882,65-79,0.2,age,hosp
Pennsylvania,340609,63056,4505,1882,80+,0.18,age,hosp
Rhode Island,115384,12795,506,1438,0-9,NA,age,hosp
Rhode Island,115384,12795,506,1438,10-19,NA,age,hosp
Rhode Island,115384,12795,506,1438,20-29,33,age,hosp
Rhode Island,115384,12795,506,1438,30-39,80,age,hosp
Rhode Island,115384,12795,506,1438,40-49,128,age,hosp
Rhode Island,115384,12795,506,1438,50-59,206,age,hosp
Rhode Island,115384,12795,506,1438,60-69,242,age,hosp
Rhode Island,115384,12795,506,1438,70-79,198,age,hosp
Rhode Island,115384,12795,506,1438,80-89,138,age,hosp
Rhode Island,115384,12795,506,1438,90-99,57,age,hosp
Rhode Island,115384,12795,506,1438,100+,0,age,hosp
Rhode Island,115384,12795,506,1438,PENDING,0,age,hosp
South Carolina,131559,8942,NA,NA,NA,NA,age,hosp
South Dakota,29045,4027,44,316,0-19,6,age,hosp
South Dakota,29045,4027,44,316,20-29,19,age,hosp
South Dakota,29045,4027,44,316,30-39,37,age,hosp
South Dakota,29045,4027,44,316,40-49,37,age,hosp
South Dakota,29045,4027,44,316,50-59,77,age,hosp
South Dakota,29045,4027,44,316,60-69,75,age,hosp
South Dakota,29045,4027,44,316,70-79,35,age,hosp
South Dakota,29045,4027,44,316,80+,30,age,hosp
South Dakota,29045,4027,44,316,UNKNOWN,NA,age,hosp
Tennessee,337428,18011,301,NA,NA,NA,age,hosp
Texas,723013,48693,1347,NA,NA,NA,age,hosp
Utah,174022,7384,80,595,0-1,0,age,hosp
Utah,174022,7384,80,595,1-14,2,age,hosp
Utah,174022,7384,80,595,15-24,27,age,hosp
Utah,174022,7384,80,595,25-44,149,age,hosp
Utah,174022,7384,80,595,45-64,240,age,hosp
Utah,174022,7384,80,595,65-84,155,age,hosp
Utah,174022,7384,80,595,85+,22,age,hosp
Utah,174022,7384,80,595,UNKNOWN,0,age,hosp
Vermont,23825,940,54,NA,NA,NA,age,hosp
Virginia,NA,31140,1014,3822,0-9,23,age,hosp
Virginia,NA,31140,1014,3822,10-19,29,age,hosp
Virginia,NA,31140,1014,3822,20-29,158,age,hosp
Virginia,NA,31140,1014,3822,30-39,322,age,hosp
Virginia,NA,31140,1014,3822,40-49,498,age,hosp
Virginia,NA,31140,1014,3822,50-59,693,age,hosp
Virginia,NA,31140,1014,3822,60-69,756,age,hosp
Virginia,NA,31140,1014,3822,70-79,671,age,hosp
Virginia,NA,31140,1014,3822,80+,670,age,hosp
Virginia,NA,31140,1014,3822,UNKNOWN,2,age,hosp
Washington,289135,18611,NA,NA,NA,NA,age,hosp
West Virginia,77760,1502,68,NA,NA,NA,age,hosp
Wisconsin,157189,12687,459,2068,0-10,10,age,hosp
Wisconsin,157189,12687,459,2068,10-19,20,age,hosp
Wisconsin,157189,12687,459,2068,20-29,91,age,hosp
Wisconsin,157189,12687,459,2068,30-39,139,age,hosp
Wisconsin,157189,12687,459,2068,40-49,241,age,hosp
Wisconsin,157189,12687,459,2068,50-59,359,age,hosp
Wisconsin,157189,12687,459,2068,60-69,454,age,hosp
Wisconsin,157189,12687,459,2068,70-79,398,age,hosp
Wisconsin,157189,12687,459,2068,80-89,265,age,hosp
Wisconsin,157189,12687,459,2068,90+,91,age,hosp
Wyoming,17661,577,10,NA,NA,NA,age,hosp
Alabama,NA,12302,494,1432,NA,NA,race,hosp
Alaska,35611,399,10,43,AI/AN,6,race,hosp
Alaska,35611,399,10,43,ASIAN,7,race,hosp
Alaska,35611,399,10,43,BLACK,0,race,hosp
Alaska,35611,399,10,43,MULTI,0,race,hosp
Alaska,35611,399,10,43,WHITE,23,race,hosp
Alaska,35611,399,10,43,"NA",7,race,hosp
Arizona,212784,14170,686,1717,AI/AN,178,race,hosp
Arizona,212784,14170,686,1717,ASIAN,35,race,hosp
Arizona,212784,14170,686,1717,BLACK,89,race,hosp
Arizona,212784,14170,686,1717,MULTI,0,race,hosp
Arizona,212784,14170,686,1717,WHITE,681,race,hosp
Arizona,212784,14170,686,1717,"NA",273,race,hosp
Arkansas,99173,4813,100,535,NA,NA,race,hosp
California,NA,80430,3216,NA,NA,NA,race,hosp
Colorado,NA,20028,975,3275,NA,NA,race,hosp
Connecticut,177679,38116,3449,NA,NA,NA,race,hosp
