state_name,total_test,total_case,total_death,total_hosp,category,raw,strata_type,data_type
Nevada,81832,6906,2672,NA,UNKNOWN/OTHER,112,sex,case
New Hampshire,NA,3160,1231,318,FEMALE,1742,sex,case
New Hampshire,NA,3160,1231,318,MALE,1407,sex,case
New Hampshire,NA,3160,1231,318,UNKNOWN/OTHER,0,sex,case
New Jersey,NA,148039,10435,15149,FEMALE,73843,sex,case
New Jersey,NA,148039,10435,15149,MALE,73554,sex,case
New Jersey,NA,148039,10435,15149,UNKNOWN/OTHER,642,sex,case
New Mexico,137620,6096,270,886,FEMALE,0.5365,sex,case
New Mexico,137620,6096,270,886,MALE,0.4635,sex,case
New York,1439557,351371,22729,NA,FEMALE,0.482,sex,case
New York,1439557,351371,22729,NA,MALE,0.512,sex,case
New York,1439557,351371,22729,NA,UNKNOWN/OTHER,0.006,sex,case
North Carolina,255755,19023,661,511,NA,NA,sex,case
North Dakota,56561,1931,44,133,FEMALE,998,sex,case
North Dakota,56561,1931,44,133,MALE,933,sex,case
Ohio,NA,28454,1657,4998,FEMALE,13087,sex,case
Ohio,NA,28454,1657,4998,MALE,15196,sex,case
Ohio,NA,28454,1657,4998,UNKNOWN/OTHER,171,sex,case
Oklahoma,NA,5398,288,NA,NA,NA,sex,case
Oregon,97232,3687,138,708,FEMALE,1939,sex,case
Oregon,97232,3687,138,708,MALE,1744,sex,case
Oregon,97232,3687,138,708,UNKNOWN/OTHER,4,sex,case
Pennsylvania,340609,63056,4505,1882,FEMALE,34542,sex,case
Pennsylvania,340609,63056,4505,1882,MALE,27803,sex,case
Pennsylvania,340609,63056,4505,1882,UNKNOWN/OTHER,711,sex,case
Rhode Island,115384,12795,506,1438,FEMALE,5201,sex,case
Rhode Island,115384,12795,506,1438,MALE,4243,sex,case
Rhode Island,115384,12795,506,1438,PENDING,155,sex,case
South Carolina,131559,8942,NA,NA,NA,NA,sex,case
South Dakota,29045,4027,44,316,FEMALE,1847,sex,case
South Dakota,29045,4027,44,316,MALE,2180,sex,case
South Dakota,29045,4027,44,316,UNKNOWN/OTHER,0,sex,case
Tennessee,337428,18011,301,NA,FEMALE,7414,sex,case
Tennessee,337428,18011,301,NA,MALE,9680,sex,case
Tennessee,337428,18011,301,NA,UNKNOWN/OTHER,917,sex,case
Texas,723013,48693,1347,NA,FEMALE,6567,sex,case
Texas,723013,48693,1347,NA,MALE,7411,sex,case
Texas,723013,48693,1347,NA,PENDING,34435,sex,case
Texas,723013,48693,1347,NA,UNKNOWN/OTHER,280,sex,case
Utah,174022,7384,80,595,FEMALE,3496,sex,case
Utah,174022,7384,80,595,MALE,3877,sex,case
Vermont,23825,940,54,NA,FEMALE,494,sex,case
Vermont,23825,940,54,NA,MALE,442,sex,case
Vermont,23825,940,54,NA,UNKNOWN/OTHER,4,sex,case
Virginia,NA,31140,1014,3822,FEMALE,15541,sex,case
Virginia,NA,31140,1014,3822,MALE,15406,sex,case
Virginia,NA,31140,1014,3822,UNKNOWN/OTHER,193,sex,case
Washington,289135,18611,NA,NA,FEMALE,0.52,sex,case
Washington,289135,18611,NA,NA,MALE,0.46,sex,case
Washington,289135,18611,NA,NA,UNKNOWN/OTHER,0.02,sex,case
West Virginia,77760,1502,68,NA,FEMALE,0.567,sex,case
West Virginia,77760,1502,68,NA,MALE,0.429,sex,case
West Virginia,77760,1502,68,NA,UNKNOWN/OTHER,0.004,sex,case
Wisconsin,157189,12687,459,2068,FEMALE,0.51,sex,case
Wisconsin,157189,12687,459,2068,MALE,0.49,sex,case
Wisconsin,157189,12687,459,2068,UNKNOWN/OTHER,0,sex,case
Wyoming,17661,577,10,NA,FEMALE,0.501,sex,case
Wyoming,17661,577,10,NA,MALE,0.499,sex,case
Wyoming,17661,577,10,NA,UNKNOWN/OTHER,0,sex,case
Alabama,NA,12302,494,1432,65+,399,age,death
Alabama,NA,12302,494,1432,50-64,82,age,death
Alabama,NA,12302,494,1432,25-49,12,age,death
Alabama,NA,12302,494,1432,UNKNOWN,1,age,death
Alaska,35611,399,10,43,0-10,0,age,death
Alaska,35611,399,10,43,10-19,0,age,death
Alaska,35611,399,10,43,20-29,0,age,death
Alaska,35611,399,10,43,30-39,2,age,death
Alaska,35611,399,10,43,40-49,0,age,death
Alaska,35611,399,10,43,50-59,1,age,death
Alaska,35611,399,10,43,60-69,1,age,death
Alaska,35611,399,10,43,70-79,5,age,death
Alaska,35611,399,10,43,80+,1,age,death
Alaska,35611,399,10,43,UNKNOWN,0,age,death
Arizona,212784,14170,686,1717,0-19,NA,age,death
Arizona,212784,14170,686,1717,20-44,26,age,death
Arizona,212784,14170,686,1717,45-54,33,age,death
Arizona,212784,14170,686,1717,55-64,78,age,death
Arizona,212784,14170,686,1717,65+,548,age,death
Arizona,212784,14170,686,1717,UNKNOWN,NA,age,death
Arkansas,99173,4813,100,535,NA,NA,age,death
California,NA,80430,3216,NA,0-17,0,age,death
California,NA,80430,3216,NA,18-49,32,age,death
California,NA,80430,3216,NA,50-64,157,age,death
California,NA,80430,3216,NA,65+,481,age,death
Colorado,NA,20028,975,3275,10-19,2,age,death
Colorado,NA,20028,975,3275,20-29,7,age,death
Colorado,NA,20028,975,3275,30-39,7,age,death
Colorado,NA,20028,975,3275,40-49,31,age,death
Colorado,NA,20028,975,3275,50-59,65,age,death
Colorado,NA,20028,975,3275,60-69,164,age,death
Colorado,NA,20028,975,3275,70-79,284,age,death
Colorado,NA,20028,975,3275,80+,664,age,death
Connecticut,177679,38116,3449,NA,0-9,1,age,death
Connecticut,177679,38116,3449,NA,10-19,1,age,death
Connecticut,177679,38116,3449,NA,20-29,4,age,death
Connecticut,177679,38116,3449,NA,30-39,20,age,death
Connecticut,177679,38116,3449,NA,40-49,53,age,death
Connecticut,177679,38116,3449,NA,50-59,140,age,death
Connecticut,177679,38116,3449,NA,60-69,435,age,death
Connecticut,177679,38116,3449,NA,70-79,745,age,death
Connecticut,177679,38116,3449,NA,80+,2048,age,death
Delaware,42458,7869,297,NA,0-4,0,age,death
Delaware,42458,7869,297,NA,5-17,0,age,death
Delaware,42458,7869,297,NA,18-34,8,age,death
Delaware,42458,7869,297,NA,35-49,7,age,death
Delaware,42458,7869,297,NA,50-64,45,age,death
Delaware,42458,7869,297,NA,65+,237,age,death
Florida,677710,45208,1997,NA,0-4,0,age,death
Florida,677710,45208,1997,NA,5-14,0,age,death
Florida,677710,45208,1997,NA,15-24,0,age,death
Florida,677710,45208,1997,NA,25-34,14,age,death
Florida,677710,45208,1997,NA,35-44,33,age,death
Florida,677710,45208,1997,NA,45-54,77,age,death
Florida,677710,45208,1997,NA,55-64,184,age,death
Florida,677710,45208,1997,NA,65-74,439,age,death
Florida,677710,45208,1997,NA,75-84,598,age,death
Florida,677710,45208,1997,NA,85+,652,age,death
Florida,677710,45208,1997,NA,UNKNOWN,0,age,death
Georgia,NA,38283,1649,6992,.,1,age,death
Georgia,NA,38283,1649,6992,22,2,age,death
Georgia,NA,38283,1649,6992,25,2,age,death
Georgia,NA,38283,1649,6992,26,2,age,death
Georgia,NA,38283,1649,6992,27,1,age,death
Georgia,NA,38283,1649,6992,28,1,age,death
Georgia,NA,38283,1649,6992,29,3,age,death
Georgia,NA,38283,1649,6992,30,2,age,death
Georgia,NA,38283,1649,6992,31,4,age,death
Georgia,NA,38283,1649,6992,32,2,age,death
Georgia,NA,38283,1649,6992,33,6,age,death
Georgia,NA,38283,1649,6992,34,6,age,death
Georgia,NA,38283,1649,6992,35,2,age,death
Georgia,NA,38283,1649,6992,36,3,age,death
Georgia,NA,38283,1649,6992,37,3,age,death
Georgia,NA,38283,1649,6992,38,2,age,death
Georgia,NA,38283,1649,6992,39,1,age,death
Georgia,NA,38283,1649,6992,40,2,age,death
Georgia,NA,38283,1649,6992,42,3,age,death
Georgia,NA,38283,1649,6992,43,4,age,death
Georgia,NA,38283,1649,6992,44,7,age,death
Georgia,NA,38283,1649,6992,45,7,age,death
Georgia,NA,38283,1649,6992,46,6,age,death
Georgia,NA,38283,1649,6992,47,3,age,death
Georgia,NA,38283,1649,6992,48,13,age,death
Georgia,NA,38283,1649,6992,49,13,age,death
Georgia,NA,38283,1649,6992,50,9,age,death
Georgia,NA,38283,1649,6992,51,6,age,death
Georgia,NA,38283,1649,6992,52,6,age,death
Georgia,NA,38283,1649,6992,53,16,age,death
Georgia,NA,38283,1649,6992,54,15,age,death
Georgia,NA,38283,1649,6992,55,12,age,death
Georgia,NA,38283,1649,6992,56,19,age,death
Georgia,NA,38283,1649,6992,57,14,age,death
Georgia,NA,38283,1649,6992,58,22,age,death
Georgia,NA,38283,1649,6992,59,19,age,death
Georgia,NA,38283,1649,6992,60,19,age,death
Georgia,NA,38283,1649,6992,61,27,age,death
Georgia,NA,38283,1649,6992,62,29,age,death
Georgia,NA,38283,1649,6992,63,41,age,death
Georgia,NA,38283,1649,6992,64,27,age,death
Georgia,NA,38283,1649,6992,65,42,age,death
Georgia,NA,38283,1649,6992,66,37,age,death
Georgia,NA,38283,1649,6992,67,34,age,death
Georgia,NA,38283,1649,6992,68,45,age,death
Georgia,NA,38283,1649,6992,69,29,age,death
Georgia,NA,38283,1649,6992,70,42,age,death
Georgia,NA,38283,1649,6992,71,45,age,death
Georgia,NA,38283,1649,6992,72,28,age,death
Georgia,NA,38283,1649,6992,73,55,age,death
Georgia,NA,38283,1649,6992,74,45,age,death
Georgia,NA,38283,1649,6992,75,53,age,death
Georgia,NA,38283,1649,6992,76,42,age,death
Georgia,NA,38283,1649,6992,77,43,age,death
Georgia,NA,38283,1649,6992,78,52,age,death
Georgia,NA,38283,1649,6992,79,51,age,death
Georgia,NA,38283,1649,6992,80,34,age,death
Georgia,NA,38283,1649,6992,81,50,age,death
Georgia,NA,38283,1649,6992,82,47,age,death
Georgia,NA,38283,1649,6992,83,51,age,death
Georgia,NA,38283,1649,6992,84,52,age,death
Georgia,NA,38283,1649,6992,85,57,age,death
Georgia,NA,38283,1649,6992,86,26,age,death
Georgia,NA,38283,1649,6992,87,40,age,death
Georgia,NA,38283,1649,6992,88,30,age,death
Georgia,NA,38283,1649,6992,89,40,age,death
Georgia,NA,38283,1649,6992,90+,197,age,death
Hawaii,45023,640,17,82,NA,NA,age,death
Idaho,37847,2455,74,213,0-17,NA,age,death
Idaho,37847,2455,74,213,18-29,NA,age,death
Idaho,37847,2455,74,213,30-39,NA,age,death
Idaho,37847,2455,74,213,40-49,NA,age,death
Idaho,37847,2455,74,213,50-59,2,age,death
Idaho,37847,2455,74,213,60-69,9,age,death
Idaho,37847,2455,74,213,70-79,15,age,death
Idaho,37847,2455,74,213,80+,48,age,death
Illinois,603241,96485,4234,NA,0-20,3,age,death
Illinois,603241,96485,4234,NA,20-29,18,age,death
Illinois,603241,96485,4234,NA,30-39,62,age,death
Illinois,603241,96485,4234,NA,40-49,145,age,death
Illinois,603241,96485,4234,NA,50-59,361,age,death
Illinois,603241,96485,4234,NA,60-69,739,age,death
Illinois,603241,96485,4234,NA,70-79,1034,age,death
Illinois,603241,96485,4234,NA,80+,1872,age,death
Illinois,603241,96485,4234,NA,UNKNOWN,0,age,death
Indiana,183912,28255,1621,NA,0-19,2,age,death
Indiana,183912,28255,1621,NA,20-29,3,age,death
Indiana,183912,28255,1621,NA,30-39,12,age,death
Indiana,183912,28255,1621,NA,40-49,31,age,death
Indiana,183912,28255,1621,NA,50-59,94,age,death
Indiana,183912,28255,1621,NA,60-69,265,age,death
Indiana,183912,28255,1621,NA,70-79,399,age,death
Indiana,183912,28255,1621,NA,80+,815,age,death
Indiana,183912,28255,1621,NA,UNKNOWN,0,age,death
Iowa,106427,15206,367,NA,0-17,NA,age,death
Iowa,106427,15206,367,NA,18-40,0.02,age,death
Iowa,106427,15206,367,NA,41-60,0.11,age,death
Iowa,106427,15206,367,NA,61-80,0.41,age,death
Iowa,106427,15206,367,NA,80+,0.46,age,death
Kansas,66882,8340,173,740,0-9,4,age,death
Kansas,66882,8340,173,740,10-17,0,age,death
Kansas,66882,8340,173,740,18-24,0,age,death
Kansas,66882,8340,173,740,25-34,0,age,death
Kansas,66882,8340,173,740,35-44,4,age,death
Kansas,66882,8340,173,740,45-54,7,age,death
Kansas,66882,8340,173,740,55-64,25,age,death
Kansas,66882,8340,173,740,65-74,30,age,death
Kansas,66882,8340,173,740,75-84,39,age,death
Kansas,66882,8340,173,740,85+,68,age,death
Kansas,66882,8340,173,740,UNKNOWN,NA,age,death
Kentucky,145238,7935,346,1514,0-9,0,age,death
Kentucky,145238,7935,346,1514,10-19,0,age,death
Kentucky,145238,7935,346,1514,20-29,0,age,death
Kentucky,145238,7935,346,1514,30-39,2,age,death
Kentucky,145238,7935,346,1514,40-49,5,age,death
Kentucky,145238,7935,346,1514,50-59,23,age,death
Kentucky,145238,7935,346,1514,60-69,55,age,death
Kentucky,145238,7935,346,1514,70-79,83,age,death
Kentucky,145238,7935,346,1514,80+,178,age,death
Kentucky,145238,7935,346,1514,UNKNOWN,0,age,death
Louisiana,269748,34709,2440,NA,0-18,2,age,death
Louisiana,269748,34709,2440,NA,18-29,9,age,death
Louisiana,269748,34709,2440,NA,30-39,43,age,death
Louisiana,269748,34709,2440,NA,40-49,92,age,death
Louisiana,269748,34709,2440,NA,50-59,213,age,death
Louisiana,269748,34709,2440,NA,60-69,443,age,death
Louisiana,269748,34709,2440,NA,70+,1638,age,death
Maine,NA,1713,71,223,NA,NA,age,death
Maryland,201506,39762,1903,7086,20-29,10,age,death
Maryland,201506,39762,1903,7086,30-39,23,age,death
Maryland,201506,39762,1903,7086,40-49,51,age,death
Maryland,201506,39762,1903,7086,50-59,126,age,death
Maryland,201506,39762,1903,7086,60-69,302,age,death
Maryland,201506,39762,1903,7086,70-79,465,age,death
Maryland,201506,39762,1903,7086,80+,852,age,death
Maryland,201506,39762,1903,7086,UNKNOWN,74,age,death
Massachusetts,460826,86010,5797,8481,0-19,0,age,death
Massachusetts,460826,86010,5797,8481,20-29,7,age,death
Massachusetts,460826,86010,5797,8481,30-39,17,age,death
Massachusetts,460826,86010,5797,8481,40-49,51,age,death
Massachusetts,460826,86010,5797,8481,50-59,207,age,death
Massachusetts,460826,86010,5797,8481,60-69,571,age,death
Massachusetts,460826,86010,5797,8481,70-79,1314,age,death
Massachusetts,460826,86010,5797,8481,80+,3630,age,death
Massachusetts,460826,86010,5797,8481,UNKNOWN,0,age,death
Michigan,424998,51915,4915,NA,0-19,0.01,age,death
Michigan,424998,51915,4915,NA,20-29,0.01,age,death
Michigan,424998,51915,4915,NA,30-39,0.01,age,death
Michigan,424998,51915,4915,NA,40-49,0.03,age,death
Michigan,424998,51915,4915,NA,50-59,0.08,age,death
Michigan,424998,51915,4915,NA,60-69,0.18,age,death
Michigan,424998,51915,4915,NA,70-79,0.27,age,death
Michigan,424998,51915,4915,NA,80+,0.42,age,death
Michigan,424998,51915,4915,NA,UNKNOWN,0,age,death
Minnesota,NA,16372,731,1397,NA,NA,age,death
Mississippi,NA,11432,528,NA,NA,NA,age,death
Missouri,154110,10945,605,NA,0-20,0,age,death
Missouri,154110,10945,605,NA,80+,284,age,death
Missouri,154110,10945,605,NA,20-29,1,age,death
Missouri,154110,10945,605,NA,30-39,3,age,death
Missouri,154110,10945,605,NA,40-49,12,age,death
Missouri,154110,10945,605,NA,50-59,44,age,death
Missouri,154110,10945,605,NA,60-69,108,age,death
Missouri,154110,10945,605,NA,70-79,153,age,death
Montana,NA,470,16,64,NA,NA,age,death
Nebraska,70147,10625,124,595,NA,NA,age,death
Nevada,81832,6906,2672,NA,0-9,0,age,death
Nevada,81832,6906,2672,NA,10-19,8,age,death
Nevada,81832,6906,2672,NA,20-29,24,age,death
Nevada,81832,6906,2672,NA,30-39,32,age,death
Nevada,81832,6906,2672,NA,40-49,136,age,death
Nevada,81832,6906,2672,NA,50-59,248,age,death
Nevada,81832,6906,2672,NA,60-69,544,age,death
Nevada,81832,6906,2672,NA,70+,1680,age,death
Nevada,81832,6906,2672,NA,UNKNOWN,16,age,death
New Hampshire,NA,3160,1231,318,0-9,0,age,death
New Hampshire,NA,3160,1231,318,10-19,0,age,death
New Hampshire,NA,3160,1231,318,20-29,2,age,death
New Hampshire,NA,3160,1231,318,30-39,0,age,death
New Hampshire,NA,3160,1231,318,40-49,5,age,death
New Hampshire,NA,3160,1231,318,50-59,0,age,death
New Hampshire,NA,3160,1231,318,60-69,10,age,death
New Hampshire,NA,3160,1231,318,70-79,32,age,death
New Hampshire,NA,3160,1231,318,80+,84,age,death
New Hampshire,NA,3160,1231,318,UNKNOWN,NA,age,death
New Jersey,NA,148039,10435,15149,NA,NA,age,death
New Mexico,137620,6096,270,886,NA,NA,age,death
New York,1439557,351371,22729,NA,0-19,4,age,death
New York,1439557,351371,22729,NA,20-29,83,age,death
New York,1439557,351371,22729,NA,30-39,306,age,death
New York,1439557,351371,22729,NA,40-49,808,age,death
New York,1439557,351371,22729,NA,50-59,2185,age,death
New York,1439557,351371,22729,NA,60-69,4452,age,death
New York,1439557,351371,22729,NA,70-79,5951,age,death
New York,1439557,351371,22729,NA,80-89,5845,age,death
New York,1439557,351371,22729,NA,UNKNOWN,9,age,death
North Carolina,255755,19023,661,511,NA,NA,age,death
North Dakota,56561,1931,44,133,0-9,0,age,death
North Dakota,56561,1931,44,133,10-19,0,age,death
North Dakota,56561,1931,44,133,20-29,0,age,death
North Dakota,56561,1931,44,133,30-39,0,age,death
North Dakota,56561,1931,44,133,40-49,3,age,death
North Dakota,56561,1931,44,133,50-59,2,age,death
North Dakota,56561,1931,44,133,60-69,1,age,death
North Dakota,56561,1931,44,133,70-79,9,age,death
North Dakota,56561,1931,44,133,80+,29,age,death
Ohio,NA,28454,1657,4998,0-19,0,age,death
Ohio,NA,28454,1657,4998,20-29,5,age,death
Ohio,NA,28454,1657,4998,30-39,12,age,death
Ohio,NA,28454,1657,4998,40-49,24,age,death
Ohio,NA,28454,1657,4998,50-59,91,age,death
Ohio,NA,28454,1657,4998,60-69,240,age,death
Ohio,NA,28454,1657,4998,70-79,419,age,death
Ohio,NA,28454,1657,4998,80+,865,age,death
Ohio,NA,28454,1657,4998,UNKNOWN,1,age,death
Oklahoma,NA,5398,288,NA,NA,NA,age,death
Oregon,97232,3687,138,708,0-9,0,age,death
Oregon,97232,3687,138,708,10-19,0,age,death
Oregon,97232,3687,138,708,20-29,0,age,death
Oregon,97232,3687,138,708,30-39,0,age,death
Oregon,97232,3687,138,708,40-49,3,age,death
Oregon,97232,3687,138,708,50-59,5,age,death
Oregon,97232,3687,138,708,60-69,27,age,death
Oregon,97232,3687,138,708,70-79,39,age,death
Oregon,97232,3687,138,708,80+,64,age,death
Oregon,97232,3687,138,708,UNKNOWN,0,age,death
Pennsylvania,340609,63056,4505,1882,0-20,1,age,death
Pennsylvania,340609,63056,4505,1882,20-24,3,age,death
Pennsylvania,340609,63056,4505,1882,25-29,4,age,death
Pennsylvania,340609,63056,4505,1882,30-34,7,age,death
Pennsylvania,340609,63056,4505,1882,35-39,5,age,death
Pennsylvania,340609,63056,4505,1882,40-44,21,age,death
Pennsylvania,340609,63056,4505,1882,45-49,45,age,death
Pennsylvania,340609,63056,4505,1882,50-54,83,age,death
Pennsylvania,340609,63056,4505,1882,55-59,146,age,death
Pennsylvania,340609,63056,4505,1882,60-64,251,age,death
Pennsylvania,340609,63056,4505,1882,65-69,354,age,death
Pennsylvania,340609,63056,4505,1882,70-74,444,age,death
Pennsylvania,340609,63056,4505,1882,75-79,512,age,death
Pennsylvania,340609,63056,4505,1882,80-84,638,age,death
Pennsylvania,340609,63056,4505,1882,85-89,800,age,death
Pennsylvania,340609,63056,4505,1882,90-94,768,age,death
Pennsylvania,340609,63056,4505,1882,95-99,341,age,death
Pennsylvania,340609,63056,4505,1882,100+,70,age,death
Rhode Island,115384,12795,506,1438,0-9,0,age,death
Rhode Island,115384,12795,506,1438,10-19,0,age,death
Rhode Island,115384,12795,506,1438,20-29,NA,age,death
Rhode Island,115384,12795,506,1438,30-39,5,age,death
Rhode Island,115384,12795,506,1438,40-49,6,age,death
Rhode Island,115384,12795,506,1438,50-59,19,age,death
Rhode Island,115384,12795,506,1438,60-69,35,age,death
Rhode Island,115384,12795,506,1438,70-79,83,age,death
Rhode Island,115384,12795,506,1438,80-89,108,age,death
Rhode Island,115384,12795,506,1438,90-99,79,age,death
Rhode Island,115384,12795,506,1438,100+,5,age,death
Rhode Island,115384,12795,506,1438,PENDING,0,age,death
South Carolina,131559,8942,NA,NA,NA,NA,age,death
South Dakota,29045,4027,44,316,0-19,0,age,death
South Dakota,29045,4027,44,316,20-29,0,age,death
South Dakota,29045,4027,44,316,30-39,1,age,death
South Dakota,29045,4027,44,316,40-49,1,age,death
South Dakota,29045,4027,44,316,50-59,6,age,death
South Dakota,29045,4027,44,316,60-69,7,age,death
South Dakota,29045,4027,44,316,70-79,5,age,death
South Dakota,29045,4027,44,316,80+,24,age,death
South Dakota,29045,4027,44,316,UNKNOWN,NA,age,death
Tennessee,337428,18011,301,NA,0-10,1,age,death
Tennessee,337428,18011,301,NA,11-20,1,age,death
Tennessee,337428,18011,301,NA,21-30,1,age,death
Tennessee,337428,18011,301,NA,31-40,3,age,death
Tennessee,337428,18011,301,NA,41-50,14,age,death
Tennessee,337428,18011,301,NA,51-60,27,age,death
Tennessee,337428,18011,301,NA,61-70,63,age,death
Tennessee,337428,18011,301,NA,71-80,87,age,death
Tennessee,337428,18011,301,NA,81+,104,age,death
Tennessee,337428,18011,301,NA,UNKNOWN,0,age,death
Texas,723013,48693,1347,NA,0-1,0,age,death
Texas,723013,48693,1347,NA,1-9,0,age,death
Texas,723013,48693,1347,NA,10-19,2,age,death
Texas,723013,48693,1347,NA,20-29,10,age,death
Texas,723013,48693,1347,NA,30-39,9,age,death
Texas,723013,48693,1347,NA,40-49,21,age,death
Texas,723013,48693,1347,NA,50-59,54,age,death
Texas,723013,48693,1347,NA,60-64,45,age,death
Texas,723013,48693,1347,NA,65-69,59,age,death
Texas,723013,48693,1347,NA,70-74,45,age,death
Texas,723013,48693,1347,NA,75-79,45,age,death
Texas,723013,48693,1347,NA,80+,196,age,death
Texas,723013,48693,1347,NA,UNKNOWN,3,age,death
Texas,723013,48693,1347,NA,PENDING,858,age,death
Utah,174022,7384,80,595,NA,NA,age,death
Vermont,23825,940,54,NA,0-9,0,age,death
Vermont,23825,940,54,NA,10-19,0,age,death
Vermont,23825,940,54,NA,20-29,0,age,death
Vermont,23825,940,54,NA,30-39,1,age,death
Vermont,23825,940,54,NA,40-49,2,age,death
Vermont,23825,940,54,NA,50-59,1,age,death
Vermont,23825,940,54,NA,60-69,10,age,death
Vermont,23825,940,54,NA,70-79,17,age,death
Vermont,23825,940,54,NA,80+,23,age,death
Virginia,NA,31140,1014,3822,0-9,0,age,death
Virginia,NA,31140,1014,3822,10-19,0,age,death
Virginia,NA,31140,1014,3822,20-29,2,age,death
Virginia,NA,31140,1014,3822,30-39,7,age,death
Virginia,NA,31140,1014,3822,40-49,22,age,death
Virginia,NA,31140,1014,3822,50-59,53,age,death
Virginia,NA,31140,1014,3822,60-69,157,age,death
Virginia,NA,31140,1014,3822,70-79,240,age,death
Virginia,NA,31140,1014,3822,80+,532,age,death
Virginia,NA,31140,1014,3822,UNKNOWN,1,age,death
Washington,289135,18611,NA,NA,0-19,0,age,death
Washington,289135,18611,NA,NA,20-39,0.01,age,death
Washington,289135,18611,NA,NA,40-59,0.08,age,death
Washington,289135,18611,NA,NA,60-79,0.39,age,death
Washington,289135,18611,NA,NA,80+,0.52,age,death
Washington,289135,18611,NA,NA,UNKNOWN,0,age,death
West Virginia,77760,1502,68,NA,NA,NA,age,death
Wisconsin,157189,12687,459,2068,0-10,0,age,death
Wisconsin,157189,12687,459,2068,10-19,0,age,death
Wisconsin,157189,12687,459,2068,20-29,4,age,death
Wisconsin,157189,12687,459,2068,30-39,5,age,death
Wisconsin,157189,12687,459,2068,40-49,11,age,death
Wisconsin,157189,12687,459,2068,50-59,39,age,death
Wisconsin,157189,12687,459,2068,60-69,75,age,death
Wisconsin,157189,12687,459,2068,70-79,129,age,death
Wisconsin,157189,12687,459,2068,80-89,111,age,death
Wisconsin,157189,12687,459,2068,90+,85,age,death
Wyoming,17661,577,10,NA,NA,NA,age,death
Alabama,NA,12302,494,1432,ASIAN,3,race,death
Alabama,NA,12302,494,1432,BLACK,216,race,death
Alabama,NA,12302,494,1432,OTHER,6,race,death
Alabama,NA,12302,494,1432,UNKNOWN,19,race,death
Alabama,NA,12302,494,1432,WHITE,250,race,death
Alaska,35611,399,10,43,AI/AN,2,race,death
Alaska,35611,399,10,43,ASIAN,2,race,death
Alaska,35611,399,10,43,BLACK,0,race,death
Alaska,35611,399,10,43,MULTI,0,race,death
Alaska,35611,399,10,43,NH/PI,1,race,death
Alaska,35611,399,10,43,OTHER,0,race,death
Alaska,35611,399,10,43,UNKNOWN,0,race,death
Alaska,35611,399,10,43,WHITE,5,race,death
Arizona,212784,14170,686,1717,AI/AN,116,race,death
Arizona,212784,14170,686,1717,ASIAN,8,race,death
Arizona,212784,14170,686,1717,BLACK,23,race,death
Arizona,212784,14170,686,1717,MULTI,0,race,death
Arizona,212784,14170,686,1717,OTHER,11,race,death
Arizona,212784,14170,686,1717,UNKNOWN,132,race,death
Arizona,212784,14170,686,1717,WHITE,289,race,death
Arkansas,99173,4813,100,535,NA,NA,race,death
California,NA,80430,3216,NA,AI/AN,14,race,death
California,NA,80430,3216,NA,ASIAN,472,race,death
California,NA,80430,3216,NA,BLACK,321,race,death
California,NA,80430,3216,NA,HISPANIC,1173,race,death
California,NA,80430,3216,NA,MULTI,21,race,death
California,NA,80430,3216,NA,NH/PI,28,race,death
California,NA,80430,3216,NA,OTHER,36,race,death
California,NA,80430,3216,NA,PENDING,71,race,death
California,NA,80430,3216,NA,WHITE,1080,race,death
Colorado,NA,20028,975,3275,HISPANIC,0.1895,race,death
Colorado,NA,20028,975,3275,NH AI/AN,0.0057,race,death
Colorado,NA,20028,975,3275,NH ASIAN,0.0392,race,death
Colorado,NA,20028,975,3275,NH BLACK,0.0686,race,death
Colorado,NA,20028,975,3275,NH MULTI,0.009,race,death
Colorado,NA,20028,975,3275,NH NH/PI,0.0033,race,death
Colorado,NA,20028,975,3275,NH WHITE,0.6446,race,death
Colorado,NA,20028,975,3275,OTHER,0.0057,race,death
Colorado,NA,20028,975,3275,UNKNOWN,0.0343,race,death
Connecticut,177679,38116,3449,NA,HISPANIC,234,race,death
Connecticut,177679,38116,3449,NA,NH AI/AN,0,race,death
Connecticut,177679,38116,3449,NA,NH ASIAN/PI,25,race,death
Connecticut,177679,38116,3449,NA,NH BLACK,399,race,death
Connecticut,177679,38116,3449,NA,NH MULTI,8,race,death
Connecticut,177679,38116,3449,NA,NH OTHER,14,race,death
Connecticut,177679,38116,3449,NA,NH WHITE,1879,race,death
Connecticut,177679,38116,3449,NA,UNKNOWN,74,race,death
Delaware,42458,7869,297,NA,ASIAN/PI,1,race,death
Delaware,42458,7869,297,NA,HISPANIC,21,race,death
Delaware,42458,7869,297,NA,MULTI,3,race,death
Delaware,42458,7869,297,NA,NH BLACK,70,race,death
Delaware,42458,7869,297,NA,NH WHITE,182,race,death
Delaware,42458,7869,297,NA,UNKNOWN,20,race,death
Florida,677710,45208,1997,NA,AI/AN,0,race,death
Florida,677710,45208,1997,NA,ASIAN,0,race,death
Florida,677710,45208,1997,NA,BLACK,436,race,death
Florida,677710,45208,1997,NA,MULTI,0,race,death
Florida,677710,45208,1997,NA,OTHER,124,race,death
Florida,677710,45208,1997,NA,UNKNOWN,73,race,death
Florida,677710,45208,1997,NA,WHITE,1364,race,death
Georgia,NA,38283,1649,6992,AI/AN,4,race,death
Georgia,NA,38283,1649,6992,ASIAN,28,race,death
