"state_name","category","count","last_update","strata_type","data_type","metric","pop_est","count2","normalized"
"Alabama","ASIAN",128,"06/22/20","race","case","Count",73167,128,174.942255388358
"Alabama","BLACK",12079,"06/22/20","race","case","Count",1310802,12079,921.496915628753
"Alabama","OTHER",1675,"06/22/20","race","case","Count",NA,1675,NA
"Alabama","UNKNOWN",5628,"06/22/20","race","case","Count",NA,5628,NA
"Alabama","WHITE",10521,"06/22/20","race","case","Count",3379955,10521,311.276333560654
"Alabama","25-49",12469,"06/22/20","age","case","Count",1548808,12469,805.07073827098
"Alabama","0-4",463,"06/22/20","age","case","Count",293203,463,157.911071851243
"Alabama","5-24",4998,"06/22/20","age","case","Count",1249295,4998,400.065637019279
"Alabama","50-64",6439,"06/22/20","age","case","Count",969671,6439,664.039658812113
"Alabama","65+",5654,"06/22/20","age","case","Count",826894,5654,683.763577919298
"Alabama","UNKNOWN",8,"06/22/20","age","case","Count",NA,8,NA
"Alabama","FEMALE",17078,"06/22/20","gender","case","Count",2523756,17078,676.689822629446
"Alabama","MALE",12745,"06/22/20","gender","case","Count",2364115,12745,539.102370231567
"Alabama","UNKNOWN",208,"06/22/20","gender","case","Count",NA,208,NA
"Alabama","ASIAN",5,"06/22/20","race","death","Count",73167,5,6.83368185110774
"Alabama","BLACK",387,"06/22/20","race","death","Count",1310802,387,29.5239097895792
"Alabama","OTHER",13,"06/22/20","race","death","Count",NA,13,NA
"Alabama","UNKNOWN",24,"06/22/20","race","death","Count",NA,24,NA
"Alabama","WHITE",402,"06/22/20","race","death","Count",3379955,402,11.8936494716646
"Alabama","25-49",35,"06/22/20","age","death","Count",1548808,35,2.25980237705384
"Alabama","0-4",2,"06/22/20","age","death","Count",293203,2,0.682121260696514
"Alabama","5-24",2,"06/22/20","age","death","Count",1249295,2,0.160090290924081
"Alabama","50-64",143,"06/22/20","age","death","Count",969671,143,14.7472699503234
"Alabama","65+",649,"06/22/20","age","death","Count",826894,649,78.4864807339272
"Alabama","FEMALE",394,"06/22/20","gender","death","Count",2523756,394,15.6116518395598
"Alabama","MALE",434,"06/22/20","gender","death","Count",2364115,434,18.3578210027854
"Alabama","",348687,"06/22/20","total","test","Count",4887871,348687,7133.71936370661
"Alabama","",30454,"06/22/20","total","case","Count",4887871,30454,623.052449624796
"Alabama","NON HISPANIC",19391,"06/22/20","eth","case","Count",4670690,19391,415.1634983268
"Alabama","UNKNOWN",7556,"06/22/20","eth","case","Count",NA,7556,NA
"Alabama","HISPANIC",3084,"06/22/20","eth","case","Count",217181,3084,1420.01372127396
"Alabama","",841,"06/22/20","total","death","Count",4887871,841,17.2058550645056
"Alabama","NON HISPANIC",720,"06/22/20","eth","death","Count",4670690,720,15.4152812539475
"Alabama","UNKNOWN",89,"06/22/20","eth","death","Count",NA,89,NA
"Alabama","HISPANIC",22,"06/22/20","eth","death","Count",217181,22,10.1297995681022
"Alabama","",2471,"06/22/20","total","hosp","Count",4887871,2471,50.5537073298375
"Alaska","AI/AN",84,"06/21/20","race","case","Count",113516,84,73.9983790831248
"Alaska","ASIAN",58,"06/21/20","race","case","Count",49025,58,118.306986231515
"Alaska","BLACK",20,"06/21/20","race","case","Count",27942,20,71.5768377353089
"Alaska","HN/PI",18,"06/21/20","race","case","Count",10221,18,176.108012914588
"Alaska","MULTI",26,"06/21/20","race","case","Count",54855,26,47.397684805396
"Alaska","OTHER",16,"06/21/20","race","case","Count",NA,16,NA
"Alaska","UNKNOWN",100,"06/21/20","race","case","Count",NA,100,NA
"Alaska","WHITE",439,"06/21/20","race","case","Count",481879,439,91.1017081051467
"Alaska","0-9",25,"06/21/20","age","case","Count",105171,25,23.7708113453328
"Alaska","10-19",57,"06/21/20","age","case","Count",96022,57,59.3613963466706
"Alaska","20-29",142,"06/21/20","age","case","Count",114672,142,123.831449700014
"Alaska","30-39",147,"06/21/20","age","case","Count",108865,147,135.029623846048
"Alaska","40-49",119,"06/21/20","age","case","Count",86536,119,137.515022649533
"Alaska","50-59",125,"06/21/20","age","case","Count",93805,125,133.255156974575
"Alaska","60-69",84,"06/21/20","age","case","Count",80434,84,104.433448541661
"Alaska","70-79",45,"06/21/20","age","case","Count",37370,45,120.41744715012
"Alaska","80+",17,"06/21/20","age","case","Count",14563,17,116.734189384055
